OID_,AREA,PERIMETER,NBO_,NBO_ID,NAME,COMMPLAN,SHARED,COALIT,CHECK,HORZ_VERT,AREASQMI
87,22640028.000000000000000,26203.525000000001455,89.000000000000000,158.000000000000000,HOMESTEAD, , ,SWNI,y,VERT,0.812096010688000
88,22278072.000000000000000,21095.594000000000960,90.000000000000000,160.000000000000000,SOUTH TABOR,Outer SE, ,SEUL,y,HORZ,0.799112684360000
89,5425594.000000000000000,14791.266999999999825,91.000000000000000,161.000000000000000,BRIDLEMILE/SOUTHWEST HILLS, ,Y,SWNI,y,HORZ,0.194615622584000
90,95737552.000000000000000,54563.777000000001863,92.000000000000000,162.000000000000000,POWELLHURST-GILBERT,Outer SE, ,EPNO,x,HORZ,3.434098487320000
91,47857496.000000000000000,36941.862999999997555,93.000000000000000,164.000000000000000,BROOKLYN ACTION CORPS, , ,SEUL,y,HORZ,1.716644591160000
92,33691048.000000000000000,31716.403999999998632,94.000000000000000,161.000000000000000,BRIDLEMILE, , ,SWNI,y,HORZ,1.208495250300000
93,22372854.000000000000000,24117.289000000000669,95.000000000000000,167.000000000000000,CRESTON-KENILWORTH, , ,SEUL,y,HORZ,0.802512473005000
94,52200468.000000000000000,42332.116999999998370,96.000000000000000,190.000000000000000,HILLSDALE, , ,SWNI,y,VERT,1.872426606870000
95,24806706.000000000000000,23776.675999999999476,97.000000000000000,168.000000000000000,FOSTER-POWELL,Outer SE, ,SEUL,y,HORZ,0.889814609210000
96,89511248.000000000000000,47064.961000000002969,98.000000000000000,169.000000000000000,LENTS,Outer SE, ,EPNO,y,VERT,3.210761392640000
97,13345925.000000000000000,19443.515999999999622,99.000000000000000,170.000000000000000,LENTS/POWELLHURST-GILBERT,Outer SE,Y,EPNO,y,HORZ,0.478717290114000
98,1640629.250000000000000,6587.311999999999898,100.000000000000000,171.000000000000000,HEALY HEIGHTS/SOUTHWEST HILLS, ,Y,SWNI,c,VERT,0.058849241818600
99,8755920.000000000000000,22233.511999999998807,101.000000000000000,246.000000000000000,CENTENNIAL/PLEASANT VALLEY,Outer SE,Y,EPNO,y,HORZ,0.314074152439000
100,169030240.000000000000000,89791.266000000003260,102.000000000000000,176.000000000000000,PLEASANT VALLEY,Outer SE, ,EPNO,y,HORZ,6.063101161150000
101,287223.813000000023749,2455.456999999999880,103.000000000000000,148.000000000000000,SOUTHWEST HILLS, , ,SWNI,c,HORZ,0.010302695966400
102,24080346.000000000000000,20888.423999999999069,104.000000000000000,181.000000000000000,MT. SCOTT-ARLETA,Outer SE, ,SEUL,y,HORZ,0.863760112241000
103,58041016.000000000000000,35849.605000000003201,105.000000000000000,179.000000000000000,SELLWOOD-MORELAND IMPROVEMENT LEAGUE, , ,SEUL,y,VERT,2.081926657100000
104,12865541.000000000000000,20507.835999999999331,106.000000000000000,180.000000000000000,REED, , ,SEUL,y,HORZ,0.461485924377000
105,34754508.000000000000000,30216.240000000001601,107.000000000000000,182.000000000000000,WOODSTOCK, , ,SEUL,y,VERT,1.246641435360000
106,31893532.000000000000000,28540.034999999999854,108.000000000000000,184.000000000000000,HAYHURST, , ,SWNI,y,HORZ,1.144018478050000
107,6080534.500000000000000,14184.216000000000349,109.000000000000000,189.000000000000000,EASTMORELAND/REED, ,Y,SEUL,y,VERT,0.218108296536000
108,23635752.000000000000000,21915.930000000000291,110.000000000000000,188.000000000000000,EASTMORELAND, , ,SEUL,y,VERT,0.847812571882000
109,8774407.000000000000000,14139.120000000000800,111.000000000000000,193.000000000000000,PLEASANT VALLEY/POWELLHURST-GILBERT,Outer SE,Y,EPNO,y,HORZ,0.314737279665000
110,17266414.000000000000000,18450.947000000000116,112.000000000000000,195.000000000000000,MAPLEWOOD, , ,SWNI,y,HORZ,0.619344896498000
111,40223780.000000000000000,30582.569999999999709,113.000000000000000,196.000000000000000,MULTNOMAH, , ,SWNI,y,VERT,1.442823804520000
112,48855416.000000000000000,31979.708999999998923,114.000000000000000,198.000000000000000,BRENTWOOD-DARLINGTON,Outer SE, ,SEUL,y,HORZ,1.752439892440000
113,11851488.000000000000000,16991.548999999999069,115.000000000000000,200.000000000000000,SOUTH BURLINGAME, , ,SWNI,y,HORZ,0.425111938153000
114,33687576.000000000000000,50284.601999999998952,116.000000000000000,201.000000000000000,ASHCREEK, , ,SWNI,y,VERT,1.208370751970000
115,17574136.000000000000000,21557.118999999998778,117.000000000000000,202.000000000000000,MC UNCLAIMED #11, , ,unclaimed,x, ,0.630382835606000
116,1248277.000000000000000,6278.525999999999840,118.000000000000000,188.000000000000000,EASTMORELAND/ARDENWALD-JOHNSON CREEK, ,Y,SEUL,y,VERT,0.044775594883400
117,24897602.000000000000000,24608.962999999999738,119.000000000000000,206.000000000000000,ARDENWALD-JOHNSON CREEK, , ,SEUL,y,HORZ,0.893075039289000
118,14473433.000000000000000,21229.645000000000437,120.000000000000000,207.000000000000000,MARKHAM, , ,SWNI,y,VERT,0.519160888114000
119,17021176.000000000000000,27790.265999999999622,121.000000000000000,208.000000000000000,MARSHALL PARK, , ,SWNI,y,VERT,0.610548241192000
120,2039560.500000000000000,6065.769000000000233,122.000000000000000,211.000000000000000,ARDENWALD-JOHNSON CREEK/WOODSTOCK, ,Y,SEUL,y,HORZ,0.073158871918500
121,24226188.000000000000000,36544.343999999997322,123.000000000000000,209.000000000000000,COLLINS VIEW, , ,SWNI,y,VERT,0.868991438097000
122,1435944.000000000000000,8454.370000000000800,124.000000000000000,206.000000000000000,ARDENWALD-JOHNSON CREEK, , ,SEUL,y,HORZ,0.051507196430900
123,9407287.000000000000000,17624.059000000001106,125.000000000000000,212.000000000000000,CRESTWOOD, , ,SWNI,y,VERT,0.337438629535000
124,214228.219000000011874,4384.064000000000306,126.000000000000000,250.000000000000000,ASHCREEK/CRESTWOOD, ,Y,SWNI, ,VERT,0.007684349239480
125,41569.641000000003260,1654.525000000000091,127.000000000000000,250.000000000000000,ASHCREEK/CRESTWOOD, ,Y,SWNI, ,VERT,0.001491099716860
126,20335084.000000000000000,21789.319999999999709,128.000000000000000,224.000000000000000,WEST PORTLAND PARK, , ,SWNI,y,VERT,0.729417864292000
127,17984114.000000000000000,29520.890999999999622,129.000000000000000,202.000000000000000,MC UNCLAIMED #13, , ,unclaimed,x, ,0.645088750426000
128,30586112.000000000000000,35728.800999999999476,130.000000000000000,227.000000000000000,ARNOLD CREEK, , ,SWNI,y,HORZ,1.097121405460000
129,16603728.000000000000000,16501.856999999999971,131.000000000000000,229.000000000000000,FAR SOUTHWEST, , ,SWNI,y,VERT,0.595574395999000
