OID_,GEOID,INTPTLAT,INTPTLON,NAME_1,COALIT,COUNT,SUM_SQ_FT
18,410510081001016,+45.5258074,-122.5458100,HAZELWOOD,EPNO,17.000000000000000,22929.000000000000000
19,410510005024006,+45.4834026,-122.5879435,MT. SCOTT-ARLETA,SEUL,24.000000000000000,36542.000000000000000
20,410510008014014,+45.5015804,-122.6206023,RICHMOND,SEUL,43.000000000000000,64940.000000000000000
21,410510009023011,+45.4927146,-122.6351408,CRESTON-KENILWORTH,SEUL,21.000000000000000,30738.000000000000000
22,410510038033007,+45.5680656,-122.6831019,ARBOR LODGE,NPNS,25.000000000000000,27454.000000000000000
23,410510089011085,+45.4637654,-122.5069046,PLEASANT VALLEY,EPNO,36.000000000000000,52709.000000000000000
24,410510038021000,+45.5768570,-122.6755642,PIEDMONT,NPNS,10.000000000000000,17250.000000000000000
25,410510046022000,+45.5192151,-122.6991540,GOOSE HOLLOW/SOUTHWEST HILLS,NWNW/SWNI,1.000000000000000,671.000000000000000
26,410510029023014,+45.5366756,-122.5856341,MADISON SOUTH,CNN,21.000000000000000,21638.000000000000000
27,410510072021311,+45.5964219,-122.7167640,KENTON,NPNS,1.000000000000000,156.000000000000000
28,410510072021281,+45.5855555,-122.6777767,MC UNCLAIMED #1,unclaimed,3.000000000000000,119132.000000000000000
29,410510013023007,+45.5101564,-122.6310843,RICHMOND,SEUL,24.000000000000000,24687.000000000000000
30,410510077002011,+45.5569820,-122.5761295,SUMNER,CNN,11.000000000000000,9119.000000000000000
31,410510102001057,+45.5450207,-122.4946288,WILKES,EPNO,38.000000000000000,75937.000000000000000
32,410510038012016,+45.5776214,-122.6863296,KENTON,NPNS,13.000000000000000,21060.000000000000000
