geoid,intptlat,intptlon
410510088003021,45.465519,-122.61184
410510088003020,45.46521,-122.61363
410510087003021,45.469147,-122.61246
410510088003017,45.466442,-122.6134
410510088003022,45.464912,-122.61052
410510004011019,45.487579,-122.61134
410510004011021,45.487545,-122.60933
410510004012002,45.486176,-122.61189
410510004012001,45.486179,-122.61096
410510004012010,45.485184,-122.61189
410510004012000,45.486176,-122.60963
410510004021012,45.488491,-122.60645
410510004021010,45.489391,-122.60677
410510004021016,45.486046,-122.6064
410510004022011,45.484451,-122.60801
410510004022002,45.485226,-122.60597
410510004012014,45.48307,-122.60925
410510004012013,45.484051,-122.60925
410510004012017,45.481663,-122.61057
410510004012018,45.481667,-122.60924
410510004012015,45.482368,-122.60924
410510004012020,45.480961,-122.61057
410510004013024,45.479889,-122.61189
410510004012012,45.484051,-122.61026
410510004012026,45.480255,-122.6107
410510004013039,45.479534,-122.61071
410510004013045,45.47736,-122.61191
410510004013037,45.478069,-122.61073
410510004013044,45.477356,-122.61073
410510004012027,45.480251,-122.60938
410510004013040,45.479534,-122.60938
410510004013043,45.477352,-122.60939
410510004022019,45.483665,-122.60801
410510004022027,45.482445,-122.60764
410510004022029,45.481613,-122.60802
410510004022018,45.483662,-122.606
410510004022025,45.482441,-122.60632
410510004023011,45.479618,-122.60803
410510004023012,45.478325,-122.60674
410510004023026,45.476597,-122.60415
410510004021011,45.489384,-122.60484
410510004022001,45.485222,-122.6034
410510004021004,45.487835,-122.60197
410510004021017,45.486038,-122.60334
410510004021018,45.486004,-122.60045
410510004021000,45.488453,-122.59949
410510004022000,45.485207,-122.60086
410510004022008,45.484444,-122.60085
410510004022017,45.483658,-122.60342
410510004022034,45.482441,-122.60375
410510004022032,45.482437,-122.60246
410510004013042,45.478065,-122.60939
410510004022030,45.481609,-122.60602
410510004021002,45.487659,-122.60066
410510004023001,45.480728,-122.60345
410510004023009,45.479847,-122.60346
410510004023017,45.478931,-122.60348
410510004023021,45.478039,-122.60349
410510004022016,45.483452,-122.60086
410510004022036,45.482437,-122.60118
410510004022039,45.481602,-122.60087
410510004022038,45.482433,-122.59989
410510004023008,45.479843,-122.60089
410510004023020,45.478035,-122.60092
410510004013056,45.476646,-122.61191
410510004013057,45.476643,-122.61073
410510088001004,45.46801,-122.59634
410510088001009,45.463684,-122.59605
410510088001003,45.46801,-122.59538
410510088001002,45.467125,-122.59394
410510088001008,45.464794,-122.59386
410510005012024,45.477058,-122.59221
410510087001002,45.474674,-122.59178
410510087001015,45.472286,-122.59179
410510087001001,45.474678,-122.5908
410510087001016,45.472294,-122.59081
410510087001017,45.472305,-122.58983
410510005023009,45.477215,-122.58868
410510087001021,45.469864,-122.59276
410510087001020,45.469872,-122.59179
410510087001019,45.469875,-122.59081
410510086001008,45.475536,-122.58839
410510005023010,45.477219,-122.5874
410510005023016,45.476379,-122.58741
410510086001020,45.472664,-122.58646
410510086001018,45.472042,-122.58839
410510086001017,45.471371,-122.58736
410510066012017,45.47002,-122.73997
410510086001019,45.472046,-122.58647
410510088001007,45.465134,-122.59128
410510086001025,45.470512,-122.58424
410510005021006,45.489037,-122.58527
410510005021005,45.488419,-122.58527
410510005021002,45.489506,-122.5839
410510005021023,45.489304,-122.5847
410510005021010,45.487316,-122.58471
410510005021009,45.486061,-122.58483
410510005024004,45.484081,-122.58537
410510005022002,45.483765,-122.58327
410510005021015,45.486061,-122.58285
410510005021014,45.484943,-122.58286
410510005021017,45.487263,-122.58144
410510005021016,45.486237,-122.58155
410510005021019,45.485573,-122.58157
410510005021018,45.484886,-122.58158
410510005022001,45.48341,-122.58143
410510005021021,45.484173,-122.57986
410510005024005,45.483402,-122.58537
410510005024009,45.482708,-122.58539
410510005024010,45.482018,-122.5854
410510005024012,45.480648,-122.58543
410510005022004,45.482018,-122.58283
410510005022007,45.481331,-122.58285
410510005022008,45.480644,-122.58286
410510005024013,45.479954,-122.58543
410510005024021,45.479267,-122.58544
410510005024022,45.478588,-122.58545
410510005023006,45.477905,-122.58546
410510005022011,45.479954,-122.58287
410510005023005,45.477901,-122.5829
410510005022000,45.482693,-122.5803
410510005022005,45.482018,-122.58026
410510005023000,45.479244,-122.58036
410510006014005,45.48745,-122.57784
410510005022006,45.481331,-122.58027
410510005022010,45.479866,-122.57996
410510005023003,45.478592,-122.58031
410510006014016,45.486362,-122.57787
410510006014017,45.484665,-122.57652
410510006014025,45.482975,-122.57781
410510006014006,45.487442,-122.57633
410510006014000,45.489605,-122.57368
410510006014007,45.487442,-122.57539
410510006014015,45.486359,-122.57635
410510006014013,45.486359,-122.57452
410510006014008,45.487438,-122.5745
410510006024019,45.481388,-122.57716
410510006024030,45.478546,-122.57851
410510006014027,45.481949,-122.57509
410510006024018,45.481319,-122.57665
410510006014024,45.482887,-122.57663
410510006023009,45.476727,-122.57752
410510006023011,45.476749,-122.57879
410510006014023,45.482887,-122.57613
410510006014022,45.482895,-122.57539
410510006024016,45.481194,-122.57563
410510006024025,45.480003,-122.57667
410510006014028,45.481888,-122.57458
410510006024006,45.480366,-122.5741
410510006014021,45.482903,-122.57451
410510027021042,45.535816,-122.61143
410510027022000,45.534431,-122.61143
410510028021011,45.53714,-122.61041
410510028022011,45.535816,-122.61041
410510028021012,45.53714,-122.6094
410510028022010,45.535816,-122.6094
410510028022013,45.534424,-122.60941
410510028012028,45.539368,-122.60359
410510028012036,45.539524,-122.60838
410510028021014,45.537136,-122.60737
410510028021008,45.538399,-122.60838
410510028012038,45.539524,-122.60635
410510028021006,45.538399,-122.60635
410510028012029,45.539505,-122.60524
410510028012037,45.539524,-122.60736
410510028022008,45.535812,-122.60737
410510028022015,45.53442,-122.60738
410510028021015,45.537136,-122.60635
410510028022007,45.535812,-122.60635
410510028022016,45.53442,-122.60636
410510028022005,45.535816,-122.605
410510027022017,45.533375,-122.61199
410510027022021,45.532646,-122.61199
410510027022018,45.533546,-122.61069
410510027022020,45.532635,-122.6107
410510027022032,45.531738,-122.6107
410510028023008,45.533356,-122.60945
410510028023012,45.531731,-122.60945
410510018011005,45.527527,-122.60825
410510028023013,45.531013,-122.60945
410510028023017,45.529369,-122.60945
410510028023011,45.531727,-122.60818
410510028023014,45.531013,-122.60816
410510041012000,45.599277,-122.74008
410510028023019,45.529079,-122.605
410510027022035,45.528069,-122.60931
410510028023029,45.530502,-122.6046
410510028021005,45.538399,-122.60524
410510028021017,45.537125,-122.60415
410510028022018,45.534351,-122.60421
410510028021003,45.538242,-122.6031
410510028021019,45.537106,-122.60209
410510028023006,45.532001,-122.60631
410510028022004,45.535774,-122.60417
410510028021018,45.537117,-122.60311
410510028022003,45.535755,-122.60314
410510028022002,45.535755,-122.6021
410510028022019,45.534332,-122.60342
410510028012027,45.539349,-122.60204
410510028012039,45.539272,-122.60107
410510028012040,45.539452,-122.60005
410510028021000,45.538193,-122.60001
410510028021020,45.537098,-122.60106
410510028022021,45.534332,-122.60212
410510028021021,45.537094,-122.60003
410510028022022,45.534332,-122.60109
410510028022023,45.534328,-122.60007
410510028023028,45.531624,-122.60458
410510028023004,45.532982,-122.60359
410510028023003,45.532978,-122.60265
410510028023022,45.531628,-122.60267
410510028023002,45.53336,-122.60168
410510028023000,45.533005,-122.59957
410510028023024,45.532661,-122.60168
410510028023001,45.533352,-122.6007
410510028023023,45.531979,-122.60169
410510028023031,45.531319,-122.60171
410519800001062,45.566967,-122.71905
410510018011007,45.527248,-122.60456
410510028023032,45.530655,-122.60172
410510018011000,45.531418,-122.59757
410510029024026,45.530983,-122.59986
410510018013005,45.526855,-122.6095
410510018013004,45.526146,-122.60954
410510018013021,45.525433,-122.60954
410510018013032,45.523628,-122.61113
410510018013030,45.524719,-122.60955
410510018013033,45.52401,-122.60955
410510018013040,45.523266,-122.60955
410510018013034,45.524002,-122.6082
410510018013003,45.526142,-122.60819
410510018013022,45.525433,-122.60819
410510018011006,45.527561,-122.60608
410510018011009,45.526833,-122.60683
410510018013023,45.525265,-122.60695
410510018013002,45.526035,-122.60693
410510018011002,45.528618,-122.60324
410510018013024,45.525265,-122.6059
410510018013028,45.524612,-122.60695
410510018013035,45.52393,-122.60696
410510017013008,45.523731,-122.58529
410510017012026,45.527134,-122.58408
410510017013009,45.523724,-122.58413
410510017012025,45.527416,-122.58296
410510017013002,45.525524,-122.58194
410510017013003,45.525528,-122.58297
410510017013010,45.523716,-122.58298
410510017013011,45.523708,-122.58195
410510017013001,45.526211,-122.58074
410510017013012,45.524509,-122.58031
410510017014003,45.521973,-122.58298
410510017013014,45.523182,-122.58026
410510017014001,45.521961,-122.58099
410510017014017,45.520737,-122.58634
410510017014015,45.519741,-122.5853
410510017014007,45.520882,-122.58559
410510016015005,45.518875,-122.58576
410510016011003,45.518974,-122.58425
410510016011007,45.518185,-122.58426
410510016011015,45.517399,-122.58425
410510016011022,45.516224,-122.58425
410510017014010,45.520714,-122.58298
410510017014011,45.520706,-122.58195
410510017014020,45.519726,-122.58298
410510017014019,45.519718,-122.58195
410510016011017,45.51701,-122.58236
410510016011005,45.518578,-122.58236
410510017014018,45.519711,-122.58099
410510016011001,45.518776,-122.58088
410510016011021,45.516228,-122.58236
410510016011010,45.518036,-122.58088
410510016011013,45.517296,-122.58088
410510016011020,45.515839,-122.58017
410510017022009,45.525505,-122.57854
410510017013000,45.52581,-122.57953
410510017022008,45.525497,-122.57751
410510017022011,45.523678,-122.57752
410510017023012,45.521935,-122.57753
410510017022007,45.525585,-122.57653
410510017022006,45.525967,-122.57553
410510017022013,45.524208,-122.5761
410510017023011,45.521927,-122.57652
410510017023010,45.521923,-122.5755
410510017022015,45.524033,-122.5744
410510017023009,45.521915,-122.57444
410510017023014,45.520119,-122.57855
410510017014014,45.520134,-122.57978
410510017014022,45.519474,-122.57978
410510017023015,45.520111,-122.57754
410510016011000,45.518764,-122.57967
410510016011027,45.515442,-122.58424
410510017014000,45.52195,-122.57978
410510017022014,45.523651,-122.57542
410510016011011,45.518024,-122.57965
410510016011012,45.517284,-122.57963
410510016021020,45.517277,-122.57805
410510016021021,45.516533,-122.57801
410510017023017,45.520096,-122.57551
410510016021006,45.518925,-122.57611
410510089021051,45.465721,-122.56394
410510016021005,45.518913,-122.57399
410510089021039,45.465248,-122.56486
410510016021019,45.517452,-122.57609
410510016021012,45.518173,-122.57401
410510016021022,45.516708,-122.57607
410510016024001,45.515816,-122.57606
410510016021024,45.51725,-122.57401
410510016021032,45.516693,-122.57402
410510016024000,45.515808,-122.57404
410510014001018,45.51466,-122.62222
410510013012000,45.515373,-122.62369
410510013012015,45.51281,-122.62369
410510014001014,45.51543,-122.62117
410510014002016,45.513947,-122.62223
410510014002017,45.513233,-122.62222
410510014002026,45.512463,-122.6222
410510013021000,45.511444,-122.62338
410510013021012,45.510162,-122.62336
410510013021013,45.509132,-122.62334
410510014002015,45.513943,-122.62085
410510014002018,45.513229,-122.62085
410510014002025,45.512459,-122.62086
410510014001019,45.514652,-122.61862
410510014002014,45.513897,-122.61864
410510014001013,45.5154,-122.61829
410510014001012,45.515362,-122.61662
410510014001020,45.514648,-122.61662
410510014002020,45.513096,-122.619
410510014002024,45.512451,-122.61984
410510014003010,45.510406,-122.62071
410510014005003,45.508419,-122.62148
410510014003009,45.511669,-122.6197
410510014003012,45.510036,-122.61945
410510014003008,45.511665,-122.61868
410510014003013,45.510033,-122.61869
410510014005002,45.508411,-122.61964
410510013022000,45.508419,-122.62333
410510013022007,45.507458,-122.62331
410510013022014,45.505825,-122.62329
410510014005004,45.507801,-122.62154
410510014005011,45.507202,-122.62153
410510041011008,45.604576,-122.74255
410510072021235,45.616592,-122.76791
410510041014078,45.598736,-122.76225
410510041014075,45.599503,-122.76028
410510041014087,45.598042,-122.7591
410510041014070,45.60144,-122.76023
410510041014090,45.598747,-122.75739
410510041014071,45.601849,-122.75925
410510041014088,45.59824,-122.75861
410510041014097,45.596531,-122.76279
410510041014081,45.598343,-122.76311
410510041014082,45.596886,-122.76192
410510042002033,45.59507,-122.76147
410510042002032,45.594711,-122.76236
410510042002034,45.595425,-122.7606
410510042002019,45.593071,-122.762
410510042002017,45.591282,-122.76149
410510042002022,45.589611,-122.76172
410510042001001,45.596344,-122.75813
410510042001002,45.596046,-122.75878
410510042002038,45.593826,-122.76028
410510042002037,45.592819,-122.7593
410510042002039,45.594208,-122.75942
410510042002030,45.592419,-122.76014
410510042002018,45.592018,-122.76098
410510042001008,45.594086,-122.75777
410510042002040,45.59322,-122.75845
410510041014072,45.602276,-122.75822
410510041014073,45.600739,-122.75732
410510041014092,45.599266,-122.75614
410510041013008,45.601864,-122.7477
410510063001007,45.462383,-122.66754
410510041013005,45.60284,-122.75125
410510042001004,45.594688,-122.75652
410510042001005,45.596104,-122.7561
410510041013013,45.59705,-122.75416
410510042001012,45.593143,-122.7558
410510042002041,45.592407,-122.75767
410510042001013,45.593948,-122.75349
410510041013026,45.595703,-122.75357
410510041013014,45.597996,-122.75222
410510041013028,45.596882,-122.75111
410510041013027,45.596176,-122.75259
410510042001017,45.592915,-122.75449
410510041013042,45.595142,-122.75242
410510043001092,45.563892,-122.74599
410510043001199,45.586472,-122.7726
410510063001008,45.462856,-122.66665
410510043001060,45.584953,-122.77441
410510043001061,45.585361,-122.77312
410510042002014,45.586979,-122.75979
410510042002028,45.590611,-122.75961
410510042002010,45.583675,-122.75954
410510042002029,45.591602,-122.75935
410510042002036,45.592003,-122.75851
410510042002045,45.591011,-122.75877
410510042002013,45.586514,-122.76078
410510042002016,45.588512,-122.75943
410510042002027,45.589432,-122.75848
410510042002068,45.586773,-122.75835
410510042002011,45.584606,-122.75826
410510041023036,45.579887,-122.74995
410510042002078,45.584732,-122.7561
410510043001140,45.548409,-122.69777
410510042002046,45.591415,-122.75793
410510042002042,45.591816,-122.7571
410510042002044,45.590424,-122.75821
410510042002043,45.589836,-122.75764
410510042002047,45.590824,-122.75736
410510042001011,45.592255,-122.75592
410510042002048,45.591225,-122.75652
410510042001032,45.591187,-122.75502
410510042002052,45.589619,-122.7562
410510042002026,45.588821,-122.75788
410510042002064,45.589222,-122.75704
410510042002025,45.587952,-122.75708
410510042002070,45.586666,-122.75726
410510042002077,45.586174,-122.75784
410510042002060,45.589085,-122.75495
410510042002061,45.588421,-122.75536
410510042002065,45.587791,-122.75573
410510039013027,45.578274,-122.70404
410510042002063,45.588604,-122.75647
410510042001034,45.590366,-122.75409
410510042002072,45.586853,-122.75531
410510042002076,45.585495,-122.7552
410510042001018,45.592091,-122.75417
410510042001030,45.591755,-122.75321
410510039013032,45.577526,-122.70405
410510039013020,45.578838,-122.70202
410510039013028,45.578171,-122.70202
410510039024004,45.575699,-122.70533
410510039024003,45.575539,-122.70432
410510039013021,45.578838,-122.70063
410510039013029,45.578171,-122.70063
410510039024002,45.575378,-122.70331
410510039013030,45.57748,-122.70063
410510039024014,45.575245,-122.70188
410510039023005,45.576496,-122.70074
410510039024018,45.573132,-122.7021
410510039024019,45.573448,-122.70303
410519800001005,45.568642,-122.70338
410510064022013,45.439381,-122.70694
410510039023024,45.572983,-122.70075
410510039023021,45.574116,-122.70074
410510039023037,45.571888,-122.70092
410510064022044,45.433197,-122.70975
410510072021113,45.603138,-122.68212
410510072021085,45.604424,-122.70437
410510035021001,45.555054,-122.67694
410510072011026,45.614246,-122.69102
410510022031047,45.543404,-122.6758
410510072021094,45.606236,-122.68542
410510002004023,45.463345,-122.63937
410510041012012,45.596176,-122.74284
410510022031016,45.544327,-122.67601
410510035021005,45.55558,-122.67898
410510022031067,45.542629,-122.6736
410510035022019,45.544716,-122.67734
410510002004022,45.461964,-122.64022
410510072021108,45.605583,-122.68366
410510072021107,45.604984,-122.6825
410510072021009,45.609581,-122.69202
410510072021128,45.60421,-122.68408
410510072021110,45.604172,-122.68211
410510072011042,45.613377,-122.67915
410510072021129,45.604763,-122.6828
410510072012007,45.610912,-122.67579
410510072021002,45.602936,-122.66795
410510017023023,45.522175,-122.57071
410510022031034,45.544075,-122.67484
410510039011002,45.587128,-122.69549
410510003025017,45.469231,-122.63395
410510072021268,45.5886,-122.69615
410510072021122,45.598179,-122.68001
410510072021149,45.595711,-122.68482
410510072021151,45.591713,-122.68448
410510022031065,45.543064,-122.67378
410510072021147,45.592659,-122.68303
410510072021127,45.600552,-122.68378
410510072021096,45.596954,-122.68492
410510003025015,45.468742,-122.6319
410510072021143,45.592087,-122.68194
410510072021142,45.587746,-122.67371
410510072021241,45.589142,-122.68208
410510022031041,45.544106,-122.67655
410510002004031,45.459988,-122.64337
410510022031039,45.543941,-122.67568
410510072021134,45.593357,-122.66664
410510072021123,45.601707,-122.67903
410510072021162,45.601894,-122.66914
410510072021116,45.599033,-122.67504
410510072021130,45.58923,-122.66778
410510072021180,45.595169,-122.66521
410510072021270,45.58934,-122.69565
410510039011005,45.589191,-122.70076
410510039011011,45.587856,-122.69898
410510039011017,45.586349,-122.69997
410510039011010,45.586346,-122.69899
410510039011018,45.584808,-122.69997
410510039011009,45.586338,-122.69786
410510039011021,45.584805,-122.699
410510039011008,45.586102,-122.6967
410510072021310,45.587688,-122.69374
410510039011000,45.58691,-122.69259
410510046012036,45.513592,-122.70586
410510046012067,45.520561,-122.71023
410510043001178,45.539852,-122.71176
410510045001037,45.537781,-122.71385
410510045001051,45.537041,-122.71175
410510070002073,45.536156,-122.7132
410510045001054,45.536118,-122.71259
410510047001014,45.532951,-122.70869
410510045001055,45.535652,-122.71053
410510045001035,45.538296,-122.71176
410510045001053,45.536327,-122.71172
410510045001033,45.536705,-122.70943
410510043001179,45.539982,-122.71009
410510043001196,45.539707,-122.70732
410510045001030,45.538391,-122.70592
410510047001004,45.534935,-122.70988
410510045001117,45.536446,-122.70586
410510045001116,45.53714,-122.70589
410510047001003,45.534969,-122.70779
410510047001007,45.534222,-122.70985
410510046011006,45.529999,-122.70837
410510046011000,45.532391,-122.70902
410510047001008,45.534256,-122.70777
410510046011010,45.528225,-122.70789
410510047001009,45.53429,-122.70578
410510047001002,45.535007,-122.70581
410510046011005,45.528702,-122.70689
410510045001057,45.535732,-122.70584
410510045001058,45.535759,-122.70385
410510045001114,45.536472,-122.70387
410510045001025,45.540394,-122.70056
410510045001115,45.537178,-122.7039
410510045001062,45.538681,-122.69996
410510045001064,45.539516,-122.70049
410510045001059,45.536156,-122.70185
410510047001001,45.535042,-122.70382
410510047001000,45.53508,-122.70184
410510047001013,45.533257,-122.70375
410510047002003,45.531219,-122.70554
410510047002010,45.530193,-122.70483
410510047001011,45.534367,-122.70181
410510046011017,45.526993,-122.70583
410510047001020,45.532188,-122.70371
410510046011009,45.528934,-122.70448
410510047001012,45.533653,-122.70178
410510049001004,45.534405,-122.69979
410510049001003,45.535118,-122.69982
410510047001017,45.532936,-122.70175
410510049001009,45.533691,-122.69977
410510047001018,45.532227,-122.70172
410510047002002,45.531479,-122.70369
410510047002004,45.530766,-122.70365
410510047002001,45.531517,-122.7017
410510047002000,45.531551,-122.69969
410510047002009,45.53006,-122.70361
410510047002008,45.53009,-122.70165
410510047002011,45.529129,-122.70309
410510047002006,45.530838,-122.69966
410510047002005,45.530804,-122.70168
410510046011019,45.525623,-122.70406
410510047002012,45.529377,-122.70163
410510047002015,45.528667,-122.70161
410510047002007,45.530128,-122.69964
410510046011014,45.52866,-122.71334
410510046011024,45.526146,-122.71115
410510051001019,45.531178,-122.67979
410510046011028,45.525776,-122.70553
410510046011026,45.525642,-122.70879
410510046012003,45.523712,-122.70092
410510046011015,45.528004,-122.71184
410510046011036,45.523102,-122.71219
410510046011033,45.524071,-122.71088
410510046011030,45.524818,-122.70996
410510046011027,45.526699,-122.70802
410510046011034,45.523907,-122.7095
410510046011035,45.524467,-122.70644
410510046012035,45.522381,-122.70345
410510046012066,45.521996,-122.70818
410510047002016,45.527958,-122.70142
410510046012028,45.517879,-122.71284
410510046022018,45.515934,-122.69847
410510046012061,45.510735,-122.7168
410510046012007,45.523067,-122.70637
410510046012032,45.522068,-122.70635
410510046012033,45.520992,-122.70597
410510050001067,45.530396,-122.68492
410510050001089,45.528938,-122.68659
410510050001084,45.529686,-122.68489
410510050001088,45.528957,-122.68588
410510050001065,45.531124,-122.68395
410510051001045,45.52689,-122.68176
410510051001013,45.531643,-122.67831
410510050001066,45.530418,-122.68392
410510050001085,45.529701,-122.68389
410510050001087,45.528973,-122.68488
410510051001046,45.526871,-122.68277
410510050001086,45.528984,-122.68386
410519800001102,45.540737,-122.68061
410510051001038,45.527958,-122.6818
410519800001101,45.540623,-122.68002
410519800001117,45.54089,-122.67956
410510023031054,45.540119,-122.67752
410510023031052,45.540131,-122.67928
410510023031061,45.538757,-122.67825
410510023031053,45.539711,-122.67847
410510023031084,45.530125,-122.67114
410510023031055,45.53928,-122.67766
410510023031073,45.538849,-122.67686
410510069001055,45.508488,-122.72141
410510023031013,45.540775,-122.67745
410510023031012,45.540516,-122.67641
410510022031079,45.541473,-122.67523
410510023031011,45.540211,-122.67528
410510023031078,45.538418,-122.67604
410510023031062,45.537304,-122.67545
410510023031065,45.529659,-122.66978
410510023031072,45.534115,-122.67124
410510051003005,45.528301,-122.67507
410510051001033,45.528065,-122.67772
410510051001034,45.529408,-122.68082
410510051003008,45.528397,-122.67712
410510050001110,45.526772,-122.68784
410510050001111,45.526066,-122.68781
410510050001106,45.528202,-122.6879
410510050001109,45.527489,-122.68787
410510050001105,45.527859,-122.68727
410510050001104,45.527267,-122.6871
410510050001100,45.52824,-122.68586
410510050001114,45.52578,-122.68645
410510050001115,45.526108,-122.68578
410510050001116,45.526821,-122.68581
410510050001099,45.527523,-122.68584
410510050001095,45.528259,-122.68485
410510050001098,45.527546,-122.68482
410510050001117,45.526833,-122.6848
410510050001126,45.525387,-122.68575
410510050001148,45.524643,-122.68777
410510050001150,45.523922,-122.68775
410510050001146,45.524361,-122.68703
410510050001151,45.523758,-122.68713
410510050001121,45.525406,-122.68475
410510050001153,45.523117,-122.68656
410510052001009,45.522476,-122.68713
410510050001130,45.524269,-122.68682
410510050001125,45.524387,-122.68576
410510050001132,45.523232,-122.68619
410510050001135,45.523376,-122.68536
410510050001124,45.524693,-122.68472
410510052001008,45.522812,-122.68678
410510052001007,45.522236,-122.68624
410510050001096,45.528271,-122.68383
410510050001097,45.527561,-122.68381
410510050001119,45.526138,-122.68375
410510050001122,45.525425,-122.68373
410510051002020,45.526157,-122.68274
410510051002021,45.525444,-122.68272
410510050001123,45.524715,-122.68371
410510052001002,45.522598,-122.68478
410510051002044,45.524017,-122.68267
410510051002022,45.525463,-122.6817
410510050001136,45.523254,-122.68466
410510051002043,45.524731,-122.68269
410510051002042,45.52475,-122.68168
410510050001140,45.523384,-122.68316
410510052001000,45.522793,-122.68348
410510052001001,45.522362,-122.68375
410510106001009,45.522678,-122.68256
410510051002070,45.523315,-122.68163
410510052001014,45.521828,-122.68748
410510052001023,45.521481,-122.68768
410510052002016,45.520233,-122.68723
410510052001016,45.521336,-122.6859
410510052002017,45.52005,-122.68654
410510041014045,45.602898,-122.77003
410510041014046,45.603127,-122.76939
410510041014083,45.597256,-122.76122
410510042002001,45.593803,-122.76602
410510042002002,45.597221,-122.77142
410510041014054,45.601891,-122.77042
410510041014047,45.603134,-122.769
410510041014098,45.595818,-122.76456
410510041011001,45.612679,-122.75848
410510041014062,45.612469,-122.76295
410510042001020,45.593857,-122.75108
410510041014061,45.608986,-122.76266
410510001001029,45.468025,-122.6657
410510043001049,45.597233,-122.81322
410510042001029,45.591351,-122.75234
410510042001036,45.590302,-122.75227
410510042001035,45.590065,-122.75316
410510042002055,45.58942,-122.75359
410510041023010,45.587074,-122.75117
410510041023034,45.581917,-122.74257
410510042002054,45.589664,-122.75445
410510042002059,45.588444,-122.75422
410510042002056,45.589123,-122.75266
410510042002057,45.588829,-122.75172
410510042002074,45.586884,-122.75299
410510042002075,45.586235,-122.75343
410510041023013,45.58659,-122.75204
410510055002000,45.516357,-122.687
410510055002016,45.515858,-122.688
410510055002021,45.515697,-122.68736
410510056001002,45.51609,-122.68598
410510052001019,45.521984,-122.6851
410510052001022,45.521263,-122.68529
410510052001021,45.521023,-122.68449
410510106001044,45.520084,-122.68382
410510106001045,45.519417,-122.68417
410510106001025,45.520752,-122.68345
410510106001024,45.52142,-122.68309
410510106001010,45.522087,-122.68273
410510106001008,45.52253,-122.68158
410510106001011,45.521812,-122.68172
410510106001042,45.519543,-122.6818
410510106002007,45.518749,-122.68453
410510106002009,45.517811,-122.68387
410510106002022,45.516815,-122.68442
410510106001047,45.518879,-122.68216
410510106002010,45.51754,-122.68287
410510056001001,45.515816,-122.68496
410510106002004,45.518013,-122.68176
410510106002011,45.517342,-122.68211
410510106002021,45.516541,-122.6834
410510051001041,45.526909,-122.68074
410510051001040,45.527618,-122.68076
410510051001042,45.526924,-122.67973
410510051002017,45.526215,-122.6797
410510051002023,45.525482,-122.68069
410510051001043,45.526939,-122.67892
410510051002068,45.524055,-122.68064
410510051002041,45.524769,-122.68066
410510051002071,45.523342,-122.68062
410510051002039,45.524799,-122.67883
410510106001026,45.520481,-122.68243
410510106001046,45.519146,-122.68315
410510106001027,45.52021,-122.68143
410510051002040,45.524788,-122.67965
410510051002067,45.524075,-122.67962
410510051002072,45.523361,-122.6796
410510106001006,45.522812,-122.68051
410510106001007,45.522911,-122.68128
410510051002066,45.524086,-122.6788
410510051002065,45.523376,-122.67877
410510106001005,45.522697,-122.67954
410510051003013,45.52697,-122.67707
410510051002014,45.52626,-122.67705
410510051002026,45.525528,-122.67803
410510051003010,45.527351,-122.67607
410510051002027,45.525547,-122.67702
410510051002038,45.524811,-122.67801
410510051002037,45.524834,-122.67699
410510106001004,45.52282,-122.67875
410510051002064,45.523388,-122.67795
410510051002046,45.524124,-122.67697
410510051002063,45.523411,-122.67694
410510051002048,45.524853,-122.67598
410510039012002,45.582905,-122.69603
410510051002028,45.525566,-122.67601
410510072021243,45.589386,-122.68449
410510039011007,45.584793,-122.69601
410510039012001,45.583435,-122.69602
410510039012005,45.582348,-122.69603
410510039013013,45.580929,-122.69859
410510039011023,45.584106,-122.69601
410510039013014,45.580215,-122.69859
410510039012009,45.580925,-122.69603
410510039013015,45.57951,-122.69859
410510039011006,45.584789,-122.69348
410510039011024,45.584103,-122.69348
410510039012000,45.583431,-122.69349
410510106001014,45.522064,-122.67969
410510106001030,45.521347,-122.67996
410510106001016,45.522381,-122.6785
410510106001015,45.521809,-122.67884
410510106001031,45.521141,-122.67919
410510106001038,45.520473,-122.67956
410510106001039,45.51981,-122.67992
410510106001050,45.519142,-122.68028
410510106001048,45.518677,-122.6814
410510106002003,45.517811,-122.68101
410510106002012,45.517147,-122.68137
410510106002019,45.516476,-122.68173
410510106002002,45.517544,-122.68002
410510106002013,45.516876,-122.68037
410510106002026,45.515812,-122.6821
410510106001051,45.518875,-122.67929
410510106001058,45.518208,-122.67965
410510106001056,45.518604,-122.67827
410510106001057,45.517933,-122.67863
410510106002001,45.517273,-122.67899
410510106002014,45.516605,-122.67936
410510106001017,45.522198,-122.67749
410510106001053,45.519276,-122.67791
410510106001019,45.521275,-122.67683
410510106001033,45.520603,-122.67719
410510106001002,45.52277,-122.67707
410510106001001,45.522335,-122.67624
410510072021083,45.604462,-122.7142
410510106001022,45.522278,-122.67507
410510106003048,45.51939,-122.67551
410510106001021,45.521664,-122.67545
410510106001034,45.520329,-122.67616
410510106001035,45.519665,-122.67652
410510106001054,45.518997,-122.67689
410510106003023,45.520058,-122.67515
410510106002000,45.516998,-122.67797
410510106002017,45.515934,-122.67972
410510106002016,45.515671,-122.6787
410510106003054,45.516724,-122.67695
410510106003057,45.516045,-122.67731
410510106003049,45.518723,-122.67587
410510106003050,45.518051,-122.67623
410510106003053,45.517387,-122.67659
410510106003051,45.517788,-122.67522
410510106003055,45.516457,-122.67595
410510046012055,45.509464,-122.7176
