OID_,GEOID,INTPTLAT,NAME,COALIT,INTPTLON,COUNT,SUM_SQ_FT
2567,410510017043007,+45.5237407,MONTAVILLA,SEUL,-122.5863275,34.000000000000000,37606.000000000000000
2568,410510052021001,+45.5198697,GOOSE HOLLOW,NWNW,-122.6923928,2.000000000000000,15659.000000000000000
2569,410510004013043,+45.4773535,WOODSTOCK,SEUL,-122.6093881,11.000000000000000,23215.000000000000000
2570,410510008012012,+45.4995955,SOUTH TABOR,SEUL,-122.6075500,19.000000000000000,20460.000000000000000
2571,410510003022021,+45.4754983,WOODSTOCK,SEUL,-122.6190183,26.000000000000000,33707.000000000000000
2572,410510032002008,+45.5583972,VERNON,NECN,-122.6492309,21.000000000000000,29109.000000000000000
2573,410510057022005,+45.5098179,PORTLAND DOWNTOWN,NWNW,-122.6761773,2.000000000000000,1139.000000000000000
2574,410510036021054,+45.5651946,CONCORDIA,NECN,-122.6309200,17.000000000000000,17710.000000000000000
2575,410510036013029,+45.5692972,WOODLAWN,NECN,-122.6555165,10.000000000000000,16039.000000000000000
2576,410510056022007,+45.5138174,PORTLAND DOWNTOWN,NWNW,-122.6860489,2.000000000000000,21543.000000000000000
2577,410510086002017,+45.4625058,BRENTWOOD-DARLINGTON,SEUL,-122.5858151,1.000000000000000,1640.000000000000000
2578,410510049021010,+45.5232454,NORTHWEST DISTRICT,NWNW,-122.6887167,4.000000000000000,19666.000000000000000
2579,410510106012004,+45.5218138,PORTLAND DOWNTOWN,NWNW,-122.6817238,5.000000000000000,35219.000000000000000
2580,410510031002034,+45.5569757,CONCORDIA,NECN,-122.6335650,19.000000000000000,14467.000000000000000
2581,410510007023012,+45.4948069,FOSTER-POWELL,SEUL,-122.5950385,16.000000000000000,19804.000000000000000
2582,410510088002021,+45.4623272,BRENTWOOD-DARLINGTON,SEUL,-122.5981195,28.000000000000000,30036.000000000000000
2583,410510017032009,+45.5297559,MONTAVILLA,SEUL,-122.5852558,26.000000000000000,28298.000000000000000
2584,410510031001034,+45.5608955,CONCORDIA,NECN,-122.6335604,12.000000000000000,12381.000000000000000
2585,410510012022010,+45.5061213,HOSFORD-ABERNETHY,SEUL,-122.6381346,32.000000000000000,88095.000000000000000
2586,410510036023006,+45.5694650,WOODLAWN,NECN,-122.6474855,24.000000000000000,23598.000000000000000
2587,410510051032024,+45.5234850,OLD TOWN,NWNW,-122.6728825,4.000000000000000,32997.000000000000000
2588,410510017042013,+45.5238840,MONTAVILLA,SEUL,-122.5884132,26.000000000000000,33107.000000000000000
2589,410510017042004,+45.5259121,MONTAVILLA,SEUL,-122.5919353,19.000000000000000,25820.000000000000000
2590,410510050021001,+45.5296282,NORTHWEST DISTRICT,NWNW,-122.6879575,3.000000000000000,30038.000000000000000
2591,410510004021008,+45.4899924,WOODSTOCK,SEUL,-122.6084181,8.000000000000000,12679.000000000000000
2592,410510051013004,+45.5334645,PEARL DISTRICT,NWNW,-122.6819255,1.000000000000000,35237.000000000000000
2593,410510023032005,+45.5304844,LLOYD,NECN,-122.6626971,3.000000000000000,28932.000000000000000
2594,410510003022011,+45.4780875,WOODSTOCK,SEUL,-122.6179825,7.000000000000000,10754.000000000000000
2595,410510016021017,+45.5174513,MONTAVILLA,SEUL,-122.5760845,11.000000000000000,14767.000000000000000
2596,410510032004018,+45.5514204,SABIN,NECN,-122.6447208,15.000000000000000,13367.000000000000000
2597,410510047002000,+45.5315524,NORTHWEST DISTRICT,NWNW,-122.6996898,12.000000000000000,61224.000000000000000
2598,410510050021016,+45.5246411,NORTHWEST DISTRICT,NWNW,-122.6877721,9.000000000000000,23798.000000000000000
2599,410510012023009,+45.5093504,HOSFORD-ABERNETHY,SEUL,-122.6479950,27.000000000000000,26885.000000000000000
2600,410510004012003,+45.4856785,WOODSTOCK,SEUL,-122.6129031,28.000000000000000,37219.000000000000000
2601,410510082032008,+45.5186863,HAZELWOOD/MILL PARK,EPCO,-122.5566231,2.000000000000000,13250.000000000000000
2602,410510036021011,+45.5691138,CONCORDIA,NECN,-122.6309195,18.000000000000000,17570.000000000000000
2603,410510046011010,+45.5259913,HILLSIDE,NWNW,-122.7160361,24.000000000000000,71054.000000000000000
2604,410510050022031,+45.5317301,NORTHWEST DISTRICT,NWNW,-122.6900543,8.000000000000000,22046.000000000000000
2605,410510052011001,+45.5225095,GOOSE HOLLOW,NWNW,-122.6870983,4.000000000000000,37730.000000000000000
2606,410510017042009,+45.5247529,MONTAVILLA,SEUL,-122.5919443,25.000000000000000,24903.000000000000000
2607,410510036032000,+45.5678470,CONCORDIA,NECN,-122.6210833,19.000000000000000,36438.000000000000000
2608,410510005025011,+45.4899740,FOSTER-POWELL,SEUL,-122.5967481,7.000000000000000,22105.000000000000000
2609,410510057021002,+45.5066794,PORTLAND DOWNTOWN,NWNW,-122.6797304,4.000000000000000,38877.000000000000000
2610,410510106022009,+45.5199377,PORTLAND DOWNTOWN,NWNW,-122.6775514,4.000000000000000,39885.000000000000000
2611,410510050022022,+45.5331273,NORTHWEST DISTRICT,NWNW,-122.6916292,11.000000000000000,44923.000000000000000
2612,410510023032006,+45.5304365,LLOYD,NECN,-122.6642292,1.000000000000000,30494.000000000000000
2613,410510056023006,+45.5104546,PORTLAND DOWNTOWN,NWNW,-122.6841477,1.000000000000000,7779.000000000000000
2614,410510003012029,+45.4809963,WOODSTOCK,SEUL,-122.6211091,11.000000000000000,13070.000000000000000
2615,410510032002015,+45.5570129,SABIN,NECN,-122.6433873,24.000000000000000,25788.000000000000000
2616,410510016011006,+45.5181855,MONTAVILLA,SEUL,-122.5823592,13.000000000000000,14738.000000000000000
2617,410510017023012,+45.5201191,MONTAVILLA,SEUL,-122.5785524,28.000000000000000,37617.000000000000000
2618,410510050011001,+45.5346343,PEARL DISTRICT,NWNW,-122.6861632,2.000000000000000,27692.000000000000000
2619,410510031003001,+45.5548478,ALAMEDA,NECN,-122.6322557,21.000000000000000,22580.000000000000000
2620,410510031001003,+45.5621054,CONCORDIA,NECN,-122.6325034,7.000000000000000,9952.000000000000000
2621,410510008022018,+45.4908119,CRESTON-KENILWORTH,SEUL,-122.6062334,18.000000000000000,22707.000000000000000
2622,410510106021017,+45.5228402,PORTLAND DOWNTOWN,NWNW,-122.6779943,2.000000000000000,12469.000000000000000
2623,410510041042013,+45.5958176,CATHEDRAL PARK,NPNS,-122.7645561,26.000000000000000,32252.000000000000000
2624,410510040022034,+45.5771397,UNIVERSITY PARK,NPNS,-122.7238266,9.000000000000000,15017.000000000000000
2625,410510029011005,+45.5546309,ROSEWAY,CNN,-122.5831833,28.000000000000000,35430.000000000000000
2626,410510027012017,+45.5431311,BEAUMONT-WILSHIRE,CNN,-122.6152209,22.000000000000000,26246.000000000000000
2627,410510027013019,+45.5399232,ROSE CITY PARK,CNN,-122.6124600,13.000000000000000,30436.000000000000000
2628,410510029021012,+45.5497131,ROSEWAY,CNN,-122.5851256,1.000000000000000,670.000000000000000
2629,410510018013006,+45.5277656,NORTH TABOR,SEUL,-122.6131358,4.000000000000000,320585.000000000000000
2630,410510035021007,+45.5557359,OVERLOOK,NPNS,-122.6816701,2.000000000000000,11697.000000000000000
2631,410510070023005,+45.6050229,FOREST PARK,NWNW,-122.8645303,20.000000000000000,45574.000000000000000
2632,410510046012014,+45.5189502,ARLINGTON HEIGHTS,NWNW,-122.7050192,8.000000000000000,6075.000000000000000
2633,410510010002023,+45.4986095,HOSFORD-ABERNETHY,SEUL,-122.6401111,1.000000000000000,3618.000000000000000
2634,410510003025013,+45.4692299,EASTMORELAND,SEUL,-122.6339460,13.000000000000000,19892.000000000000000
2635,410510014002003,+45.5156261,SUNNYSIDE,SEUL,-122.6133306,16.000000000000000,22476.000000000000000
2636,410510059011019,+45.4895976,SOUTH PORTLAND,SWCS,-122.6805121,8.000000000000000,29344.000000000000000
2637,410510043001040,+45.5897832,LINNTON,NWNW,-122.7763939,9.000000000000000,65407.000000000000000
2638,410510059033013,+45.4829986,SOUTH PORTLAND,SWCS,-122.6744373,1.000000000000000,5819.000000000000000
2639,410050209003010,+45.4539496,ARDENWALD-JOHNSON CREEK,SEUL,-122.6312705,41.000000000000000,51777.000000000000000
2640,410510001021008,+45.4740535,SELLWOOD-MORELAND,SEUL,-122.6508553,13.000000000000000,29229.000000000000000
2641,410510043001115,+45.5402311,MC UNCLAIMED #14,UNCLAIMED,-122.7157617,5.000000000000000,292750.000000000000000
2642,410510025011011,+45.5459917,ALAMEDA,NECN,-122.6342394,25.000000000000000,28314.000000000000000
2643,410510027022019,+45.5317375,ROSE CITY PARK,CNN,-122.6107042,26.000000000000000,25110.000000000000000
2644,410510069001027,+45.5131742,SYLVAN-HIGHLANDS,NWNW,-122.7419568,6.000000000000000,14386.000000000000000
2645,410510027021019,+45.5371034,HOLLYWOOD,CNN,-122.6164168,18.000000000000000,33910.000000000000000
2646,410510028012007,+45.5430696,ROSE CITY PARK,CNN,-122.6050653,19.000000000000000,23891.000000000000000
2647,410510024011018,+45.5444182,IRVINGTON,NECN,-122.6509313,23.000000000000000,27179.000000000000000
2648,410510035012014,+45.5609041,OVERLOOK,NPNS,-122.6861250,33.000000000000000,36980.000000000000000
2649,410510018011012,+45.5286661,NORTH TABOR,SEUL,-122.5995306,24.000000000000000,29636.000000000000000
2650,410510013013015,+45.5139506,SUNNYSIDE,SEUL,-122.6336941,31.000000000000000,33811.000000000000000
2651,410510040024025,+45.5798686,UNIVERSITY PARK,NPNS,-122.7288013,9.000000000000000,9738.000000000000000
2652,410510030004021,+45.5493658,BEAUMONT-WILSHIRE,CNN,-122.6294662,38.000000000000000,41021.000000000000000
2653,410510012021004,+45.5115091,HOSFORD-ABERNETHY,SEUL,-122.6417257,17.000000000000000,28094.000000000000000
2654,410510074001003,+45.5681424,CULLY,CNN,-122.6046987,17.000000000000000,116292.000000000000000
2655,410510014001017,+45.5146470,SUNNYSIDE,SEUL,-122.6166180,14.000000000000000,15139.000000000000000
2656,410510043001026,+45.6005485,LINNTON,NWNW,-122.7876900,6.000000000000000,8915.000000000000000
2657,410510058005000,+45.4983987,SOUTHWEST HILLS,NWNW,-122.7079218,35.000000000000000,63283.000000000000000
2658,410510029021017,+45.5472740,ROSEWAY,CNN,-122.5833307,35.000000000000000,38436.000000000000000
2659,410510028023001,+45.5333528,ROSE CITY PARK,CNN,-122.6006994,13.000000000000000,13212.000000000000000
2660,410510076001009,+45.5560584,CULLY,CNN,-122.5843263,21.000000000000000,24482.000000000000000
2661,410510041023018,+45.5840143,CATHEDRAL PARK,NPNS,-122.7490061,13.000000000000000,15993.000000000000000
2662,410510001023008,+45.4668180,SELLWOOD-MORELAND,SEUL,-122.6519995,29.000000000000000,33421.000000000000000
2663,410510029014006,+45.5546541,ROSEWAY,CNN,-122.5987894,26.000000000000000,31164.000000000000000
2664,410510029011003,+45.5539220,ROSEWAY,CNN,-122.5811680,44.000000000000000,61868.000000000000000
2665,410510046012027,+45.5080274,ARLINGTON HEIGHTS/SYLVAN-HIGHLANDS,NWNW,-122.7144498,17.000000000000000,54767.000000000000000
2666,410510040024041,+45.5757720,UNIVERSITY PARK,NPNS,-122.7318442,1.000000000000000,24301.000000000000000
2667,410510029013010,+45.5485944,CULLY,CNN,-122.6036317,17.000000000000000,35656.000000000000000
2668,410510059022000,+45.4981859,SOUTH PORTLAND,SWCS,-122.6702197,1.000000000000000,44051.000000000000000
2669,410510029021005,+45.5502723,ROSEWAY,CNN,-122.5793647,16.000000000000000,19791.000000000000000
2670,410510027021015,+45.5371491,HOLLYWOOD,CNN,-122.6194197,6.000000000000000,41229.000000000000000
2671,410510010005014,+45.4946040,BROOKLYN,SEUL,-122.6569668,12.000000000000000,34176.000000000000000
2672,410510041022020,+45.5856108,CATHEDRAL PARK,NPNS,-122.7439120,25.000000000000000,28988.000000000000000
2673,410510029013024,+45.5460549,ROSE CITY PARK,CNN,-122.5968760,35.000000000000000,36107.000000000000000
2674,410510001022020,+45.4696737,SELLWOOD-MORELAND,SEUL,-122.6539828,29.000000000000000,34205.000000000000000
2675,410510011022043,+45.5083050,HOSFORD-ABERNETHY,SEUL,-122.6582480,5.000000000000000,25754.000000000000000
2676,410510002011005,+45.4730278,SELLWOOD-MORELAND,SEUL,-122.6451397,33.000000000000000,39588.000000000000000
2677,410510069001016,+45.5088261,SYLVAN-HIGHLANDS/SOUTHWEST HILLS,NWNW,-122.7216987,2.000000000000000,5567.000000000000000
2678,410510040024006,+45.5832159,UNIVERSITY PARK,NPNS,-122.7280433,14.000000000000000,10444.000000000000000
2679,410510003025025,+45.4674120,EASTMORELAND,SEUL,-122.6234265,16.000000000000000,18703.000000000000000
2680,410510070023027,+45.5788847,FOREST PARK,NWNW,-122.7977734,12.000000000000000,22660.000000000000000
2681,410050209003000,+45.4567647,ARDENWALD-JOHNSON CREEK,SEUL,-122.6242221,151.000000000000000,215333.000000000000000
2682,410510029022010,+45.5454807,ROSEWAY,CNN,-122.5884460,38.000000000000000,41814.000000000000000
2683,410510039022013,+45.5659448,OVERLOOK,NPNS,-122.6980267,9.000000000000000,8631.000000000000000
2684,410510035022008,+45.5460217,OVERLOOK,NPNS,-122.6786341,1.000000000000000,43942.000000000000000
2685,410510035012000,+45.5623084,OVERLOOK,NPNS,-122.6835267,26.000000000000000,41160.000000000000000
2686,410510030002005,+45.5574873,BEAUMONT-WILSHIRE,CNN,-122.6249904,29.000000000000000,31187.000000000000000
2687,410510026002005,+45.5441441,ALAMEDA,NECN,-122.6291634,24.000000000000000,21108.000000000000000
2688,410510070023016,+45.5867723,FOREST PARK,NWNW,-122.8069425,19.000000000000000,40985.000000000000000
2689,410510024011000,+45.5474756,SABIN/IRVINGTON,NECN,-122.6478056,31.000000000000000,35627.000000000000000
2690,410510001021016,+45.4804427,SELLWOOD-MORELAND,SEUL,-122.6501290,16.000000000000000,16064.000000000000000
2691,410510024011013,+45.5459466,SABIN/IRVINGTON,NECN,-122.6488702,23.000000000000000,29248.000000000000000
2692,410510046012018,+45.5204412,ARLINGTON HEIGHTS,NWNW,-122.7003712,1.000000000000000,51.000000000000000
2693,410510001012008,+45.4611195,SELLWOOD-MORELAND,SEUL,-122.6539980,28.000000000000000,31716.000000000000000
2694,410510046021012,+45.5163612,SOUTHWEST HILLS,NWNW,-122.6968375,5.000000000000000,14314.000000000000000
2695,410510010003061,+45.5024191,HOSFORD-ABERNETHY,SEUL,-122.6491862,7.000000000000000,20559.000000000000000
2696,410510029022003,+45.5472928,ROSEWAY,CNN,-122.5863796,40.000000000000000,43031.000000000000000
2697,410510001024009,+45.4675330,SELLWOOD-MORELAND,SEUL,-122.6559745,28.000000000000000,30280.000000000000000
2698,410510046021023,+45.5100970,SOUTHWEST HILLS,NWNW,-122.6949537,5.000000000000000,15125.000000000000000
2699,410510040022026,+45.5758571,UNIVERSITY PARK,NPNS,-122.7264679,7.000000000000000,8834.000000000000000
2700,410510042003004,+45.5846053,CATHEDRAL PARK,NPNS,-122.7582547,2.000000000000000,35745.000000000000000
2701,410510035013015,+45.5567893,OVERLOOK,NPNS,-122.6842423,17.000000000000000,16449.000000000000000
2702,410510074002014,+45.5672891,CULLY,CNN,-122.6103737,41.000000000000000,67926.000000000000000
2703,410510058004007,+45.4982342,SOUTHWEST HILLS,NWNW,-122.7040744,33.000000000000000,50910.000000000000000
2704,410510013014018,+45.5160975,SUNNYSIDE,SEUL,-122.6316375,10.000000000000000,9038.000000000000000
2705,410510010005020,+45.4969108,BROOKLYN,SEUL,-122.6542198,18.000000000000000,26636.000000000000000
2706,410510010002028,+45.4932911,BROOKLYN,SEUL,-122.6434791,25.000000000000000,208528.000000000000000
2707,410510012023015,+45.5091577,HOSFORD-ABERNETHY,SEUL,-122.6473786,24.000000000000000,23672.000000000000000
2708,410510030003008,+45.5499847,BEAUMONT-WILSHIRE,CNN,-122.6218933,49.000000000000000,43222.000000000000000
2709,410510030002026,+45.5546182,BEAUMONT-WILSHIRE,CNN,-122.6239486,40.000000000000000,37168.000000000000000
2710,410510029025007,+45.5444942,ROSEWAY,CNN,-122.5948379,38.000000000000000,39863.000000000000000
2711,410510070022057,+45.5339561,FOREST PARK,NWNW,-122.7533376,10.000000000000000,30087.000000000000000
2712,410510035012003,+45.5623623,OVERLOOK,NPNS,-122.6912900,22.000000000000000,40699.000000000000000
2713,410510031003007,+45.5548724,ALAMEDA,NECN,-122.6384249,28.000000000000000,22452.000000000000000
2714,410510026001013,+45.5462066,BEAUMONT-WILSHIRE,CNN,-122.6223200,35.000000000000000,33550.000000000000000
2715,410510035011017,+45.5579229,OVERLOOK,NPNS,-122.6805958,13.000000000000000,13246.000000000000000
2716,410510035022015,+45.5516330,OVERLOOK,NPNS,-122.6855589,13.000000000000000,16839.000000000000000
2717,410510002011000,+45.4691930,EASTMORELAND,SEUL,-122.6387627,1.000000000000000,189.000000000000000
2718,410510025012010,+45.5428312,ALAMEDA,NECN,-122.6364930,37.000000000000000,34364.000000000000000
2719,410510070023019,+45.5938706,FOREST PARK,NWNW,-122.8552668,12.000000000000000,48140.000000000000000
2720,410510027021016,+45.5372745,HOLLYWOOD,CNN,-122.6184469,1.000000000000000,51241.000000000000000
2721,410510013012010,+45.5139526,SUNNYSIDE,SEUL,-122.6263492,14.000000000000000,17583.000000000000000
2722,410510010002050,+45.4933455,BROOKLYN,SEUL,-122.6488483,12.000000000000000,9054.000000000000000
2723,410510041042038,+45.5965300,CATHEDRAL PARK,NPNS,-122.7627960,32.000000000000000,36615.000000000000000
2724,410510028022004,+45.5357732,ROSE CITY PARK,CNN,-122.6041707,32.000000000000000,33447.000000000000000
2725,410510003013007,+45.4889355,REED,SEUL,-122.6309273,17.000000000000000,39948.000000000000000
2726,410510040024040,+45.5767929,UNIVERSITY PARK,NPNS,-122.7327769,8.000000000000000,9298.000000000000000
2727,410510010002012,+45.5009803,HOSFORD-ABERNETHY,SEUL,-122.6451405,9.000000000000000,12830.000000000000000
2728,410510040024036,+45.5773754,UNIVERSITY PARK,NPNS,-122.7306537,9.000000000000000,15632.000000000000000
2729,410510002012020,+45.4611095,SELLWOOD-MORELAND,SEUL,-122.6460505,22.000000000000000,32327.000000000000000
2730,410510069002004,+45.5060128,SOUTHWEST HILLS,NWNW,-122.7317210,4.000000000000000,12892.000000000000000
2731,410510028023032,+45.5306591,ROSE CITY PARK,CNN,-122.6007464,8.000000000000000,24712.000000000000000
2732,410510011021002,+45.5112935,HOSFORD-ABERNETHY,SEUL,-122.6521839,27.000000000000000,35327.000000000000000
2733,410510001011008,+45.4625393,SELLWOOD-MORELAND,SEUL,-122.6520057,8.000000000000000,53845.000000000000000
2734,410510024011006,+45.5474923,SABIN/IRVINGTON,NECN,-122.6539526,35.000000000000000,30046.000000000000000
2735,410510043001100,+45.5542880,MC UNCLAIMED #14,UNCLAIMED,-122.7323534,2.000000000000000,18373.000000000000000
2736,410510070021029,+45.5264695,FOREST PARK,NWNW,-122.7631699,6.000000000000000,19801.000000000000000
2737,410510057011033,+45.5012471,SOUTH PORTLAND,SWCS,-122.6771397,8.000000000000000,14506.000000000000000
2738,410510040024053,+45.5800590,UNIVERSITY PARK,NPNS,-122.7262276,3.000000000000000,8196.000000000000000
2739,410050209001011,+45.4470998,ARDENWALD-JOHNSON CREEK,SEUL,-122.6286131,20.000000000000000,35327.000000000000000
2740,410510001012007,+45.4618286,SELLWOOD-MORELAND,SEUL,-122.6539939,28.000000000000000,30972.000000000000000
2741,410510024021008,+45.5361089,IRVINGTON,NECN,-122.6509843,8.000000000000000,18605.000000000000000
2742,410510029021021,+45.5503048,ROSEWAY,CNN,-122.5812426,29.000000000000000,32955.000000000000000
2743,410510028011010,+45.5476022,ROSE CITY PARK,CNN,-122.6101359,32.000000000000000,27172.000000000000000
2744,410510029025011,+45.5430808,ROSEWAY,CNN,-122.5917549,80.000000000000000,72998.000000000000000
2745,410510029025024,+45.5418540,ROSEWAY,CNN,-122.5948803,13.000000000000000,12423.000000000000000
2746,410510038032010,+45.5659537,OVERLOOK,NPNS,-122.6796529,9.000000000000000,15640.000000000000000
2747,410510012041018,+45.5153640,SUNNYSIDE,SEUL,-122.6354330,12.000000000000000,20689.000000000000000
2748,410510069001002,+45.5184160,SYLVAN-HIGHLANDS,NWNW,-122.7216014,11.000000000000000,18606.000000000000000
2749,410510025015005,+45.5443945,IRVINGTON,NECN,-122.6447420,34.000000000000000,34180.000000000000000
2750,410510027021021,+45.5381753,ROSE CITY PARK,CNN,-122.6144225,5.000000000000000,16734.000000000000000
2751,410510069002003,+45.5049985,SOUTHWEST HILLS,NWNW,-122.7316578,47.000000000000000,121764.000000000000000
2752,410510026001004,+45.5474723,BEAUMONT-WILSHIRE,CNN,-122.6255857,25.000000000000000,34568.000000000000000
2753,410510029014007,+45.5545853,CULLY,CNN,-122.6004280,31.000000000000000,76146.000000000000000
2754,410510057011017,+45.5029440,SOUTH PORTLAND,SWCS,-122.6766280,2.000000000000000,8339.000000000000000
2755,410510010005004,+45.5006220,BROOKLYN,SEUL,-122.6583151,26.000000000000000,40184.000000000000000
2756,410510029021026,+45.5472487,ROSEWAY,CNN,-122.5795193,13.000000000000000,19914.000000000000000
2757,410510003026002,+45.4779981,EASTMORELAND,SEUL,-122.6299939,28.000000000000000,42386.000000000000000
2758,410510069002005,+45.5055188,SOUTHWEST HILLS,NWNW,-122.7304266,5.000000000000000,17033.000000000000000
2759,410510003025008,+45.4707464,EASTMORELAND,SEUL,-122.6319055,41.000000000000000,49573.000000000000000
2760,410510035022022,+45.5540389,OVERLOOK,NPNS,-122.6835723,24.000000000000000,23616.000000000000000
2761,410510038033014,+45.5654251,OVERLOOK,NPNS,-122.6869659,31.000000000000000,33246.000000000000000
2762,410510031004003,+45.5516814,ALAMEDA,NECN,-122.6365224,17.000000000000000,19382.000000000000000
2763,410510070022024,+45.5546346,FOREST PARK,NWNW,-122.7827788,23.000000000000000,76883.000000000000000
2764,410510028012003,+45.5434683,ROSE CITY PARK,CNN,-122.6019565,1.000000000000000,4864.000000000000000
2765,410510070022002,+45.5320161,FOREST PARK,NWNW,-122.7285407,7.000000000000000,11880.000000000000000
2766,410510003024029,+45.4619940,ARDENWALD-JOHNSON CREEK,SEUL,-122.6276770,20.000000000000000,33535.000000000000000
2767,410510013011017,+45.5160914,SUNNYSIDE,SEUL,-122.6270240,33.000000000000000,45621.000000000000000
2768,410510010004022,+45.4906118,BROOKLYN,SEUL,-122.6539334,4.000000000000000,6265.000000000000000
2769,410510059031013,+45.4740407,SOUTH PORTLAND,SWCS,-122.6727603,19.000000000000000,38253.000000000000000
2770,410510028012027,+45.5393684,ROSE CITY PARK,CNN,-122.6035904,1.000000000000000,30508.000000000000000
2771,410510003026006,+45.4768837,EASTMORELAND,SEUL,-122.6309064,15.000000000000000,22871.000000000000000
2772,410510059011011,+45.4931187,SOUTH PORTLAND,SWCS,-122.6765415,9.000000000000000,16785.000000000000000
2773,410510046021020,+45.5126556,SOUTHWEST HILLS,NWNW,-122.6991117,4.000000000000000,9459.000000000000000
2774,410510029014029,+45.5514191,CULLY,CNN,-122.6034616,17.000000000000000,19497.000000000000000
2775,410510043001073,+45.5576306,LINNTON,NWNW,-122.7185592,8.000000000000000,117529.000000000000000
2776,410510030002031,+45.5544375,BEAUMONT-WILSHIRE,CNN,-122.6291487,33.000000000000000,30153.000000000000000
2777,410510014001003,+45.5175947,SUNNYSIDE,SEUL,-122.6196751,1.000000000000000,3476.000000000000000
2778,410510010001003,+45.5001778,BROOKLYN,SEUL,-122.6526739,11.000000000000000,28785.000000000000000
2779,410510001021025,+45.4747846,SELLWOOD-MORELAND,SEUL,-122.6494312,23.000000000000000,18469.000000000000000
2780,410510001023000,+45.4682359,SELLWOOD-MORELAND,SEUL,-122.6485386,6.000000000000000,14210.000000000000000
2781,410510029014024,+45.5503530,ROSEWAY,CNN,-122.5958017,25.000000000000000,26685.000000000000000
2782,410510031003015,+45.5536890,ALAMEDA,NECN,-122.6353845,25.000000000000000,25801.000000000000000
2783,410510026002004,+45.5441442,ALAMEDA,NECN,-122.6281495,24.000000000000000,22349.000000000000000
2784,410510028011028,+45.5445451,ROSE CITY PARK,CNN,-122.6061027,37.000000000000000,39341.000000000000000
2785,410510001024022,+45.4653983,SELLWOOD-MORELAND,SEUL,-122.6605321,8.000000000000000,15128.000000000000000
2786,410510001011009,+45.4618260,SELLWOOD-MORELAND,SEUL,-122.6520067,27.000000000000000,32206.000000000000000
2787,410510075002013,+45.5532728,CULLY,CNN,-122.6135810,31.000000000000000,47792.000000000000000
2788,410510069002013,+45.4988558,SOUTHWEST HILLS,NWNW,-122.7418550,79.000000000000000,253681.000000000000000
2789,410510003014001,+45.4899681,REED,SEUL,-122.6369433,12.000000000000000,15967.000000000000000
2790,410510076001019,+45.5585553,CULLY,CNN,-122.5883722,19.000000000000000,32837.000000000000000
2791,410510040022041,+45.5751440,UNIVERSITY PARK,NPNS,-122.7233275,13.000000000000000,19528.000000000000000
2792,410510001022009,+45.4712086,SELLWOOD-MORELAND,SEUL,-122.6491758,24.000000000000000,25244.000000000000000
2793,410510040024061,+45.5801560,UNIVERSITY PARK,NPNS,-122.7271113,6.000000000000000,7200.000000000000000
2794,410510011022031,+45.5097321,HOSFORD-ABERNETHY,SEUL,-122.6582390,2.000000000000000,22321.000000000000000
2795,410510069002009,+45.5078917,SOUTHWEST HILLS,NWNW,-122.7393239,11.000000000000000,44412.000000000000000
2796,410510001023002,+45.4682439,SELLWOOD-MORELAND,SEUL,-122.6519990,24.000000000000000,34791.000000000000000
2797,410510040021005,+45.5782708,UNIVERSITY PARK,NPNS,-122.7187503,11.000000000000000,10548.000000000000000
2798,410510040022025,+45.5762014,UNIVERSITY PARK,NPNS,-122.7262131,8.000000000000000,13021.000000000000000
2799,410510038031024,+45.5636351,OVERLOOK,NPNS,-122.6909472,34.000000000000000,32510.000000000000000
2800,410510003013020,+45.4863169,REED,SEUL,-122.6332351,67.000000000000000,183562.000000000000000
2801,410510027011001,+45.5476100,ROSE CITY PARK,CNN,-122.6121664,30.000000000000000,28769.000000000000000
2802,410510040021024,+45.5746358,UNIVERSITY PARK,NPNS,-122.7196998,20.000000000000000,26993.000000000000000
2803,410510075002014,+45.5526422,CULLY,CNN,-122.6136692,13.000000000000000,18416.000000000000000
2804,410510075002004,+45.5541723,CULLY,CNN,-122.6135685,28.000000000000000,48252.000000000000000
2805,410510002022005,+45.4808486,SELLWOOD-MORELAND,SEUL,-122.6458880,34.000000000000000,28949.000000000000000
2806,410510060012000,+45.4898559,SOUTHWEST HILLS,NWNW,-122.6904344,12.000000000000000,36959.000000000000000
2807,410510041042011,+45.5961733,CATHEDRAL PARK,NPNS,-122.7636761,26.000000000000000,29602.000000000000000
2808,410510029012016,+45.5517665,ROSEWAY,CNN,-122.5897000,27.000000000000000,27103.000000000000000
2809,410510002022022,+45.4765185,SELLWOOD-MORELAND,SEUL,-122.6475525,36.000000000000000,40791.000000000000000
2810,410510025012012,+45.5428312,ALAMEDA,NECN,-122.6344021,29.000000000000000,31921.000000000000000
2811,410510029024010,+45.5367332,ROSE CITY PARK,CNN,-122.5980953,20.000000000000000,22077.000000000000000
2812,410510010003032,+45.5018093,HOSFORD-ABERNETHY,SEUL,-122.6596430,1.000000000000000,2721.000000000000000
2813,410510014002021,+45.5124495,SUNNYSIDE,SEUL,-122.6198424,6.000000000000000,17663.000000000000000
2814,410510010004004,+45.4935193,BROOKLYN,SEUL,-122.6547054,15.000000000000000,21405.000000000000000
2815,410510035022025,+45.5527713,OVERLOOK,NPNS,-122.6815167,18.000000000000000,32113.000000000000000
2816,410510011022025,+45.5104528,HOSFORD-ABERNETHY,SEUL,-122.6613231,2.000000000000000,26715.000000000000000
2817,410510010002041,+45.4992143,BROOKLYN,SEUL,-122.6487950,3.000000000000000,14316.000000000000000
