OID_,GEOID,INTPTLAT,NAME,COALIT,INTPTLON,COUNT,SUM_SQ_FT
1,410510022033001,+45.5450935,ELIOT,NECN,-122.6600953,26.000000000000000,56040.000000000000000
2,410510018021021,+45.5204488,MT. TABOR,SEUL,-122.6036608,21.000000000000000,133258.000000000000000
3,410510008014000,+45.5049946,RICHMOND,SEUL,-122.6170673,23.000000000000000,29511.000000000000000
4,410510005024012,+45.4806488,MT. SCOTT-ARLETA,SEUL,-122.5854229,30.000000000000000,30080.000000000000000
5,410510037021038,+45.5670910,PIEDMONT,NPNS,-122.6683880,21.000000000000000,22490.000000000000000
6,410510016014002,+45.5146353,MT. TABOR,SEUL,-122.6013056,12.000000000000000,20728.000000000000000
7,410510005014018,+45.4848563,MT. SCOTT-ARLETA,SEUL,-122.5990681,14.000000000000000,17861.000000000000000
8,410510037013020,+45.5708350,PIEDMONT,NPNS,-122.6722959,30.000000000000000,40026.000000000000000
9,410510029032010,+45.5362623,MADISON SOUTH,CNN,-122.5690942,24.000000000000000,28409.000000000000000
10,410510007012011,+45.4993629,SOUTH TABOR,SEUL,-122.5878039,27.000000000000000,29033.000000000000000
11,410510089022006,+45.4620200,LENTS,EPCO,-122.5616019,14.000000000000000,33671.000000000000000
12,410510092043003,+45.5207294,HAZELWOOD,EPCO,-122.5332343,31.000000000000000,83728.000000000000000
13,410510077002018,+45.5539265,SUMNER,CNN,-122.5771435,63.000000000000000,113888.000000000000000
14,410510009012014,+45.4985740,RICHMOND,SEUL,-122.6235055,46.000000000000000,76063.000000000000000
15,410510037014020,+45.5775821,PIEDMONT,NPNS,-122.6735646,27.000000000000000,31177.000000000000000
16,410510034021017,+45.5501677,BOISE,NECN,-122.6659518,11.000000000000000,13829.000000000000000
17,410510038011003,+45.5817183,KENTON,NPNS,-122.6795895,12.000000000000000,12334.000000000000000
18,410510093021003,+45.5324457,HAZELWOOD,EPCO,-122.5357541,44.000000000000000,170464.000000000000000
19,410510013022009,+45.5070115,RICHMOND,SEUL,-122.6266558,29.000000000000000,29318.000000000000000
20,410510005012009,+45.4798671,MT. SCOTT-ARLETA,SEUL,-122.5906042,18.000000000000000,30236.000000000000000
21,410510017041005,+45.5221424,MT. TABOR,SEUL,-122.5853011,24.000000000000000,31326.000000000000000
22,410510029034019,+45.5412867,MADISON SOUTH,CNN,-122.5711595,18.000000000000000,27750.000000000000000
23,410510007012016,+45.4993694,SOUTH TABOR,SEUL,-122.5824116,24.000000000000000,20157.000000000000000
24,410510099032048,+45.4616271,PLEASANT VALLEY,EPCO,-122.4705330,2.000000000000000,2630.000000000000000
25,410510006021018,+45.4757828,LENTS,EPCO,-122.5615713,9.000000000000000,10969.000000000000000
26,410510035014012,+45.5593581,HUMBOLDT,NECN,-122.6775388,6.000000000000000,10772.000000000000000
27,410510035014007,+45.5581355,HUMBOLDT,NECN,-122.6781298,3.000000000000000,2800.000000000000000
28,410510035021018,+45.5527353,BOISE,NECN,-122.6763298,11.000000000000000,11285.000000000000000
29,410510029023006,+45.5381615,MADISON SOUTH,CNN,-122.5814783,32.000000000000000,38741.000000000000000
30,410510095013012,+45.5445610,WILKES,EPCO,-122.5089227,6.000000000000000,20730.000000000000000
31,410510089042005,+45.4734688,PLEASANT VALLEY,EPCO,-122.5389235,20.000000000000000,33568.000000000000000
32,410510072023077,+45.5866875,KENTON,NPNS,-122.6834614,12.000000000000000,252487.000000000000000
33,410510089031048,+45.4717621,PLEASANT VALLEY,EPCO,-122.4974513,20.000000000000000,43167.000000000000000
34,410510029033017,+45.5353105,MADISON SOUTH,CNN,-122.5754625,18.000000000000000,33558.000000000000000
35,410510016022003,+45.5157034,MONTAVILLA,SEUL,-122.5677019,34.000000000000000,36801.000000000000000
36,410510094001008,+45.5393762,WILKES,EPCO,-122.5091193,8.000000000000000,17031.000000000000000
37,410510094004022,+45.5429111,RUSSELL,EPCO,-122.5296652,20.000000000000000,39789.000000000000000
38,410510007011001,+45.5042763,SOUTH TABOR,SEUL,-122.5803259,31.000000000000000,31637.000000000000000
39,410510017041007,+45.5208831,MT. TABOR,SEUL,-122.5855871,13.000000000000000,11082.000000000000000
40,410510029024004,+45.5348296,MADISON SOUTH,CNN,-122.5918157,7.000000000000000,39499.000000000000000
41,410510072012000,+45.6108687,HAYDEN ISLAND,NPNS,-122.6588772,1.000000000000000,1963.000000000000000
42,410510079002012,+45.5501370,PARKROSE,EPCO,-122.5434993,60.000000000000000,56395.000000000000000
43,410510082031008,+45.5200473,HAZELWOOD,EPCO,-122.5416469,34.000000000000000,40051.000000000000000
44,410510034022010,+45.5526805,BOISE,NECN,-122.6692885,12.000000000000000,10870.000000000000000
45,410510081003009,+45.5320353,HAZELWOOD,EPCO,-122.5386277,12.000000000000000,104025.000000000000000
46,410510017023022,+45.5214801,MONTAVILLA,SEUL,-122.5692528,16.000000000000000,23496.000000000000000
47,410510023031000,+45.5385118,ELIOT,NECN,-122.6628882,25.000000000000000,38292.000000000000000
48,410510094003020,+45.5352959,WILKES,EPCO,-122.5139247,73.000000000000000,149587.000000000000000
49,410510039043006,+45.5823043,KENTON,NPNS,-122.6985793,34.000000000000000,33427.000000000000000
50,410510038033004,+45.5672859,ARBOR LODGE,NPNS,-122.6880473,38.000000000000000,30961.000000000000000
51,410510016021014,+45.5177917,MONTAVILLA,SEUL,-122.5721743,13.000000000000000,11701.000000000000000
52,410510013022003,+45.5084302,RICHMOND,SEUL,-122.6285951,24.000000000000000,25724.000000000000000
53,410510073001151,+45.5607169,ARGAY TERRACE,EPCO,-122.5330885,5.000000000000000,115071.000000000000000
54,410510035021031,+45.5502836,BOISE,NECN,-122.6768831,12.000000000000000,12863.000000000000000
55,410510089042001,+45.4754003,PLEASANT VALLEY,EPCO,-122.5476756,28.000000000000000,72440.000000000000000
56,410510013023018,+45.5067592,RICHMOND,SEUL,-122.6321354,18.000000000000000,20444.000000000000000
57,410510099032042,+45.4750891,PLEASANT VALLEY,EPCO,-122.4676772,9.000000000000000,22881.000000000000000
58,410510016016011,+45.5170672,MT. TABOR,SEUL,-122.5915003,14.000000000000000,19284.000000000000000
59,410510079002023,+45.5490841,PARKROSE,EPCO,-122.5490709,50.000000000000000,69762.000000000000000
60,410510022031024,+45.5446326,ELIOT,NECN,-122.6700834,3.000000000000000,88795.000000000000000
61,410510006014013,+45.4863589,LENTS,EPCO,-122.5745243,20.000000000000000,18272.000000000000000
62,410510008011012,+45.5008346,SOUTH TABOR,SEUL,-122.6024776,18.000000000000000,27118.000000000000000
63,410510005013007,+45.4824348,MT. SCOTT-ARLETA,SEUL,-122.5992509,10.000000000000000,13252.000000000000000
64,410510023031005,+45.5398249,ELIOT,NECN,-122.6697104,3.000000000000000,69492.000000000000000
65,410510080012013,+45.5338313,PARKROSE HEIGHTS,EPCO,-122.5525655,4.000000000000000,16402.000000000000000
66,410510022031007,+45.5473183,BOISE,NECN,-122.6758241,2.000000000000000,18147.000000000000000
67,410510013021004,+45.5104158,RICHMOND,SEUL,-122.6281385,63.000000000000000,80174.000000000000000
68,410510022031023,+45.5457041,ELIOT,NECN,-122.6686986,2.000000000000000,25299.000000000000000
69,410510008014013,+45.5022912,RICHMOND,SEUL,-122.6215170,23.000000000000000,32066.000000000000000
70,410510039041019,+45.5847900,KENTON,NPNS,-122.6934852,32.000000000000000,42030.000000000000000
71,410510038011022,+45.5789709,PIEDMONT,NPNS,-122.6772082,26.000000000000000,26147.000000000000000
72,410510038032002,+45.5687256,PIEDMONT,NPNS,-122.6778597,15.000000000000000,15550.000000000000000
73,410510037023035,+45.5629648,HUMBOLDT,NECN,-122.6723695,1.000000000000000,26044.000000000000000
74,410510093023002,+45.5231467,HAZELWOOD,EPCO,-122.5113141,10.000000000000000,26637.000000000000000
75,410510023033012,+45.5354375,ELIOT,NECN,-122.6621478,1.000000000000000,13608.000000000000000
76,410510082012001,+45.5107914,HAZELWOOD,EPCO,-122.5521758,39.000000000000000,82905.000000000000000
77,410510072023053,+45.5981645,KENTON,NPNS,-122.6916720,1.000000000000000,1583.000000000000000
78,410510082011022,+45.5138607,HAZELWOOD,EPCO,-122.5536938,4.000000000000000,113242.000000000000000
79,410510016014018,+45.5061020,MT. TABOR,SEUL,-122.5984583,29.000000000000000,198741.000000000000000
80,410510098032007,+45.4868226,PLEASANT VALLEY,EPCO,-122.4834068,3.000000000000000,11207.000000000000000
81,410510005012001,+45.4813752,MT. SCOTT-ARLETA,SEUL,-122.5900634,6.000000000000000,8751.000000000000000
82,410510039041015,+45.5848112,KENTON,NPNS,-122.7019286,25.000000000000000,31757.000000000000000
83,410510095022013,+45.5455214,ARGAY TERRACE,EPCO,-122.5216314,38.000000000000000,85630.000000000000000
84,410510016014009,+45.5095775,MT. TABOR,SEUL,-122.5892835,6.000000000000000,14123.000000000000000
85,410510038032020,+45.5659675,HUMBOLDT,NECN,-122.6764435,14.000000000000000,15881.000000000000000
86,410510039042010,+45.5802115,KENTON,NPNS,-122.6960363,29.000000000000000,31552.000000000000000
87,410510072022011,+45.6007118,BRIDGETON,NPNS,-122.6610020,9.000000000000000,15874.000000000000000
88,410510016011032,+45.5146593,MONTAVILLA,SEUL,-122.5823451,12.000000000000000,13521.000000000000000
89,410510080011019,+45.5390640,PARKROSE HEIGHTS,EPCO,-122.5549607,50.000000000000000,80851.000000000000000
90,410510037013015,+45.5726813,PIEDMONT,NPNS,-122.6702606,27.000000000000000,26822.000000000000000
91,410510005023000,+45.4792441,MT. SCOTT-ARLETA,SEUL,-122.5803582,12.000000000000000,23437.000000000000000
92,410510095022014,+45.5460091,ARGAY TERRACE,EPCO,-122.5207259,26.000000000000000,53616.000000000000000
93,410510072012013,+45.6112506,HAYDEN ISLAND,NPNS,-122.6769978,4.000000000000000,13921.000000000000000
94,410510092021009,+45.5206930,HAZELWOOD,EPCO,-122.5196922,88.000000000000000,143052.000000000000000
95,410510089021006,+45.4653163,LENTS,EPCO,-122.5729322,99.000000000000000,269169.000000000000000
96,410510081006001,+45.5250680,HAZELWOOD,EPCO,-122.5491065,38.000000000000000,76647.000000000000000
97,410510080011009,+45.5428495,PARKROSE HEIGHTS,EPCO,-122.5547049,75.000000000000000,102839.000000000000000
98,410510006011000,+45.4892541,LENTS,EPCO,-122.5576613,46.000000000000000,79280.000000000000000
99,410510007012001,+45.5007380,SOUTH TABOR,SEUL,-122.5803355,25.000000000000000,32277.000000000000000
100,410510038012000,+45.5835127,KENTON,NPNS,-122.6860769,3.000000000000000,21338.000000000000000
101,410510038032022,+45.5674252,PIEDMONT,NPNS,-122.6754136,38.000000000000000,43972.000000000000000
102,410510006024018,+45.4800174,LENTS,EPCO,-122.5771839,8.000000000000000,14445.000000000000000
103,410510089033003,+45.4623179,PLEASANT VALLEY,EPCO,-122.5136298,43.000000000000000,85236.000000000000000
104,410510006022013,+45.4712592,LENTS,EPCO,-122.5743984,26.000000000000000,32423.000000000000000
105,410510092032012,+45.5051962,HAZELWOOD,EPCO,-122.5269420,55.000000000000000,104766.000000000000000
106,410510081005009,+45.5240002,HAZELWOOD,EPCO,-122.5629193,20.000000000000000,56086.000000000000000
107,410510008013013,+45.5006325,RICHMOND,SEUL,-122.6119483,16.000000000000000,18628.000000000000000
108,410510034014015,+45.5575967,HUMBOLDT,NECN,-122.6734136,18.000000000000000,20512.000000000000000
109,410510018021025,+45.5204634,MT. TABOR,SEUL,-122.6125148,34.000000000000000,53445.000000000000000
110,410510016012005,+45.5125882,MT. TABOR,SEUL,-122.5883162,19.000000000000000,18855.000000000000000
111,410510016013021,+45.5056274,MT. TABOR,SEUL,-122.5874906,12.000000000000000,29073.000000000000000
112,410510037011022,+45.5754603,PIEDMONT,NPNS,-122.6641775,21.000000000000000,23507.000000000000000
113,410510034013000,+45.5586536,HUMBOLDT,NECN,-122.6686059,6.000000000000000,12610.000000000000000
114,410510022031009,+45.5461785,BOISE,NECN,-122.6768042,22.000000000000000,37384.000000000000000
115,410510005013016,+45.4798422,MT. SCOTT-ARLETA,SEUL,-122.5983187,19.000000000000000,21227.000000000000000
116,410510073001142,+45.5647253,SUMNER,CNN,-122.5727062,2.000000000000000,76555.000000000000000
117,410510034011008,+45.5621782,HUMBOLDT,NECN,-122.6661226,6.000000000000000,8651.000000000000000
118,410510005023013,+45.4772131,MT. SCOTT-ARLETA,SEUL,-122.5803422,39.000000000000000,38242.000000000000000
119,410510093011011,+45.5320401,WILKES,EPCO,-122.5074420,11.000000000000000,31203.000000000000000
120,410510038011018,+45.5796609,PIEDMONT,NPNS,-122.6753368,24.000000000000000,25183.000000000000000
121,410510014005009,+45.5061234,RICHMOND,SEUL,-122.6185787,19.000000000000000,28080.000000000000000
122,410510029031001,+45.5504910,MADISON SOUTH,CNN,-122.5741640,19.000000000000000,71729.000000000000000
123,410510006022015,+45.4724042,LENTS,EPCO,-122.5691626,27.000000000000000,32688.000000000000000
124,410510037021003,+45.5694717,PIEDMONT,NPNS,-122.6633735,6.000000000000000,11011.000000000000000
125,410510013023004,+45.5114310,RICHMOND,SEUL,-122.6342594,22.000000000000000,28155.000000000000000
126,410510095013006,+45.5478024,WILKES,EPCO,-122.5092532,25.000000000000000,44136.000000000000000
127,410510013022012,+45.5059070,RICHMOND,SEUL,-122.6266950,58.000000000000000,69883.000000000000000
128,410510006022017,+45.4695597,LENTS,EPCO,-122.5785211,16.000000000000000,37689.000000000000000
129,410510085001000,+45.4884408,LENTS/POWELLHURST-GILBERT,EPCO,-122.5502464,59.000000000000000,115910.000000000000000
130,410510094001015,+45.5384205,WILKES,EPCO,-122.4969205,34.000000000000000,71416.000000000000000
131,410510038012017,+45.5776214,KENTON,NPNS,-122.6863296,13.000000000000000,21060.000000000000000
132,410510038013000,+45.5855739,KENTON,NPNS,-122.6894305,13.000000000000000,164026.000000000000000
133,410510081001013,+45.5289827,HAZELWOOD,EPCO,-122.5643837,1.000000000000000,341.000000000000000
134,410510072011036,+45.6125258,HAYDEN ISLAND,NPNS,-122.6924918,229.000000000000000,327890.000000000000000
135,410510095011014,+45.5519114,ARGAY TERRACE,EPCO,-122.5180000,36.000000000000000,86041.000000000000000
136,410510091024007,+45.4860479,CENTENNIAL/PLEASANT VALLEY,EPCO,-122.4914169,3.000000000000000,3868.000000000000000
137,410510005012023,+45.4763921,MT. SCOTT-ARLETA,SEUL,-122.5927573,50.000000000000000,59379.000000000000000
138,410510079001015,+45.5578174,PARKROSE,EPCO,-122.5501517,18.000000000000000,21081.000000000000000
139,410510038032007,+45.5691563,ARBOR LODGE,NPNS,-122.6816231,8.000000000000000,37820.000000000000000
140,410510099033022,+45.4763604,PLEASANT VALLEY,EPCO,-122.4792576,11.000000000000000,17535.000000000000000
141,410510095023009,+45.5532851,ARGAY TERRACE,EPCO,-122.5304371,28.000000000000000,76039.000000000000000
142,410510072023045,+45.5961526,KENTON,NPNS,-122.7016302,1.000000000000000,422.000000000000000
143,410510078001002,+45.5582777,PARKROSE,EPCO,-122.5603004,32.000000000000000,36796.000000000000000
144,410510014003014,+45.5100257,RICHMOND,SEUL,-122.6176722,57.000000000000000,64188.000000000000000
145,410510038023014,+45.5744218,ARBOR LODGE,NPNS,-122.6901280,17.000000000000000,16437.000000000000000
146,410510034023033,+45.5488900,BOISE,NECN,-122.6731515,12.000000000000000,12561.000000000000000
147,410510039023032,+45.5711501,ARBOR LODGE,NPNS,-122.6978801,24.000000000000000,26126.000000000000000
148,410510005023020,+45.4763216,MT. SCOTT-ARLETA,SEUL,-122.5808482,6.000000000000000,6870.000000000000000
149,410510079002022,+45.5508663,PARKROSE,EPCO,-122.5562635,53.000000000000000,73621.000000000000000
150,410510005011017,+45.4824402,MT. SCOTT-ARLETA,SEUL,-122.5905460,11.000000000000000,11865.000000000000000
151,410510072011015,+45.6167506,HAYDEN ISLAND,NPNS,-122.6853267,32.000000000000000,31881.000000000000000
152,410510081006000,+45.5257049,HAZELWOOD,EPCO,-122.5499850,63.000000000000000,119304.000000000000000
153,410510037022008,+45.5657892,HUMBOLDT,NECN,-122.6660865,8.000000000000000,11377.000000000000000
154,410510095022005,+45.5469463,ARGAY TERRACE,EPCO,-122.5292219,20.000000000000000,51043.000000000000000
155,410510094004010,+45.5415305,WILKES,EPCO,-122.5156918,9.000000000000000,20001.000000000000000
156,410510016016019,+45.5164698,MT. TABOR,SEUL,-122.5916887,12.000000000000000,14577.000000000000000
157,410510081002006,+45.5331541,HAZELWOOD,EPCO,-122.5574276,5.000000000000000,27492.000000000000000
158,410510034022006,+45.5539480,BOISE,NECN,-122.6709320,10.000000000000000,13589.000000000000000
159,410510094004023,+45.5416360,RUSSELL,EPCO,-122.5342995,36.000000000000000,55711.000000000000000
160,410510034011007,+45.5621757,HUMBOLDT,NECN,-122.6655836,5.000000000000000,9355.000000000000000
161,410510085001006,+45.4849255,LENTS/POWELLHURST-GILBERT,EPCO,-122.5541430,92.000000000000000,119556.000000000000000
162,410510029033002,+45.5404587,MADISON SOUTH,CNN,-122.5776352,16.000000000000000,28391.000000000000000
163,410510077002007,+45.5582636,SUMNER,CNN,-122.5764488,38.000000000000000,46916.000000000000000
164,410510039023001,+45.5764963,ARBOR LODGE,NPNS,-122.6978413,15.000000000000000,20097.000000000000000
165,410510039023018,+45.5741170,ARBOR LODGE,NPNS,-122.6990420,6.000000000000000,9073.000000000000000
166,410510073001137,+45.5667944,SUMNER,CNN,-122.5702093,1.000000000000000,267.000000000000000
167,410510023031018,+45.5397103,ELIOT,NECN,-122.6784706,1.000000000000000,38644.000000000000000
168,410510009013007,+45.5001610,RICHMOND,SEUL,-122.6325340,23.000000000000000,30727.000000000000000
169,410510037014022,+45.5761509,PIEDMONT,NPNS,-122.6696211,28.000000000000000,34701.000000000000000
170,410510039023022,+45.5741161,ARBOR LODGE,NPNS,-122.7013142,9.000000000000000,10657.000000000000000
171,410510034022030,+45.5501610,BOISE,NECN,-122.6704020,10.000000000000000,13331.000000000000000
172,410510094002011,+45.5363600,RUSSELL,EPCO,-122.5336583,30.000000000000000,37388.000000000000000
173,410510073001141,+45.5637906,SUMNER,CNN,-122.5730955,2.000000000000000,31007.000000000000000
174,410510022032002,+45.5478605,ELIOT,NECN,-122.6653754,30.000000000000000,40516.000000000000000
175,410510039023015,+45.5744701,ARBOR LODGE,NPNS,-122.6970202,37.000000000000000,34124.000000000000000
176,410510017034004,+45.5343815,MONTAVILLA,SEUL,-122.5904828,9.000000000000000,76077.000000000000000
177,410510039023031,+45.5708385,ARBOR LODGE,NPNS,-122.6970578,42.000000000000000,35773.000000000000000
178,410510094002005,+45.5392333,RUSSELL,EPCO,-122.5336004,131.000000000000000,326493.000000000000000
179,410510037023004,+45.5681816,PIEDMONT,NPNS,-122.6720366,37.000000000000000,43292.000000000000000
180,410510006022008,+45.4731563,LENTS,EPCO,-122.5785408,20.000000000000000,23982.000000000000000
181,410510004022015,+45.4840521,MT. SCOTT-ARLETA,SEUL,-122.6008517,21.000000000000000,17983.000000000000000
182,410510038031008,+45.5672658,ARBOR LODGE,NPNS,-122.6930281,31.000000000000000,34225.000000000000000
183,410510077002011,+45.5569789,SUMNER,CNN,-122.5751538,11.000000000000000,10243.000000000000000
184,410510037011013,+45.5768518,PIEDMONT,NPNS,-122.6641762,17.000000000000000,22256.000000000000000
185,410510080021018,+45.5399784,PARKROSE HEIGHTS,EPCO,-122.5406678,52.000000000000000,65383.000000000000000
186,410510079002019,+45.5501228,PARKROSE,EPCO,-122.5469312,67.000000000000000,54116.000000000000000
187,410510039032000,+45.5892240,KENTON,NPNS,-122.7031453,29.000000000000000,38765.000000000000000
188,410510006022012,+45.4712829,LENTS,EPCO,-122.5753935,29.000000000000000,36669.000000000000000
189,410510005014007,+45.4893227,MT. SCOTT-ARLETA,SEUL,-122.5982307,9.000000000000000,25452.000000000000000
190,410510037021024,+45.5683390,PIEDMONT,NPNS,-122.6623085,13.000000000000000,17760.000000000000000
191,410510038011016,+45.5780191,PIEDMONT,NPNS,-122.6771606,94.000000000000000,128823.000000000000000
192,410510037013002,+45.5754655,PIEDMONT,NPNS,-122.6737945,33.000000000000000,33136.000000000000000
193,410510094004015,+45.5408126,WILKES,EPCO,-122.5157208,10.000000000000000,22338.000000000000000
194,410510081004005,+45.5231888,HAZELWOOD,EPCO,-122.5453169,29.000000000000000,43084.000000000000000
195,410510082013001,+45.5105744,HAZELWOOD,EPCO,-122.5621767,25.000000000000000,43279.000000000000000
196,410510077001032,+45.5551487,SUMNER,CNN,-122.5730381,2.000000000000000,19546.000000000000000
197,410510006013004,+45.4857316,LENTS,EPCO,-122.5728840,41.000000000000000,37752.000000000000000
198,410510083011019,+45.4905169,LENTS,EPCO,-122.5700109,11.000000000000000,13842.000000000000000
199,410510029031020,+45.5454026,MADISON SOUTH,CNN,-122.5720825,18.000000000000000,25382.000000000000000
200,410510091024008,+45.4892273,CENTENNIAL/PLEASANT VALLEY,EPCO,-122.4938536,6.000000000000000,12993.000000000000000
201,410510095013002,+45.5507186,WILKES,EPCO,-122.5093305,41.000000000000000,113885.000000000000000
202,410510014005002,+45.5084106,RICHMOND,SEUL,-122.6196451,15.000000000000000,23798.000000000000000
203,410510080011003,+45.5461978,PARKROSE HEIGHTS,EPCO,-122.5495283,51.000000000000000,78752.000000000000000
204,410510034022015,+45.5514205,BOISE,NECN,-122.6676655,4.000000000000000,28121.000000000000000
205,410510034014016,+45.5622776,HUMBOLDT,NECN,-122.6744632,4.000000000000000,32070.000000000000000
206,410510080012014,+45.5338427,PARKROSE HEIGHTS,EPCO,-122.5544980,4.000000000000000,18554.000000000000000
207,410510094003016,+45.5376899,RUSSELL,EPCO,-122.5164993,3.000000000000000,4038.000000000000000
208,410510008013010,+45.5038901,RICHMOND,SEUL,-122.6115198,11.000000000000000,28974.000000000000000
209,410510077002005,+45.5589041,SUMNER,CNN,-122.5764196,41.000000000000000,47341.000000000000000
210,410510073001139,+45.5653639,SUMNER,CNN,-122.5707618,9.000000000000000,539416.000000000000000
211,410510034014013,+45.5600858,HUMBOLDT,NECN,-122.6739758,24.000000000000000,28983.000000000000000
212,410510039043018,+45.5791626,KENTON,NPNS,-122.7040410,18.000000000000000,19367.000000000000000
213,410510102003034,+45.5590220,WILKES,EPCO,-122.4903457,13.000000000000000,1341772.000000000000000
214,410510082013013,+45.5073700,HAZELWOOD,EPCO,-122.5610101,42.000000000000000,66050.000000000000000
215,410510006024003,+45.4800294,LENTS,EPCO,-122.5718673,8.000000000000000,27177.000000000000000
216,410510005013035,+45.4766061,MT. SCOTT-ARLETA,SEUL,-122.5973986,20.000000000000000,19749.000000000000000
217,410510039023024,+45.5729822,ARBOR LODGE,NPNS,-122.7007487,11.000000000000000,11895.000000000000000
218,410510023031071,+45.5358054,ELIOT,NECN,-122.6651907,5.000000000000000,45481.000000000000000
219,410510095021006,+45.5493871,ARGAY TERRACE,EPCO,-122.5246161,21.000000000000000,46907.000000000000000
220,410510015002008,+45.5073691,MT. TABOR,SEUL,-122.6065810,23.000000000000000,33434.000000000000000
221,410510016013016,+45.5067330,MT. TABOR,SEUL,-122.5876097,28.000000000000000,38849.000000000000000
222,410510015003001,+45.5159788,MT. TABOR,SEUL,-122.6083478,10.000000000000000,15750.000000000000000
223,410510095011007,+45.5486641,ARGAY TERRACE,EPCO,-122.5144401,14.000000000000000,36759.000000000000000
224,410510029023003,+45.5381583,MADISON SOUTH,CNN,-122.5794307,17.000000000000000,31078.000000000000000
225,410510089031027,+45.4635925,PLEASANT VALLEY,EPCO,-122.4840867,9.000000000000000,23473.000000000000000
226,410510072023087,+45.5973186,EAST COLUMBIA,NPNS,-122.6713997,14.000000000000000,169388.000000000000000
227,410510029033004,+45.5397170,MADISON SOUTH,CNN,-122.5753920,22.000000000000000,29306.000000000000000
228,410510038012008,+45.5806120,KENTON,NPNS,-122.6858118,25.000000000000000,29198.000000000000000
229,410510014003001,+45.5109888,RICHMOND,SEUL,-122.6118862,7.000000000000000,10468.000000000000000
230,410510023033016,+45.5361357,ELIOT,NECN,-122.6591009,2.000000000000000,21052.000000000000000
231,410510016016012,+45.5171942,MT. TABOR,SEUL,-122.5927067,6.000000000000000,10892.000000000000000
232,410510093012002,+45.5256685,GLENFAIR,EPCO,-122.5002272,36.000000000000000,62544.000000000000000
233,410510080012010,+45.5351633,PARKROSE HEIGHTS,EPCO,-122.5503115,25.000000000000000,34924.000000000000000
234,410510037023017,+45.5659830,HUMBOLDT,NECN,-122.6723395,17.000000000000000,21408.000000000000000
235,410510082011026,+45.5123169,HAZELWOOD,EPCO,-122.5509145,22.000000000000000,47824.000000000000000
236,410510039042002,+45.5829050,KENTON,NPNS,-122.6960301,15.000000000000000,17054.000000000000000
237,410510093021014,+45.5276237,HAZELWOOD,EPCO,-122.5296710,59.000000000000000,170577.000000000000000
238,410510038013023,+45.5779763,KENTON,NPNS,-122.6898382,17.000000000000000,16256.000000000000000
239,410510022031039,+45.5424773,ELIOT,NECN,-122.6700006,3.000000000000000,31453.000000000000000
240,410510038032008,+45.5673934,ARBOR LODGE,NPNS,-122.6811621,15.000000000000000,66330.000000000000000
241,410510007013016,+45.4981761,SOUTH TABOR,SEUL,-122.5990002,22.000000000000000,23948.000000000000000
242,410510072023065,+45.5907807,EAST COLUMBIA,NPNS,-122.6789606,6.000000000000000,92796.000000000000000
243,410510093021015,+45.5290408,HAZELWOOD,EPCO,-122.5285224,12.000000000000000,23607.000000000000000
244,410510023031047,+45.5388265,ELIOT,NECN,-122.6682130,15.000000000000000,46133.000000000000000
245,410510079002013,+45.5497127,PARKROSE,EPCO,-122.5410130,129.000000000000000,294733.000000000000000
246,410510039024003,+45.5755403,ARBOR LODGE,NPNS,-122.7043133,63.000000000000000,64346.000000000000000
247,410510005012022,+45.4766180,MT. SCOTT-ARLETA,SEUL,-122.5908132,33.000000000000000,28081.000000000000000
248,410510016011033,+45.5146583,MONTAVILLA,SEUL,-122.5842463,13.000000000000000,13259.000000000000000
249,410510029033016,+45.5353327,MADISON SOUTH,CNN,-122.5777081,22.000000000000000,35716.000000000000000
250,410510082011001,+45.5221999,HAZELWOOD,EPCO,-122.5629124,6.000000000000000,33629.000000000000000
251,410510037021017,+45.5683535,PIEDMONT,NPNS,-122.6660670,14.000000000000000,14946.000000000000000
252,410510094004009,+45.5410628,RUSSELL,EPCO,-122.5179194,20.000000000000000,39556.000000000000000
253,410510102003084,+45.5513467,WILKES,EPCO,-122.4809205,10.000000000000000,267457.000000000000000
254,410510039041011,+45.5863495,KENTON,NPNS,-122.6999670,25.000000000000000,29640.000000000000000
255,410510072023075,+45.5843220,PIEDMONT,NPNS,-122.6738190,1.000000000000000,14246.000000000000000
256,410510089042006,+45.4707629,PLEASANT VALLEY,EPCO,-122.5436323,127.000000000000000,225161.000000000000000
257,410510035014019,+45.5593640,HUMBOLDT,NECN,-122.6760142,17.000000000000000,31689.000000000000000
258,410510034023035,+45.5489440,BOISE,NECN,-122.6742349,11.000000000000000,10682.000000000000000
259,410510039042013,+45.5795041,KENTON,NPNS,-122.6960382,34.000000000000000,31898.000000000000000
260,410510093022005,+45.5240211,HAZELWOOD,EPCO,-122.5271288,22.000000000000000,29542.000000000000000
261,410510038022005,+45.5744145,ARBOR LODGE,NPNS,-122.6867781,36.000000000000000,37605.000000000000000
262,410510009011000,+45.5044281,RICHMOND,SEUL,-122.6234408,17.000000000000000,26721.000000000000000
263,410510089031028,+45.4615463,PLEASANT VALLEY,EPCO,-122.4921357,16.000000000000000,26039.000000000000000
264,410510032002002,+45.5583750,VERNON,NECN,-122.6433765,27.000000000000000,35164.000000000000000
265,410510032003010,+45.5537317,SABIN,NECN,-122.6477581,19.000000000000000,19104.000000000000000
266,410510008023027,+45.4906407,CRESTON-KENILWORTH,SEUL,-122.6208466,28.000000000000000,56008.000000000000000
