OID_,GEOID,INTPTLAT,INTPTLON,COUNT,SUM_SQ_FT
7291,410510008011012,+45.5008342,-122.6035722,22.000000000000000,24577.000000000000000
7292,410510063002018,+45.4426468,-122.6717643,2.000000000000000,7237.000000000000000
7293,410510028011011,+45.5461662,-122.6101484,38.000000000000000,34907.000000000000000
7294,410510012012007,+45.5134569,-122.6401261,30.000000000000000,47374.000000000000000
7295,410510011011177,+45.5139994,-122.6551870,3.000000000000000,27532.000000000000000
7296,410510011021033,+45.5104511,-122.6602817,1.000000000000000,21797.000000000000000
7297,410510015001015,+45.5099633,-122.6031133,83.000000000000000,82080.000000000000000
7298,410510027011013,+45.5461956,-122.6172532,32.000000000000000,37424.000000000000000
7299,410510062003015,+45.4624931,-122.6917759,18.000000000000000,25384.000000000000000
7300,410510016012007,+45.5125584,-122.5833490,41.000000000000000,58807.000000000000000
7301,410510027022025,+45.5328571,-122.6166919,14.000000000000000,76748.000000000000000
7302,410510006022021,+45.4697798,-122.5720729,49.000000000000000,48698.000000000000000
7303,410510030001020,+45.5605754,-122.6216656,32.000000000000000,38503.000000000000000
7304,410510096062009,+45.5212983,-122.4794724,43.000000000000000,126206.000000000000000
7305,410510038023026,+45.5708319,-122.6909646,40.000000000000000,37172.000000000000000
7306,410510016021007,+45.5187550,-122.5781186,5.000000000000000,35931.000000000000000
7307,410510072012006,+45.6093258,-122.6785460,18.000000000000000,71277.000000000000000
7308,410510023032022,+45.5347112,-122.6601259,1.000000000000000,12925.000000000000000
7309,410510062003001,+45.4631559,-122.6940755,14.000000000000000,23480.000000000000000
7310,410510011011086,+45.5147465,-122.6652292,5.000000000000000,32644.000000000000000
7311,410510045001084,+45.5378992,-122.6919292,4.000000000000000,134808.000000000000000
7312,410510029033011,+45.5375741,-122.5734525,21.000000000000000,31448.000000000000000
7313,410510001006018,+45.4618295,-122.6574830,13.000000000000000,13537.000000000000000
7314,410510028011015,+45.5461492,-122.6060889,30.000000000000000,31935.000000000000000
7315,410510080021014,+45.5426503,-122.5454400,72.000000000000000,104932.000000000000000
7316,410510030002018,+45.5561277,-122.6219258,21.000000000000000,21212.000000000000000
7317,410510041012020,+45.5968137,-122.7397193,24.000000000000000,29760.000000000000000
7318,410510041022010,+45.5865420,-122.7414910,23.000000000000000,27979.000000000000000
7319,410510068022015,+45.4874692,-122.7118063,44.000000000000000,109814.000000000000000
7320,410510092023004,+45.5123217,-122.5191491,16.000000000000000,28180.000000000000000
7321,410510035022008,+45.5527775,-122.6835881,23.000000000000000,23617.000000000000000
7322,410510046011018,+45.5259569,-122.7031038,65.000000000000000,172667.000000000000000
7323,410510021001097,+45.5218543,-122.6581776,2.000000000000000,32988.000000000000000
7324,410670301022034,+45.5334899,-122.7754411,10.000000000000000,27396.000000000000000
7325,410510088002015,+45.4636765,-122.5980960,13.000000000000000,14945.000000000000000
7326,410510088001009,+45.4636831,-122.5960499,14.000000000000000,18467.000000000000000
7327,410510029023018,+45.5351322,-122.5804858,15.000000000000000,21355.000000000000000
7328,410510021001092,+45.5225636,-122.6571587,4.000000000000000,26431.000000000000000
7329,410510004021010,+45.4893898,-122.6067734,20.000000000000000,24768.000000000000000
7330,410510040021003,+45.5790945,-122.7175890,34.000000000000000,30227.000000000000000
7331,410670304023002,+45.4844978,-122.7456986,40.000000000000000,91672.000000000000000
7332,410510004012005,+45.4851814,-122.6139246,9.000000000000000,12961.000000000000000
7333,410510046012067,+45.5205624,-122.7102312,26.000000000000000,48607.000000000000000
7334,410510004022040,+45.4824372,-122.6018228,12.000000000000000,12895.000000000000000
7335,410670315133039,+45.5572345,-122.8122990,17.000000000000000,41628.000000000000000
7336,410510018012006,+45.5253247,-122.6002220,46.000000000000000,59776.000000000000000
7337,410510007022002,+45.4956381,-122.5885710,60.000000000000000,61361.000000000000000
7338,410510029033004,+45.5397170,-122.5753920,22.000000000000000,29306.000000000000000
7339,410510042002002,+45.5972195,-122.7714188,9.000000000000000,4477.000000000000000
7340,410510046011026,+45.5256426,-122.7087899,9.000000000000000,18455.000000000000000
7341,410670306003017,+45.4460352,-122.7517787,2.000000000000000,2616.000000000000000
7342,410510063001024,+45.4610032,-122.6800438,5.000000000000000,9604.000000000000000
7343,410510099033013,+45.4774290,-122.4703189,160.000000000000000,342688.000000000000000
7344,410510087001021,+45.4698641,-122.5927584,36.000000000000000,41022.000000000000000
7345,410510047002016,+45.5279568,-122.7014268,14.000000000000000,35367.000000000000000
7346,410510072021241,+45.5891412,-122.6820717,1.000000000000000,3724.000000000000000
7347,410670304022003,+45.4797266,-122.7518439,14.000000000000000,62027.000000000000000
7348,410510028022015,+45.5344212,-122.6073749,33.000000000000000,29610.000000000000000
7349,410510047002011,+45.5291302,-122.7030957,8.000000000000000,35089.000000000000000
7350,410510068011012,+45.4939554,-122.7286818,21.000000000000000,39299.000000000000000
7351,410510095023015,+45.5532534,-122.5274502,20.000000000000000,45936.000000000000000
7352,410670301022007,+45.5330715,-122.7735069,2.000000000000000,3549.000000000000000
7353,410510082011000,+45.5221869,-122.5602628,15.000000000000000,42192.000000000000000
7354,410510005012019,+45.4784647,-122.5931767,23.000000000000000,19742.000000000000000
7355,410510017022011,+45.5236760,-122.5775243,27.000000000000000,32624.000000000000000
7356,410510004014002,+45.4861772,-122.6169945,14.000000000000000,17824.000000000000000
7357,410510040012011,+45.5833121,-122.7189598,22.000000000000000,26335.000000000000000
7358,410510005024014,+45.4799535,-122.5873596,10.000000000000000,15349.000000000000000
7359,410510003012009,+45.4841896,-122.6405689,10.000000000000000,425797.000000000000000
7360,410510017011009,+45.5332082,-122.5853187,14.000000000000000,11617.000000000000000
7361,410510029023022,+45.5364602,-122.5825980,31.000000000000000,30216.000000000000000
7362,410510017012009,+45.5297559,-122.5852558,26.000000000000000,28298.000000000000000
7363,410510040022020,+45.5774960,-122.7235620,8.000000000000000,9564.000000000000000
7364,410510050001098,+45.5275458,-122.6848244,2.000000000000000,39764.000000000000000
7365,410510049001025,+45.5309890,-122.6915493,2.000000000000000,19626.000000000000000
7366,410670315131045,+45.5498901,-122.8085395,23.000000000000000,39145.000000000000000
7367,410510040014011,+45.5872241,-122.7258750,23.000000000000000,27970.000000000000000
7368,410510017015010,+45.5252281,-122.5906387,18.000000000000000,23343.000000000000000
7369,410510006014022,+45.4828951,-122.5753884,22.000000000000000,24376.000000000000000
7370,410510014001000,+45.5189408,-122.6186635,17.000000000000000,25344.000000000000000
7371,410670306001003,+45.4524200,-122.7504157,11.000000000000000,25256.000000000000000
7372,410510035021000,+45.5550585,-122.6760421,24.000000000000000,25707.000000000000000
7373,410510005012008,+45.4798671,-122.5906042,18.000000000000000,30236.000000000000000
7374,410510072021253,+45.5891521,-122.6946426,4.000000000000000,20183.000000000000000
7375,410510004022029,+45.4816117,-122.6080233,9.000000000000000,11731.000000000000000
7376,410510027013016,+45.5398021,-122.6154652,31.000000000000000,41015.000000000000000
7377,410510042002060,+45.5890863,-122.7549526,6.000000000000000,26420.000000000000000
7378,410510040023007,+45.5839609,-122.7356766,12.000000000000000,14690.000000000000000
7379,410510091022006,+45.4955286,-122.5101986,9.000000000000000,19280.000000000000000
7380,410670301011002,+45.5224323,-122.7786900,27.000000000000000,44005.000000000000000
7381,410510050001065,+45.5311244,-122.6839507,1.000000000000000,37817.000000000000000
7382,410670305023012,+45.4574866,-122.7546863,39.000000000000000,90370.000000000000000
7383,410510006023008,+45.4767136,-122.5767326,19.000000000000000,19706.000000000000000
7384,410670304023027,+45.4738768,-122.7455844,13.000000000000000,32702.000000000000000
7385,410510022031079,+45.5414730,-122.6752317,6.000000000000000,33179.000000000000000
7386,410510011011154,+45.5118861,-122.6643446,1.000000000000000,19810.000000000000000
7387,410510092021006,+45.5211181,-122.5164126,33.000000000000000,54998.000000000000000
7388,410670306001017,+45.4448934,-122.7442019,5.000000000000000,7208.000000000000000
7389,410510003023005,+45.4673919,-122.6186983,10.000000000000000,16886.000000000000000
7390,410510005025014,+45.4875328,-122.5885318,30.000000000000000,36672.000000000000000
7391,410510049001004,+45.5344039,-122.6997942,6.000000000000000,53318.000000000000000
7392,410510043001189,+45.5427695,-122.7193156,2.000000000000000,24951.000000000000000
7393,410510042001003,+45.5956645,-122.7595981,39.000000000000000,41386.000000000000000
7394,410510018012018,+45.5235867,-122.5945867,10.000000000000000,19655.000000000000000
7395,410510046022004,+45.5177920,-122.6991537,9.000000000000000,12055.000000000000000
7396,410510033022012,+45.5526730,-122.6561620,22.000000000000000,24138.000000000000000
7397,410510002001012,+45.4849756,-122.6489693,25.000000000000000,65396.000000000000000
7398,410510006011019,+45.4870648,-122.5595480,24.000000000000000,38331.000000000000000
7399,410510069001037,+45.5130286,-122.7277002,45.000000000000000,98586.000000000000000
7400,410510035013013,+45.5587403,-122.6835593,33.000000000000000,35449.000000000000000
7401,410510003024016,+45.4653575,-122.6233960,17.000000000000000,23414.000000000000000
7402,410670307001002,+45.4397955,-122.7491913,13.000000000000000,125837.000000000000000
7403,410510041023013,+45.5865909,-122.7520443,8.000000000000000,13638.000000000000000
7404,410510082023019,+45.5052600,-122.5383103,22.000000000000000,54973.000000000000000
7405,410510067012016,+45.4803920,-122.7411429,27.000000000000000,225911.000000000000000
7406,410510094001011,+45.5390259,-122.5046410,57.000000000000000,144085.000000000000000
7407,410510005023000,+45.4792441,-122.5803582,12.000000000000000,23437.000000000000000
7408,410510004013060,+45.4760625,-122.6107312,8.000000000000000,8189.000000000000000
7409,410510041021015,+45.5917253,-122.7358903,10.000000000000000,10387.000000000000000
7410,410510069001072,+45.5110195,-122.7282176,7.000000000000000,11560.000000000000000
7411,410510043001080,+45.5725205,-122.7470422,3.000000000000000,5602.000000000000000
7412,410670307002028,+45.4299038,-122.7472893,3.000000000000000,15977.000000000000000
7413,410510028022010,+45.5358160,-122.6094010,29.000000000000000,33555.000000000000000
7414,410510018013031,+45.5247211,-122.6111328,22.000000000000000,28381.000000000000000
7415,410510018022023,+45.5174965,-122.6130298,12.000000000000000,13248.000000000000000
7416,410510019001016,+45.5297301,-122.6216673,31.000000000000000,40569.000000000000000
7417,410670306002022,+45.4487539,-122.7539930,29.000000000000000,64838.000000000000000
7418,410510014001003,+45.5179352,-122.6223738,36.000000000000000,87553.000000000000000
7419,410670304021000,+45.4759693,-122.7476923,7.000000000000000,2219.000000000000000
7420,410510091011013,+45.4979855,-122.5004099,26.000000000000000,49767.000000000000000
7421,410510001002013,+45.4711740,-122.6523409,21.000000000000000,18771.000000000000000
7422,410510049003005,+45.5281378,-122.6914428,11.000000000000000,63816.000000000000000
7423,410510040013002,+45.5857051,-122.7231013,27.000000000000000,34069.000000000000000
7424,410510012021017,+45.5101325,-122.6371376,26.000000000000000,31319.000000000000000
7425,410510075002020,+45.5532728,-122.6135810,31.000000000000000,47792.000000000000000
7426,410510066011009,+45.4714602,-122.7311559,40.000000000000000,58819.000000000000000
7427,410510042002033,+45.5950695,-122.7614756,27.000000000000000,34956.000000000000000
7428,410510004012003,+45.4856785,-122.6129031,28.000000000000000,37219.000000000000000
7429,410510086002014,+45.4642717,-122.5815631,33.000000000000000,93451.000000000000000
7430,410510046011010,+45.5282241,-122.7078956,19.000000000000000,41292.000000000000000
7431,410670315131027,+45.5551895,-122.8239401,18.000000000000000,43473.000000000000000
7432,410510029021019,+45.5472874,-122.5853618,38.000000000000000,42660.000000000000000
7433,410510088003020,+45.4652083,-122.6136341,9.000000000000000,9894.000000000000000
7434,410510017011005,+45.5345171,-122.5866871,33.000000000000000,46182.000000000000000
7435,410510003024025,+45.4624841,-122.6172165,2.000000000000000,4216.000000000000000
7436,410510067021020,+45.4771738,-122.7086014,48.000000000000000,66534.000000000000000
7437,410510016021015,+45.5177797,-122.5702402,11.000000000000000,12555.000000000000000
7438,410510088001007,+45.4651353,-122.5912751,30.000000000000000,33807.000000000000000
7439,410510043001182,+45.5423637,-122.6996562,1.000000000000000,2905.000000000000000
7440,410510040021009,+45.5766259,-122.7139480,10.000000000000000,14054.000000000000000
7441,410510039013009,+45.5821393,-122.7033618,81.000000000000000,85972.000000000000000
7442,410510025016013,+45.5459204,-122.6416195,2.000000000000000,47872.000000000000000
7443,410670304023005,+45.4822042,-122.7459967,17.000000000000000,35083.000000000000000
7444,410670304022011,+45.4802612,-122.7570749,40.000000000000000,130034.000000000000000
7445,410670301022025,+45.5291832,-122.7656157,2.000000000000000,6876.000000000000000
7446,410670301022035,+45.5329781,-122.7787332,20.000000000000000,54832.000000000000000
7447,410510005013035,+45.4766061,-122.5973986,20.000000000000000,19749.000000000000000
7448,410510002003020,+45.4692796,-122.6456822,42.000000000000000,41970.000000000000000
7449,410510006023020,+45.4751932,-122.5702627,19.000000000000000,15307.000000000000000
7450,410510028011023,+45.5445361,-122.6009725,31.000000000000000,39136.000000000000000
7451,410510007021001,+45.4971466,-122.5817314,7.000000000000000,11324.000000000000000
7452,410510041014006,+45.6143652,-122.7679534,7.000000000000000,6918.000000000000000
7453,410510005014008,+45.4893449,-122.5987310,16.000000000000000,17982.000000000000000
7454,410510048002007,+45.5236988,-122.6946903,2.000000000000000,20083.000000000000000
7455,410510042001005,+45.5961034,-122.7561040,43.000000000000000,43196.000000000000000
7456,410510045001019,+45.5406017,-122.6974881,2.000000000000000,29196.000000000000000
7457,410510055002008,+45.5173835,-122.6909934,3.000000000000000,19533.000000000000000
7458,410510004012022,+45.4809631,-122.6129017,11.000000000000000,11385.000000000000000
7459,410510083011008,+45.4967862,-122.5751937,3.000000000000000,42793.000000000000000
7460,410510098031013,+45.4924271,-122.4707124,15.000000000000000,26780.000000000000000
7461,410510106001009,+45.5226774,-122.6825673,3.000000000000000,22698.000000000000000
7462,410510003022040,+45.4721333,-122.6218322,16.000000000000000,22593.000000000000000
7463,410670305021026,+45.4548677,-122.7531740,13.000000000000000,17137.000000000000000
7464,410510038023000,+45.5762850,-122.6875079,15.000000000000000,16905.000000000000000
7465,410510012021016,+45.5101306,-122.6354401,17.000000000000000,19264.000000000000000
7466,410510027022001,+45.5344345,-122.6124494,29.000000000000000,31424.000000000000000
7467,410510045001072,+45.5387463,-122.6964056,1.000000000000000,20495.000000000000000
7468,410510037021012,+45.5694726,-122.6684032,11.000000000000000,14122.000000000000000
7469,410510043001042,+45.6005400,-122.8298075,25.000000000000000,47777.000000000000000
7470,410510043001201,+45.5524028,-122.7291612,4.000000000000000,251270.000000000000000
7471,410510005021014,+45.4849415,-122.5828633,15.000000000000000,24319.000000000000000
7472,410510040013000,+45.5854226,-122.7214572,28.000000000000000,31968.000000000000000
7473,410510043001078,+45.5735235,-122.7546435,1.000000000000000,1957.000000000000000
7474,410670315133027,+45.5630474,-122.8336421,25.000000000000000,43227.000000000000000
7475,410670301022024,+45.5279680,-122.7794767,59.000000000000000,121174.000000000000000
7476,410510033013008,+45.5614801,-122.6588141,14.000000000000000,21582.000000000000000
7477,410670301022054,+45.5201872,-122.7690997,8.000000000000000,16019.000000000000000
7478,410510039014003,+45.5838270,-122.7097195,5.000000000000000,8522.000000000000000
7479,410510042001024,+45.5915395,-122.7488343,24.000000000000000,26552.000000000000000
7480,410510084001011,+45.5016047,-122.5392494,16.000000000000000,29193.000000000000000
7481,410510018021025,+45.5205316,-122.5983323,39.000000000000000,61903.000000000000000
7482,410510016021006,+45.5189251,-122.5761114,11.000000000000000,17194.000000000000000
7483,410510087001013,+45.4722755,-122.5937340,35.000000000000000,41524.000000000000000
7484,410510004023017,+45.4789298,-122.6034786,13.000000000000000,20336.000000000000000
7485,410510017012025,+45.5274154,-122.5829652,35.000000000000000,49230.000000000000000
7486,410510016011017,+45.5170105,-122.5823621,14.000000000000000,15030.000000000000000
7487,410510004021000,+45.4884525,-122.5994915,67.000000000000000,67943.000000000000000
7488,410510016011009,+45.5177940,-122.5823619,12.000000000000000,12831.000000000000000
7489,410510081002011,+45.5244612,-122.5638925,9.000000000000000,8863.000000000000000
7490,410510057002017,+45.5107471,-122.6802014,1.000000000000000,38249.000000000000000
7491,410510049002005,+45.5239052,-122.6887490,1.000000000000000,28741.000000000000000
7492,410510040024018,+45.5789423,-122.7312205,11.000000000000000,12543.000000000000000
7493,410510008023033,+45.4911315,-122.6134070,34.000000000000000,27710.000000000000000
7494,410510052004022,+45.5184616,-122.6930559,6.000000000000000,16893.000000000000000
7495,410670304022001,+45.4828212,-122.7527069,88.000000000000000,339290.000000000000000
7496,410510072021009,+45.6095802,-122.6920157,10.000000000000000,12883.000000000000000
7497,410510039024010,+45.5763538,-122.7105476,28.000000000000000,39912.000000000000000
7498,410510083022027,+45.4906606,-122.5505859,69.000000000000000,160922.000000000000000
7499,410510043001065,+45.5934677,-122.7821759,7.000000000000000,8487.000000000000000
7500,410510017014022,+45.5194729,-122.5797795,3.000000000000000,20300.000000000000000
7501,410510006014002,+45.4890999,-122.5763016,33.000000000000000,37439.000000000000000
7502,410510028023027,+45.5319642,-122.5995798,19.000000000000000,15821.000000000000000
7503,410510039015024,+45.5855468,-122.7055658,22.000000000000000,39340.000000000000000
7504,410510070001046,+45.5259144,-122.7608119,9.000000000000000,23993.000000000000000
7505,410510042001036,+45.5903034,-122.7522671,3.000000000000000,47986.000000000000000
7506,410510007012004,+45.5007466,-122.5833782,22.000000000000000,23524.000000000000000
7507,410510018021014,+45.5211924,-122.6155699,80.000000000000000,85474.000000000000000
7508,410510038033001,+45.5695210,-122.6852065,33.000000000000000,28532.000000000000000
7509,410510091011001,+45.5029740,-122.4998961,61.000000000000000,155546.000000000000000
7510,410510102003099,+45.5524757,-122.4759177,12.000000000000000,850201.000000000000000
7511,410670315084004,+45.5479103,-122.8050381,19.000000000000000,45984.000000000000000
7512,410510067012018,+45.4846662,-122.7269522,20.000000000000000,29209.000000000000000
7513,410510016011029,+45.5150510,-122.5823443,16.000000000000000,16451.000000000000000
7514,410510019004017,+45.5317647,-122.6242285,8.000000000000000,15678.000000000000000
7515,410510048003001,+45.5266373,-122.6954469,19.000000000000000,61791.000000000000000
7516,410510063001036,+45.4556113,-122.6813524,15.000000000000000,20491.000000000000000
7517,410510027021009,+45.5384057,-122.6194166,21.000000000000000,28628.000000000000000
7518,410510043001154,+45.5484587,-122.7111354,4.000000000000000,15447.000000000000000
7519,410510036023005,+45.5694662,-122.6491958,16.000000000000000,24665.000000000000000
7520,410670315071007,+45.5406866,-122.8183494,241.000000000000000,837101.000000000000000
7521,410510028023012,+45.5317322,-122.6094506,28.000000000000000,28654.000000000000000
7522,410510017012014,+45.5281690,-122.5852400,16.000000000000000,18960.000000000000000
7523,410510022031005,+45.5475320,-122.6739621,6.000000000000000,33249.000000000000000
7524,410510030002003,+45.5574859,-122.6239607,29.000000000000000,30821.000000000000000
7525,410510098031000,+45.4985693,-122.4664181,346.000000000000000,774666.000000000000000
7526,410510017017012,+45.5332127,-122.5903295,9.000000000000000,13111.000000000000000
7527,410510067012002,+45.4866096,-122.7303623,21.000000000000000,49599.000000000000000
7528,410510019001019,+45.5276333,-122.6199856,21.000000000000000,32284.000000000000000
7529,410510003012036,+45.4809963,-122.6211091,11.000000000000000,13070.000000000000000
7530,410510040022017,+45.5789210,-122.7225035,9.000000000000000,8811.000000000000000
7531,410510071002035,+45.6597218,-122.8014090,112.000000000000000,307226.000000000000000
7532,410670306002000,+45.4536807,-122.7535370,27.000000000000000,54470.000000000000000
7533,410510005022004,+45.4820160,-122.5828349,30.000000000000000,29035.000000000000000
7534,410510004013031,+45.4780856,-122.6169688,10.000000000000000,12124.000000000000000
7535,410510004012012,+45.4840514,-122.6102607,23.000000000000000,19631.000000000000000
7536,410510017014015,+45.5197425,-122.5853079,17.000000000000000,24431.000000000000000
7537,410510050001125,+45.5243859,-122.6857643,7.000000000000000,34445.000000000000000
7538,410670304023036,+45.4680097,-122.7479607,32.000000000000000,51900.000000000000000
7539,410670304023037,+45.4685144,-122.7491940,7.000000000000000,13909.000000000000000
7540,410670315133029,+45.5657296,-122.8331878,28.000000000000000,31408.000000000000000
7541,410510070004003,+45.5437613,-122.7773088,3.000000000000000,11359.000000000000000
7542,410510014003009,+45.5116681,-122.6196951,12.000000000000000,17513.000000000000000
7543,410670305021012,+45.4593928,-122.7446009,27.000000000000000,61337.000000000000000
7544,410670301022055,+45.5285616,-122.7813260,20.000000000000000,43713.000000000000000
7545,410510005014020,+45.4848652,-122.5971052,24.000000000000000,23915.000000000000000
7546,410510017021010,+45.5313222,-122.5776809,30.000000000000000,39380.000000000000000
7547,410510028012039,+45.5392707,-122.6010681,16.000000000000000,18121.000000000000000
7548,410670303001043,+45.4970571,-122.7443157,6.000000000000000,12446.000000000000000
7549,410670301014002,+45.5140844,-122.7512408,9.000000000000000,30937.000000000000000
7550,410510020004020,+45.5200238,-122.6403842,1.000000000000000,85752.000000000000000
7551,410510097023014,+45.5165091,-122.4923134,12.000000000000000,25618.000000000000000
7552,410670315092014,+45.5949038,-122.8688013,7.000000000000000,5920.000000000000000
7553,410510011021098,+45.5062686,-122.6581736,1.000000000000000,3680.000000000000000
7554,410510042002030,+45.5924191,-122.7601373,21.000000000000000,25260.000000000000000
7555,410510089011069,+45.4628390,-122.5169449,1.000000000000000,1893.000000000000000
7556,410510106001024,+45.5214192,-122.6830914,1.000000000000000,18355.000000000000000
7557,410510097023015,+45.5162436,-122.4910701,19.000000000000000,38262.000000000000000
7558,410510046012060,+45.5109733,-122.7143039,2.000000000000000,540.000000000000000
7559,410510024023024,+45.5339807,-122.6560722,3.000000000000000,19300.000000000000000
7560,410510062002008,+45.4665175,-122.6892627,11.000000000000000,12803.000000000000000
7561,410510047003013,+45.5238639,-122.6991059,3.000000000000000,29618.000000000000000
7562,410510087003010,+45.4715453,-122.6129812,24.000000000000000,27554.000000000000000
7563,410510043001024,+45.5997800,-122.7852089,3.000000000000000,11585.000000000000000
7564,410510046011013,+45.5279340,-122.7143548,15.000000000000000,41022.000000000000000
7565,410510049002002,+45.5252856,-122.6913370,6.000000000000000,51820.000000000000000
7566,410510065011034,+45.4554245,-122.7258098,10.000000000000000,18527.000000000000000
7567,410670315084006,+45.5457210,-122.8013531,343.000000000000000,757046.000000000000000
7568,410510055001033,+45.5144618,-122.6940562,39.000000000000000,80537.000000000000000
7569,410510039013020,+45.5788393,-122.7020157,18.000000000000000,17903.000000000000000
7570,410510011021041,+45.5097280,-122.6572440,7.000000000000000,19435.000000000000000
7571,410510049003003,+45.5288765,-122.6899501,4.000000000000000,19333.000000000000000
7572,410510043001179,+45.5399830,-122.7100929,10.000000000000000,224591.000000000000000
7573,410510083022010,+45.4916513,-122.5643560,46.000000000000000,48049.000000000000000
7574,410510003022038,+45.4715433,-122.6202648,11.000000000000000,16667.000000000000000
7575,410510070004015,+45.5432448,-122.7815518,6.000000000000000,6610.000000000000000
7576,410510065011007,+45.4660271,-122.7236524,15.000000000000000,23833.000000000000000
7577,410510043001163,+45.5433343,-122.7179725,3.000000000000000,184372.000000000000000
7578,410670304023032,+45.4707489,-122.7482047,14.000000000000000,28927.000000000000000
7579,410510049003001,+45.5295632,-122.6914965,9.000000000000000,60597.000000000000000
7580,410510027013009,+45.5398060,-122.6224595,31.000000000000000,36797.000000000000000
7581,410510042002043,+45.5898344,-122.7576359,10.000000000000000,10719.000000000000000
7582,410510040022011,+45.5794548,-122.7221096,20.000000000000000,20048.000000000000000
7583,410510016016003,+45.5197525,-122.5936909,13.000000000000000,17503.000000000000000
7584,410510017015012,+45.5237800,-122.5873464,35.000000000000000,34429.000000000000000
7585,410510038021044,+45.5708428,-122.6772308,32.000000000000000,30267.000000000000000
7586,410510008013005,+45.5037173,-122.6150848,32.000000000000000,29017.000000000000000
7587,410510092023010,+45.5098411,-122.5174091,7.000000000000000,8867.000000000000000
7588,410510051002021,+45.5254442,-122.6827167,3.000000000000000,26601.000000000000000
7589,410510041022023,+45.5852723,-122.7468309,23.000000000000000,26029.000000000000000
7590,410510038033000,+45.5695107,-122.6830829,24.000000000000000,28941.000000000000000
7591,410510052004007,+45.5222306,-122.6947945,2.000000000000000,10026.000000000000000
7592,410510005013025,+45.4780288,-122.5957645,18.000000000000000,17985.000000000000000
7593,410510045001059,+45.5361553,-122.7018523,31.000000000000000,82299.000000000000000
7594,410510050001111,+45.5260643,-122.6878083,4.000000000000000,21713.000000000000000
7595,410510040024020,+45.5782295,-122.7317492,8.000000000000000,8894.000000000000000
7596,410510106001049,+45.5184760,-122.6806457,1.000000000000000,38141.000000000000000
7597,410670301022022,+45.5254582,-122.7760721,16.000000000000000,24627.000000000000000
7598,410510039015001,+45.5893765,-122.7038569,22.000000000000000,28220.000000000000000
7599,410670305021028,+45.4544501,-122.7503630,17.000000000000000,25642.000000000000000
7600,410510029024026,+45.5309833,-122.5998641,11.000000000000000,27858.000000000000000
7601,410510098012007,+45.5098145,-122.4743888,12.000000000000000,78487.000000000000000
7602,410510040022030,+45.5753710,-122.7251410,12.000000000000000,10413.000000000000000
7603,410510005014024,+45.4839659,-122.5950364,11.000000000000000,10088.000000000000000
7604,410510052002005,+45.5211457,-122.6878486,5.000000000000000,36411.000000000000000
7605,410510039011005,+45.5891930,-122.7007607,39.000000000000000,50656.000000000000000
7606,410510069001022,+45.5127203,-122.7362036,59.000000000000000,113494.000000000000000
7607,410510005025018,+45.4863346,-122.5878734,9.000000000000000,14707.000000000000000
7608,410510006014015,+45.4863603,-122.5763542,21.000000000000000,18126.000000000000000
7609,410510039014000,+45.5838184,-122.7059890,6.000000000000000,6981.000000000000000
7610,410510082013016,+45.5048927,-122.5628363,8.000000000000000,12271.000000000000000
7611,410670315091001,+45.5703840,-122.8498307,1320.000000000000000,2931039.000000000000000
7612,410510019001031,+45.5275459,-122.6219626,29.000000000000000,33433.000000000000000
7613,410510036024015,+45.5711850,-122.6416140,14.000000000000000,15033.000000000000000
7614,410510014001018,+45.5146595,-122.6222165,14.000000000000000,19265.000000000000000
7615,410510028023022,+45.5316270,-122.6026681,23.000000000000000,24944.000000000000000
7616,410510020001028,+45.5295195,-122.6429235,11.000000000000000,26680.000000000000000
7617,410510040022013,+45.5781166,-122.7205384,39.000000000000000,36637.000000000000000
7618,410510092011010,+45.5090360,-122.5216094,35.000000000000000,48841.000000000000000
7619,410510047003012,+45.5240832,-122.6968778,16.000000000000000,48151.000000000000000
7620,410510045001091,+45.5363447,-122.6874091,1.000000000000000,228.000000000000000
7621,410510017012018,+45.5292923,-122.5824513,37.000000000000000,39323.000000000000000
7622,410510039015040,+45.5847058,-122.7118639,21.000000000000000,24454.000000000000000
7623,410510082021000,+45.5207698,-122.5481976,64.000000000000000,105113.000000000000000
7624,410510014002018,+45.5132300,-122.6208530,21.000000000000000,24050.000000000000000
7625,410510010001002,+45.4999982,-122.6516832,11.000000000000000,19873.000000000000000
7626,410510050001155,+45.5232304,-122.6877128,2.000000000000000,13195.000000000000000
7627,410670307001004,+45.4372488,-122.7540906,18.000000000000000,143114.000000000000000
7628,410670301022038,+45.5296220,-122.7781249,21.000000000000000,49847.000000000000000
7629,410510028021017,+45.5371245,-122.6041469,25.000000000000000,24202.000000000000000
7630,410510027021026,+45.5358195,-122.6164516,21.000000000000000,40100.000000000000000
7631,410510045001081,+45.5373797,-122.6983325,2.000000000000000,2014.000000000000000
7632,410510043001195,+45.5418162,-122.7161101,3.000000000000000,99163.000000000000000
7633,410670305012018,+45.4633609,-122.7607732,216.000000000000000,378622.000000000000000
7634,410510083011022,+45.4937832,-122.5782053,1.000000000000000,2120.000000000000000
7635,410670315081001,+45.5382842,-122.7862876,108.000000000000000,226901.000000000000000
7636,410510052001012,+45.5223480,-122.6894419,4.000000000000000,38001.000000000000000
7637,410510040012024,+45.5815840,-122.7149965,23.000000000000000,24579.000000000000000
7638,410510064022021,+45.4392262,-122.6970092,106.000000000000000,253217.000000000000000
7639,410050203031011,+45.4299611,-122.7156921,47.000000000000000,149905.000000000000000
