OID_,geoid,intptlat,intptlon,NAME,COALIT
1590,410510059003009.000000000000000,45.477832794189453,-122.678825378417969,SOUTH PORTLAND,SWCS
1591,410510092011002.000000000000000,45.517471313476562,-122.521865844726562,HAZELWOOD,EPCO
1592,410510016024007.000000000000000,45.512939453125000,-122.573600769042969,MONTAVILLA,SEUL
1593,410510016022007.000000000000000,45.512935638427734,-122.572616577148438,MONTAVILLA,SEUL
1594,410510016024018.000000000000000,45.511489868164062,-122.573600769042969,MONTAVILLA,SEUL
1595,410510016022014.000000000000000,45.511482238769531,-122.572616577148438,MONTAVILLA,SEUL
1596,410510016022009.000000000000000,45.512042999267578,-122.570625305175781,MONTAVILLA,SEUL
1597,410510082013013.000000000000000,45.505802154541016,-122.565612792968750,MONTAVILLA,SEUL
1598,410510016023000.000000000000000,45.510437011718750,-122.570602416992188,MONTAVILLA,SEUL
1599,410510016022020.000000000000000,45.511886596679688,-122.567794799804688,MONTAVILLA,SEUL
1600,410510016023005.000000000000000,45.509716033935547,-122.570610046386719,MONTAVILLA,SEUL
1601,410510016023006.000000000000000,45.509033203125000,-122.570655822753906,MONTAVILLA,SEUL
1602,410510016023007.000000000000000,45.508506774902344,-122.572769165039062,MONTAVILLA,SEUL
1603,410510016023013.000000000000000,45.508136749267578,-122.570648193359375,MONTAVILLA,SEUL
1604,410510070002076.000000000000000,45.536151885986328,-122.761810302734375,NORTHWEST HEIGHTS,NWNW
1605,410510016022016.000000000000000,45.508884429931641,-122.566925048828125,MONTAVILLA,SEUL
1606,410510070002077.000000000000000,45.536392211914062,-122.761405944824219,NORTHWEST HEIGHTS,NWNW
1607,410510016022012.000000000000000,45.513385772705078,-122.567001342773438,MONTAVILLA,SEUL
1608,410510016022017.000000000000000,45.509468078613281,-122.567810058593750,MONTAVILLA,SEUL
1609,410510072021186.000000000000000,45.593704223632812,-122.647109985351562,EAST COLUMBIA,NPNS
1610,410510016023015.000000000000000,45.504878997802734,-122.569572448730469,MONTAVILLA,SEUL
1611,410510083012020.000000000000000,45.498218536376953,-122.565826416015625,POWELLHURST-GILBERT,EPCO
1612,410510059003027.000000000000000,45.475212097167969,-122.677658081054688,SOUTH PORTLAND,SWCS
1613,410510073001170.000000000000000,45.567913055419922,-122.584388732910156,CULLY,CNN
1614,410510083012019.000000000000000,45.498867034912109,-122.571090698242188,POWELLHURST-GILBERT,EPCO
1615,410510016022018.000000000000000,45.505630493164062,-122.565986633300781,MONTAVILLA,SEUL
1616,410510080012001.000000000000000,45.538505554199219,-122.552474975585938,PARKROSE HEIGHTS,EPCO
1617,410510080012000.000000000000000,45.538509368896484,-122.550292968750000,PARKROSE HEIGHTS,EPCO
1618,410510080012007.000000000000000,45.537845611572266,-122.550300598144531,PARKROSE HEIGHTS,EPCO
1619,410510039014035.000000000000000,45.579463958740234,-122.710220336914062,PORTSMOUTH,NPNS
1620,410510059004029.000000000000000,45.488819122314453,-122.679199218750000,SOUTH PORTLAND,SWCS
1621,410510050001041.000000000000000,45.532505035400391,-122.686721801757812,PEARL DISTRICT,NWNW
1622,410510072021264.000000000000000,45.592670440673828,-122.710899353027344,KENTON,NPNS
1623,410510082013015.000000000000000,45.507369995117188,-122.561012268066406,HAZELWOOD,EPCO
1624,410510082012012.000000000000000,45.505527496337891,-122.558418273925781,HAZELWOOD,EPCO
1625,410510082013014.000000000000000,45.505920410156250,-122.560997009277344,HAZELWOOD,EPCO
1626,410510083021027.000000000000000,45.497356414794922,-122.565338134765625,LENTS,EPCO
1627,410510050001034.000000000000000,45.532520294189453,-122.686027526855469,PEARL DISTRICT,NWNW
1628,410510050001035.000000000000000,45.532535552978516,-122.685012817382812,PEARL DISTRICT,NWNW
1629,410510050001036.000000000000000,45.532554626464844,-122.683998107910156,PEARL DISTRICT,NWNW
1630,410510083022007.000000000000000,45.496120452880859,-122.565032958984375,LENTS/POWELLHURST-GILBERT,EPCO
1631,410510059002010.000000000000000,45.476177215576172,-122.672859191894531,SOUTH PORTLAND,SWCS
1632,410510083011015.000000000000000,45.495914459228516,-122.569297790527344,LENTS,EPCO
1633,410510083011007.000000000000000,45.496932983398438,-122.573188781738281,LENTS,EPCO
1634,410510083011000.000000000000000,45.496177673339844,-122.565773010253906,LENTS,EPCO
1635,410510006013001.000000000000000,45.489582061767578,-122.572807312011719,LENTS,EPCO
1636,410510083011005.000000000000000,45.496955871582031,-122.569549560546875,LENTS,EPCO
1637,410510051001029.000000000000000,45.532573699951172,-122.682983398437500,PEARL DISTRICT,NWNW
1638,410510083011026.000000000000000,45.492317199707031,-122.571029663085938,LENTS,EPCO
1639,410510006011008.000000000000000,45.486660003662109,-122.567329406738281,LENTS,EPCO
1640,410510083011025.000000000000000,45.492694854736328,-122.573722839355469,LENTS,EPCO
1641,410510083011030.000000000000000,45.490535736083984,-122.570953369140625,LENTS,EPCO
1642,410510006013000.000000000000000,45.487361907958984,-122.570457458496094,LENTS,EPCO
1643,410510083011029.000000000000000,45.490516662597656,-122.570007324218750,LENTS,EPCO
1644,410510083011027.000000000000000,45.491397857666016,-122.569046020507812,LENTS,EPCO
1645,410510083011028.000000000000000,45.490501403808594,-122.569061279296875,LENTS,EPCO
1646,410510083011001.000000000000000,45.493885040283203,-122.567077636718750,LENTS,EPCO
1647,410510083011003.000000000000000,45.491359710693359,-122.567901611328125,LENTS,EPCO
1648,410510102003132.000000000000000,45.556224822998047,-122.495605468750000,WILKES,EPCO
1649,410510083022003.000000000000000,45.494239807128906,-122.559638977050781,LENTS/POWELLHURST-GILBERT,EPCO
1650,410510006011004.000000000000000,45.489391326904297,-122.564308166503906,LENTS,EPCO
1651,410510083022015.000000000000000,45.494083404541016,-122.561180114746094,LENTS/POWELLHURST-GILBERT,EPCO
1652,410510083022006.000000000000000,45.493953704833984,-122.562286376953125,LENTS/POWELLHURST-GILBERT,EPCO
1653,410510083022004.000000000000000,45.492820739746094,-122.560317993164062,LENTS/POWELLHURST-GILBERT,EPCO
1654,410510083022032.000000000000000,45.490333557128906,-122.561553955078125,LENTS,EPCO
1655,410510006011002.000000000000000,45.489326477050781,-122.561561584472656,LENTS,EPCO
1656,410510082012006.000000000000000,45.510608673095703,-122.558135986328125,HAZELWOOD,EPCO
1657,410510082012007.000000000000000,45.509445190429688,-122.557929992675781,HAZELWOOD,EPCO
1658,410510059002009.000000000000000,45.476890563964844,-122.672935485839844,SOUTH PORTLAND,SWCS
1659,410510082012005.000000000000000,45.511161804199219,-122.556617736816406,HAZELWOOD,EPCO
1660,410510082012004.000000000000000,45.510437011718750,-122.555740356445312,HAZELWOOD,EPCO
1661,410510082012011.000000000000000,45.508323669433594,-122.558967590332031,HAZELWOOD,EPCO
1662,410510082012009.000000000000000,45.506519317626953,-122.556694030761719,HAZELWOOD,EPCO
1663,410510082012001.000000000000000,45.507720947265625,-122.552680969238281,HAZELWOOD,EPCO
1664,410510082012010.000000000000000,45.507572174072266,-122.557777404785156,HAZELWOOD,EPCO
1665,410510083021006.000000000000000,45.503463745117188,-122.556488037109375,POWELLHURST-GILBERT,EPCO
1666,410510059001079.000000000000000,45.474346160888672,-122.670005798339844,SOUTH PORTLAND,SWCS
1667,410510082012002.000000000000000,45.511089324951172,-122.552291870117188,HAZELWOOD,EPCO
1668,410510059001085.000000000000000,45.475635528564453,-122.668632507324219,SOUTH PORTLAND,SWCS
1669,410510082011035.000000000000000,45.512317657470703,-122.550910949707031,HAZELWOOD,EPCO
1670,410510082023002.000000000000000,45.510616302490234,-122.544158935546875,MILL PARK,EPCO
1671,410510056003017.000000000000000,45.508811950683594,-122.684600830078125,PORTLAND DOWNTOWN,NWNW
1672,410510072012023.000000000000000,45.606388092041016,-122.670463562011719,HAYDEN ISLAND,NPNS
1673,410510058003003.000000000000000,45.496513366699219,-122.692329406738281,HOMESTEAD,SWCS
1674,410510082023005.000000000000000,45.506034851074219,-122.547340393066406,MILL PARK,EPCO
1675,410510082023021.000000000000000,45.508327484130859,-122.544860839843750,MILL PARK,EPCO
1676,410510059003023.000000000000000,45.480514526367188,-122.676345825195312,SOUTH PORTLAND,SWCS
1679,410510006011001.000000000000000,45.489288330078125,-122.560234069824219,LENTS,EPCO
1680,410510083022016.000000000000000,45.490692138671875,-122.557731628417969,LENTS,EPCO
1681,410510083022019.000000000000000,45.492938995361328,-122.556434631347656,LENTS/POWELLHURST-GILBERT,EPCO
1682,410510083022000.000000000000000,45.495681762695312,-122.549972534179688,LENTS/POWELLHURST-GILBERT,EPCO
1683,410510083022021.000000000000000,45.494567871093750,-122.555229187011719,LENTS/POWELLHURST-GILBERT,EPCO
1684,410510092021001.000000000000000,45.522315979003906,-122.513977050781250,HAZELWOOD,EPCO
1686,410510059003025.000000000000000,45.480487823486328,-122.674324035644531,SOUTH PORTLAND,SWCS
1687,410510059003026.000000000000000,45.480419158935547,-122.673477172851562,SOUTH PORTLAND,SWCS
1688,410510083022022.000000000000000,45.492042541503906,-122.554473876953125,LENTS/POWELLHURST-GILBERT,EPCO
1689,410510082023004.000000000000000,45.509727478027344,-122.547454833984375,MILL PARK,EPCO
1690,410510072012018.000000000000000,45.610382080078125,-122.672424316406250,HAYDEN ISLAND,NPNS
1691,410510083022002.000000000000000,45.494003295898438,-122.557495117187500,LENTS/POWELLHURST-GILBERT,EPCO
1692,410510083021012.000000000000000,45.497760772705078,-122.552871704101562,POWELLHURST-GILBERT,EPCO
1693,410510083021023.000000000000000,45.497154235839844,-122.551200866699219,POWELLHURST-GILBERT,EPCO
1695,410510083021026.000000000000000,45.497608184814453,-122.549713134765625,POWELLHURST-GILBERT,EPCO
1696,410510083022001.000000000000000,45.495487213134766,-122.553962707519531,LENTS/POWELLHURST-GILBERT,EPCO
1697,410510095022013.000000000000000,45.547386169433594,-122.534004211425781,ARGAY TERRACE,EPCO
1698,410510083021024.000000000000000,45.497528076171875,-122.550849914550781,POWELLHURST-GILBERT,EPCO
1699,410510006013006.000000000000000,45.483459472656250,-122.571609497070312,LENTS,EPCO
1700,410510083022023.000000000000000,45.493247985839844,-122.551193237304688,LENTS/POWELLHURST-GILBERT,EPCO
1701,410510094004000.000000000000000,45.543304443359375,-122.513336181640625,ARGAY TERRACE,EPCO
1702,410510006013004.000000000000000,45.485733032226562,-122.572883605957031,LENTS,EPCO
1703,410510080021005.000000000000000,45.546043395996094,-122.545143127441406,PARKROSE HEIGHTS,EPCO
1704,410510094004002.000000000000000,45.545867919921875,-122.534103393554688,RUSSELL,EPCO
1705,410510080021004.000000000000000,45.545608520507812,-122.540046691894531,PARKROSE HEIGHTS,EPCO
1706,410510080021012.000000000000000,45.544013977050781,-122.540763854980469,PARKROSE HEIGHTS,EPCO
1707,410510080021011.000000000000000,45.542572021484375,-122.540740966796875,PARKROSE HEIGHTS,EPCO
1708,410510080021008.000000000000000,45.543304443359375,-122.540191650390625,PARKROSE HEIGHTS,EPCO
1709,410510095022008.000000000000000,45.547412872314453,-122.532745361328125,ARGAY TERRACE,EPCO
1710,410510094004010.000000000000000,45.543884277343750,-122.535133361816406,RUSSELL,EPCO
1711,410510050001053.000000000000000,45.532482147216797,-122.688056945800781,NORTHWEST DISTRICT,NWNW
1712,410510080021016.000000000000000,45.540695190429688,-122.539680480957031,PARKROSE HEIGHTS,EPCO
1713,410510094004011.000000000000000,45.543151855468750,-122.534263610839844,RUSSELL,EPCO
1714,410510094004013.000000000000000,45.542392730712891,-122.534278869628906,RUSSELL,EPCO
1715,410510094004027.000000000000000,45.541637420654297,-122.534301757812500,RUSSELL,EPCO
1716,410510073001222.000000000000000,45.560192108154297,-122.512535095214844,ARGAY TERRACE,EPCO
1717,410510095012011.000000000000000,45.553638458251953,-122.518722534179688,ARGAY TERRACE,EPCO
1718,410510085002017.000000000000000,45.484378814697266,-122.550224304199219,LENTS/POWELLHURST-GILBERT,EPCO
1719,410510006013003.000000000000000,45.487422943115234,-122.572807312011719,LENTS,EPCO
1720,410510006013018.000000000000000,45.480945587158203,-122.564422607421875,LENTS,EPCO
1721,410510006014010.000000000000000,45.488517761230469,-122.573684692382812,LENTS,EPCO
1722,410510006014012.000000000000000,45.486644744873047,-122.573699951171875,LENTS,EPCO
1723,410510006011006.000000000000000,45.488307952880859,-122.564308166503906,LENTS,EPCO
1724,410510006013007.000000000000000,45.483589172363281,-122.570068359375000,LENTS,EPCO
1725,410510006013016.000000000000000,45.481094360351562,-122.567283630371094,LENTS,EPCO
1726,410510006021008.000000000000000,45.478672027587891,-122.565757751464844,LENTS,EPCO
1727,410510006013009.000000000000000,45.481792449951172,-122.570297241210938,LENTS,EPCO
1728,410510006011010.000000000000000,45.485939025878906,-122.567893981933594,LENTS,EPCO
1729,410510006013013.000000000000000,45.481292724609375,-122.572578430175781,LENTS,EPCO
1730,410510006013010.000000000000000,45.481914520263672,-122.572639465332031,LENTS,EPCO
1731,410510006013014.000000000000000,45.480915069580078,-122.570785522460938,LENTS,EPCO
1732,410510006024008.000000000000000,45.478378295898438,-122.572044372558594,LENTS,EPCO
1733,410510006024009.000000000000000,45.478359222412109,-122.571075439453125,LENTS,EPCO
1734,410510006024003.000000000000000,45.479774475097656,-122.570846557617188,LENTS,EPCO
1735,410510006023003.000000000000000,45.476585388183594,-122.572105407714844,LENTS,EPCO
1736,410510006024002.000000000000000,45.480316162109375,-122.570518493652344,LENTS,EPCO
1737,410510006024011.000000000000000,45.478290557861328,-122.569122314453125,LENTS,EPCO
1738,410510006013015.000000000000000,45.480663299560547,-122.569175720214844,LENTS,EPCO
1739,410510006021006.000000000000000,45.478214263916016,-122.564117431640625,LENTS,EPCO
1740,410510006024010.000000000000000,45.478340148925781,-122.570106506347656,LENTS,EPCO
1741,410510006021019.000000000000000,45.475208282470703,-122.566299438476562,LENTS,EPCO
1742,410510006021010.000000000000000,45.479183197021484,-122.567657470703125,LENTS,EPCO
1743,410510006024000.000000000000000,45.479564666748047,-122.569114685058594,LENTS,EPCO
1744,410510006023001.000000000000000,45.476539611816406,-122.570152282714844,LENTS,EPCO
1745,410510006021009.000000000000000,45.478832244873047,-122.566360473632812,LENTS,EPCO
1746,410510006011015.000000000000000,45.488410949707031,-122.562828063964844,LENTS,EPCO
1747,410510006011014.000000000000000,45.486194610595703,-122.562812805175781,LENTS,EPCO
1748,410510006011016.000000000000000,45.488395690917969,-122.561553955078125,LENTS,EPCO
1749,410510006011013.000000000000000,45.483520507812500,-122.562828063964844,LENTS,EPCO
1750,410510006011023.000000000000000,45.486179351806641,-122.561531066894531,LENTS,EPCO
1751,410510006011024.000000000000000,45.483497619628906,-122.561531066894531,LENTS,EPCO
1752,410510006021013.000000000000000,45.477298736572266,-122.566146850585938,LENTS,EPCO
1753,410510006012011.000000000000000,45.480239868164062,-122.562591552734375,LENTS,EPCO
1754,410510006012010.000000000000000,45.480922698974609,-122.562568664550781,LENTS,EPCO
1755,410510006013019.000000000000000,45.479648590087891,-122.564010620117188,LENTS,EPCO
1756,410510006012017.000000000000000,45.479465484619141,-122.563095092773438,LENTS,EPCO
1757,410510006012018.000000000000000,45.478534698486328,-122.562393188476562,LENTS,EPCO
1758,410510006012009.000000000000000,45.480876922607422,-122.560691833496094,LENTS,EPCO
1759,410510006012016.000000000000000,45.479450225830078,-122.562248229980469,LENTS,EPCO
1760,410510006021003.000000000000000,45.476951599121094,-122.561500549316406,LENTS,EPCO
1761,410510006021018.000000000000000,45.477611541748047,-122.563667297363281,LENTS,EPCO
1762,410510006021033.000000000000000,45.477947235107422,-122.562210083007812,LENTS,EPCO
1763,410510006012012.000000000000000,45.480194091796875,-122.560729980468750,LENTS,EPCO
1764,410510006012014.000000000000000,45.480838775634766,-122.559089660644531,LENTS,EPCO
1765,410510006012020.000000000000000,45.478473663330078,-122.560302734375000,LENTS,EPCO
1766,410510006012006.000000000000000,45.481521606445312,-122.559059143066406,LENTS,EPCO
1767,410510006012022.000000000000000,45.479469299316406,-122.559165954589844,LENTS,EPCO
1768,410510006012021.000000000000000,45.478736877441406,-122.559204101562500,LENTS,EPCO
1769,410510006023018.000000000000000,45.475242614746094,-122.572288513183594,LENTS,EPCO
1770,410510006023019.000000000000000,45.475219726562500,-122.571273803710938,LENTS,EPCO
1771,410510006022002.000000000000000,45.472892761230469,-122.572052001953125,LENTS,EPCO
1772,410510006023021.000000000000000,45.475162506103516,-122.569190979003906,LENTS,EPCO
1773,410510006021021.000000000000000,45.476322174072266,-122.568130493164062,LENTS,EPCO
1774,410510006021020.000000000000000,45.476322174072266,-122.567146301269531,LENTS,EPCO
1775,410510006021022.000000000000000,45.474925994873047,-122.568130493164062,LENTS,EPCO
1776,410510006021023.000000000000000,45.474925994873047,-122.567146301269531,LENTS,EPCO
1777,410510006022015.000000000000000,45.472404479980469,-122.569160461425781,LENTS,EPCO
1778,410510006021028.000000000000000,45.477058410644531,-122.563369750976562,LENTS,EPCO
1779,410510006022023.000000000000000,45.468242645263672,-122.573402404785156,LENTS,EPCO
1780,410510089022001.000000000000000,45.469245910644531,-122.569839477539062,LENTS,EPCO
1781,410510089022011.000000000000000,45.462314605712891,-122.573310852050781,LENTS,EPCO
1782,410510006021027.000000000000000,45.476062774658203,-122.562843322753906,LENTS,EPCO
1783,410510089021025.000000000000000,45.470207214355469,-122.567001342773438,LENTS,EPCO
1784,410510082022008.000000000000000,45.520046234130859,-122.541648864746094,HAZELWOOD,EPCO
1785,410510082021001.000000000000000,45.520790100097656,-122.547409057617188,HAZELWOOD,EPCO
1786,410510082022004.000000000000000,45.521419525146484,-122.541641235351562,HAZELWOOD,EPCO
1787,410510082021027.000000000000000,45.516838073730469,-122.547554016113281,MILL PARK,EPCO
1788,410510082021026.000000000000000,45.516792297363281,-122.546478271484375,MILL PARK,EPCO
1789,410510082021030.000000000000000,45.515403747558594,-122.547576904296875,MILL PARK,EPCO
1790,410510082022022.000000000000000,45.515655517578125,-122.545310974121094,MILL PARK,EPCO
1791,410510082022020.000000000000000,45.516502380371094,-122.544029235839844,MILL PARK,EPCO
1792,410510082022007.000000000000000,45.520732879638672,-122.541641235351562,HAZELWOOD,EPCO
1793,410510082022006.000000000000000,45.520748138427734,-122.539062500000000,HAZELWOOD,EPCO
1794,410510082022005.000000000000000,45.521430969238281,-122.539070129394531,HAZELWOOD,EPCO
1795,410510082022014.000000000000000,45.517925262451172,-122.544044494628906,MILL PARK,EPCO
1796,410510082022018.000000000000000,45.517211914062500,-122.544036865234375,MILL PARK,EPCO
1797,410510082022012.000000000000000,45.518650054931641,-122.541648864746094,MILL PARK,EPCO
1798,410510082022017.000000000000000,45.517219543457031,-122.541618347167969,MILL PARK,EPCO
1799,410510081001020.000000000000000,45.523277282714844,-122.538467407226562,HAZELWOOD,EPCO
1800,410510082022000.000000000000000,45.522136688232422,-122.539070129394531,HAZELWOOD,EPCO
1801,410510089021067.000000000000000,45.468231201171875,-122.554504394531250,LENTS,EPCO
1802,410510089021068.000000000000000,45.468654632568359,-122.553184509277344,LENTS,EPCO
1803,410510089021023.000000000000000,45.468536376953125,-122.565498352050781,LENTS,EPCO
1804,410510006011020.000000000000000,45.487327575683594,-122.556961059570312,LENTS,EPCO
1805,410510006011029.000000000000000,45.485305786132812,-122.556922912597656,LENTS,EPCO
1806,410510085002009.000000000000000,45.485435485839844,-122.554756164550781,LENTS/POWELLHURST-GILBERT,EPCO
1807,410510067011021.000000000000000,45.476699829101562,-122.737937927246094,HAYHURST,SWCS
1808,410510006011028.000000000000000,45.484455108642578,-122.556915283203125,LENTS,EPCO
1809,410510085002004.000000000000000,45.488513946533203,-122.552223205566406,LENTS/POWELLHURST-GILBERT,EPCO
1810,410510085002005.000000000000000,45.487598419189453,-122.553466796875000,LENTS/POWELLHURST-GILBERT,EPCO
1811,410510006011026.000000000000000,45.483623504638672,-122.557876586914062,LENTS,EPCO
1812,410510006011025.000000000000000,45.483711242675781,-122.560180664062500,LENTS,EPCO
1813,410510006021031.000000000000000,45.475727081298828,-122.560501098632812,LENTS,EPCO
1814,410510006011030.000000000000000,45.482978820800781,-122.560188293457031,LENTS,EPCO
1815,410510041014000.000000000000000,45.617042541503906,-122.773399353027344,ST. JOHNS,NPNS
1816,410510059001027.000000000000000,45.486427307128906,-122.673606872558594,SOUTH PORTLAND,SWCS
1817,410510006012024.000000000000000,45.480121612548828,-122.557922363281250,LENTS,EPCO
1818,410510059001028.000000000000000,45.483177185058594,-122.673225402832031,SOUTH PORTLAND,SWCS
1819,410510006012013.000000000000000,45.480152130126953,-122.559127807617188,LENTS,EPCO
1820,410510072021061.000000000000000,45.630149841308594,-122.768402099609375,ST. JOHNS,NPNS
1821,410510006012028.000000000000000,45.477741241455078,-122.559204101562500,LENTS,EPCO
1822,410510006012008.000000000000000,45.480808258056641,-122.557884216308594,LENTS,EPCO
1823,410510059003011.000000000000000,45.485412597656250,-122.677284240722656,SOUTH PORTLAND,SWCS
1824,410510085002024.000000000000000,45.480773925781250,-122.556541442871094,LENTS,EPCO
1825,410510006012023.000000000000000,45.479438781738281,-122.557952880859375,LENTS,EPCO
1826,410510085002025.000000000000000,45.480087280273438,-122.556579589843750,LENTS,EPCO
1827,410510085002026.000000000000000,45.479404449462891,-122.556610107421875,LENTS,EPCO
1828,410510093011013.000000000000000,45.530063629150391,-122.502510070800781,WILKES,EPCO
1829,410510006011031.000000000000000,45.482967376708984,-122.557617187500000,LENTS,EPCO
1830,410510085002023.000000000000000,45.482200622558594,-122.556449890136719,LENTS,EPCO
1831,410510006021032.000000000000000,45.475948333740234,-122.559120178222656,LENTS,EPCO
1832,410510006021000.000000000000000,45.476509094238281,-122.557601928710938,LENTS,EPCO
1833,410510085002016.000000000000000,45.478698730468750,-122.556655883789062,LENTS,EPCO
1834,410510085002011.000000000000000,45.479465484619141,-122.552040100097656,LENTS,EPCO
1835,410510006012026.000000000000000,45.477596282958984,-122.557762145996094,LENTS,EPCO
1836,410510085001013.000000000000000,45.480751037597656,-122.539489746093750,POWELLHURST-GILBERT,EPCO
1837,410510085001012.000000000000000,45.480518341064453,-122.545402526855469,POWELLHURST-GILBERT,EPCO
1838,410510089021028.000000000000000,45.468437194824219,-122.566558837890625,LENTS,EPCO
1839,410510085002019.000000000000000,45.476722717285156,-122.551544189453125,LENTS,EPCO
1840,410510085002013.000000000000000,45.476604461669922,-122.556228637695312,LENTS,EPCO
1841,410510089021001.000000000000000,45.475009918212891,-122.552574157714844,LENTS,EPCO
1842,410510089021008.000000000000000,45.474555969238281,-122.549285888671875,LENTS,EPCO
1843,410510082022029.000000000000000,45.512813568115234,-122.543983459472656,MILL PARK,EPCO
1844,410510089021064.000000000000000,45.464553833007812,-122.548225402832031,LENTS,EPCO
1845,410510089021053.000000000000000,45.465457916259766,-122.553092956542969,LENTS,EPCO
1846,410510089021056.000000000000000,45.467575073242188,-122.549858093261719,LENTS,EPCO
1847,410510089013018.000000000000000,45.465007781982422,-122.531684875488281,PLEASANT VALLEY,EPCO
1848,410510082022026.000000000000000,45.514171600341797,-122.545310974121094,MILL PARK,EPCO
1849,410510082023007.000000000000000,45.507537841796875,-122.544090270996094,MILL PARK,EPCO
1850,410510082023006.000000000000000,45.505931854248047,-122.544891357421875,MILL PARK,EPCO
1851,410510082023020.000000000000000,45.508914947509766,-122.543960571289062,MILL PARK,EPCO
1852,410510082022024.000000000000000,45.515018463134766,-122.540992736816406,MILL PARK,EPCO
1853,410510082022028.000000000000000,45.512718200683594,-122.539894104003906,MILL PARK,EPCO
1854,410510082022030.000000000000000,45.513652801513672,-122.543998718261719,MILL PARK,EPCO
1855,410510082022027.000000000000000,45.513805389404297,-122.541114807128906,MILL PARK,EPCO
1856,410510092013003.000000000000000,45.511207580566406,-122.535095214843750,MILL PARK,EPCO
1857,410510082023000.000000000000000,45.509731292724609,-122.540512084960938,MILL PARK,EPCO
1858,410510082023008.000000000000000,45.504871368408203,-122.544311523437500,MILL PARK,EPCO
1859,410510082023014.000000000000000,45.505641937255859,-122.540527343750000,MILL PARK,EPCO
1860,410510082023001.000000000000000,45.509452819824219,-122.538200378417969,MILL PARK,EPCO
1861,410510082023017.000000000000000,45.504955291748047,-122.541496276855469,MILL PARK,EPCO
1862,410510082023011.000000000000000,45.507141113281250,-122.540245056152344,MILL PARK,EPCO
1863,410510059004024.000000000000000,45.487957000732422,-122.681396484375000,SOUTH PORTLAND,SWCS
1864,410510001004015.000000000000000,45.460399627685547,-122.650024414062500,SELLWOOD-MORELAND,SEUL
1869,410510063001013.000000000000000,45.448436737060547,-122.668167114257812,COLLINS VIEW,SWCS
1870,410510002004016.000000000000000,45.463253021240234,-122.642280578613281,SELLWOOD-MORELAND,SEUL
1873,410510001004000.000000000000000,45.463962554931641,-122.648033142089844,SELLWOOD-MORELAND,SEUL
1874,410510001004005.000000000000000,45.463249206542969,-122.648033142089844,SELLWOOD-MORELAND,SEUL
1875,410510001004013.000000000000000,45.461826324462891,-122.648033142089844,SELLWOOD-MORELAND,SEUL
1876,410510001004012.000000000000000,45.461112976074219,-122.648040771484375,SELLWOOD-MORELAND,SEUL
1877,410510001004019.000000000000000,45.459682464599609,-122.648033142089844,SELLWOOD-MORELAND,SEUL
1878,410510002004013.000000000000000,45.463962554931641,-122.646049499511719,SELLWOOD-MORELAND,SEUL
1879,410510002004014.000000000000000,45.463249206542969,-122.646049499511719,SELLWOOD-MORELAND,SEUL
1880,410510002004036.000000000000000,45.462535858154297,-122.646049499511719,SELLWOOD-MORELAND,SEUL
1881,410510002004037.000000000000000,45.462535858154297,-122.644065856933594,SELLWOOD-MORELAND,SEUL
1882,410510002004035.000000000000000,45.461822509765625,-122.646049499511719,SELLWOOD-MORELAND,SEUL
1883,410510002004012.000000000000000,45.463958740234375,-122.644042968750000,SELLWOOD-MORELAND,SEUL
1884,410510002004011.000000000000000,45.463958740234375,-122.642280578613281,SELLWOOD-MORELAND,SEUL
1885,410510002004034.000000000000000,45.461822509765625,-122.644065856933594,SELLWOOD-MORELAND,SEUL
1886,410510002004039.000000000000000,45.461109161376953,-122.646049499511719,SELLWOOD-MORELAND,SEUL
1887,410510002004040.000000000000000,45.460395812988281,-122.646049499511719,SELLWOOD-MORELAND,SEUL
1888,410510002004041.000000000000000,45.459682464599609,-122.646049499511719,SELLWOOD-MORELAND,SEUL
1889,410510002004044.000000000000000,45.460365295410156,-122.642456054687500,SELLWOOD-MORELAND,SEUL
1890,410510002004032.000000000000000,45.460391998291016,-122.644065856933594,SELLWOOD-MORELAND,SEUL
1891,410510002004043.000000000000000,45.458885192871094,-122.643341064453125,SELLWOOD-MORELAND,SEUL
1892,410510002004033.000000000000000,45.461822509765625,-122.642646789550781,SELLWOOD-MORELAND,SEUL
1893,410510002004018.000000000000000,45.462524414062500,-122.640991210937500,SELLWOOD-MORELAND,SEUL
1894,410510003024049.000000000000000,45.462711334228516,-122.633674621582031,ARDENWALD-JOHNSON CREEK,SEUL
1895,410510003024050.000000000000000,45.461978912353516,-122.631614685058594,ARDENWALD-JOHNSON CREEK,SEUL
1896,410510002004021.000000000000000,45.462776184082031,-122.639320373535156,SELLWOOD-MORELAND,SEUL
1897,410510002004030.000000000000000,45.462455749511719,-122.639183044433594,SELLWOOD-MORELAND,SEUL
1898,410510003024044.000000000000000,45.462043762207031,-122.629379272460938,ARDENWALD-JOHNSON CREEK,SEUL
1899,410510003024030.000000000000000,45.462257385253906,-122.624900817871094,ARDENWALD-JOHNSON CREEK,SEUL
1900,410510003024045.000000000000000,45.461994171142578,-122.627677917480469,ARDENWALD-JOHNSON CREEK,SEUL
1901,410510003024046.000000000000000,45.461708068847656,-122.625808715820312,ARDENWALD-JOHNSON CREEK,SEUL
1902,410510003024026.000000000000000,45.462486267089844,-122.618072509765625,ARDENWALD-JOHNSON CREEK/WOODSTOCK,SEUL
1903,410510072021075.000000000000000,45.618034362792969,-122.738525390625000,ST. JOHNS,NPNS
