OID_,gidbk20,intptlat20,intptlon20,DISTRICT
3169,410510106021006.000000000000000,45.519930400000000,-122.671854499999995,4
3172,410510020022008.000000000000000,45.521799399999999,-122.637775300000001,3
3173,410510092021006.000000000000000,45.518585600000002,-122.515188499999994,1
3174,410510082011020.000000000000000,45.512723299999998,-122.557570600000005,1
3176,410510076002008.000000000000000,45.559510299999999,-122.596308399999998,2
3179,410050216013012.000000000000000,45.461108299999999,-122.597420999999997,3
3180,410510064022002.000000000000000,45.452032699999997,-122.700881400000000,4
3182,410510083022030.000000000000000,45.490660599999998,-122.550585900000002,1
3183,410510091023002.000000000000000,45.488402100000002,-122.490277199999994,1
3189,410510041021019.000000000000000,45.590202099999999,-122.735577399999997,2
3190,410510020011007.000000000000000,45.521404199999999,-122.632549900000001,3
3192,410510091022009.000000000000000,45.493102899999997,-122.510652899999997,1
3194,410510031003000.000000000000000,45.554843300000002,-122.631198900000001,2
3195,410510005025009.000000000000000,45.489634000000002,-122.595148699999996,3
3197,410510006021000.000000000000000,45.476508600000003,-122.557604200000000,1
3199,410510075001014.000000000000000,45.559398899999998,-122.598375599999997,2
3201,410510041032024.000000000000000,45.594977900000004,-122.738469300000006,2
3202,410510005011016.000000000000000,45.482436100000001,-122.591041599999997,3
3205,410510005022000.000000000000000,45.482694600000002,-122.580302200000006,3
3206,410510027013014.000000000000000,45.539803499999998,-122.617417500000002,2
3208,410510070021033.000000000000000,45.524055799999999,-122.759976499999993,4
3209,410510029022003.000000000000000,45.547292800000001,-122.586379600000001,3
3212,410510041032018.000000000000000,45.596299600000002,-122.737832400000002,2
3215,410510010003050.000000000000000,45.503739299999999,-122.641502000000003,3
3216,410510001013002.000000000000000,45.463968500000000,-122.659506300000004,4
3218,410510074002015.000000000000000,45.567188399999999,-122.607923000000000,2
3219,410510041042030.000000000000000,45.598442300000002,-122.758120399999996,2
3223,410510006012006.000000000000000,45.481521999999998,-122.559057499999994,1
3224,410510033022025.000000000000000,45.550141000000004,-122.657161500000001,2
3228,410510041021000.000000000000000,45.589597599999998,-122.732769899999994,2
3232,410510031003025.000000000000000,45.552434499999997,-122.635384500000001,2
3233,410510073001016.000000000000000,45.582350699999999,-122.581271099999995,1
3238,410510066022014.000000000000000,45.471013800000001,-122.713497200000006,4
3241,410510068021002.000000000000000,45.498065300000000,-122.716454999999996,4
3242,410510038031013.000000000000000,45.567291099999998,-122.688933399999996,2
3244,410510007022009.000000000000000,45.494756899999999,-122.590930999999998,3
3248,410510016024001.000000000000000,45.515817300000002,-122.576061199999998,3
3251,410510042003026.000000000000000,45.591224300000000,-122.756524999999996,2
3252,410510025013014.000000000000000,45.539543700000003,-122.631961899999993,2
3253,410510081006012.000000000000000,45.523265500000001,-122.548519799999994,1
3261,410510011021029.000000000000000,45.505059199999998,-122.650586799999999,3
3262,410510065023011.000000000000000,45.461105799999999,-122.710757799999996,4
3263,410510047001018.000000000000000,45.532265400000000,-122.699717199999995,4
3264,410510013011003.000000000000000,45.518952100000000,-122.627718400000006,3
3267,410510036023022.000000000000000,45.567416299999998,-122.649502299999995,2
3270,410510010002018.000000000000000,45.499774100000003,-122.643107999999998,3
3274,410510041032009.000000000000000,45.597468300000003,-122.742003499999996,2
3276,410510073001148.000000000000000,45.564641999999999,-122.551435200000000,1
3277,410510091012000.000000000000000,45.503176300000000,-122.497656100000000,1
3278,410510038013023.000000000000000,45.577976300000003,-122.689838199999997,2
3280,410510031001014.000000000000000,45.562112100000000,-122.638115400000004,2
3285,410510099033024.000000000000000,45.476287800000001,-122.492117899999997,1
3286,410510097033005.000000000000000,45.518020600000000,-122.491064399999999,1
3292,410510028023007.000000000000000,45.533356200000000,-122.608191899999994,3
3294,410510039032025.000000000000000,45.584926000000003,-122.713742499999995,2
3298,410510030004002.000000000000000,45.553142399999999,-122.621913000000006,2
3301,410510082012006.000000000000000,45.505546799999998,-122.556587300000004,1
3302,410510052012019.000000000000000,45.518003899999997,-122.687281200000001,4
3303,410510038033019.000000000000000,45.565179000000001,-122.685608700000003,2
3304,410510027021010.000000000000000,45.538406700000003,-122.621446100000000,2
3312,410510036024006.000000000000000,45.573657200000000,-122.642955400000005,2
3314,410510036013000.000000000000000,45.571517100000001,-122.650879399999994,2
3315,410510062002026.000000000000000,45.466138999999998,-122.688155100000003,4
3316,410510075002012.000000000000000,45.552801299999999,-122.610959100000002,2
3317,410510008022008.000000000000000,45.492771099999999,-122.608092600000006,3
3318,410510029014017.000000000000000,45.553163200000000,-122.592732400000003,3
3319,410510037023000.000000000000000,45.569469699999999,-122.669505000000001,2
3320,410510095021002.000000000000000,45.550324199999999,-122.531244799999996,1
3321,410510038011014.000000000000000,45.582954000000001,-122.683135699999994,2
3322,410510046012012.000000000000000,45.522067100000001,-122.706353199999995,4
3327,410510021022015.000000000000000,45.519694000000001,-122.652106000000003,3
3329,410510031003015.000000000000000,45.553688999999999,-122.635384500000001,2
3330,410510022034001.000000000000000,45.541615000000000,-122.659261099999995,2
3342,410510075002009.000000000000000,45.553193000000000,-122.604899900000007,2
3345,410510028023025.000000000000000,45.531972300000000,-122.600718900000004,3
3346,410510041031008.000000000000000,45.598786300000000,-122.750136299999994,2
3348,410510036024018.000000000000000,45.571188800000002,-122.638400200000007,2
3349,410510065011011.000000000000000,45.461078999999998,-122.729892899999996,4
3351,410510001012017.000000000000000,45.458388800000002,-122.655502799999994,4
3354,410510009012008.000000000000000,45.499438200000000,-122.623230800000002,3
3355,410510007012015.000000000000000,45.499368500000003,-122.583386500000003,3
3357,410510088002015.000000000000000,45.463676499999998,-122.598095999999998,3
3359,410510023031042.000000000000000,45.533729700000002,-122.668860600000002,2
3362,410510039042015.000000000000000,45.578806499999999,-122.693621399999998,2
3373,410510004022014.000000000000000,45.484055800000000,-122.603414799999996,3
3375,410510023031016.000000000000000,45.540119500000003,-122.677518399999997,2
3377,410510087002024.000000000000000,45.468986800000003,-122.608671299999997,3
3383,410510011021006.000000000000000,45.509526100000002,-122.653403400000002,3
3385,410510073001182.000000000000000,45.574467700000000,-122.562719599999994,1
3386,410510025021001.000000000000000,45.538404800000002,-122.633863099999999,2
3387,410510040033015.000000000000000,45.587246700000001,-122.723709600000007,2
3388,410510014005015.000000000000000,45.506517700000003,-122.620934399999996,3
3390,410510012041005.000000000000000,45.518219000000002,-122.637594500000006,3
3391,410510073001093.000000000000000,45.572763500000001,-122.620949899999999,2
3392,410510014003007.000000000000000,45.511666800000000,-122.617669500000005,3
3393,410510013022011.000000000000000,45.505906699999997,-122.628590799999998,3
3394,410510065022010.000000000000000,45.461634599999996,-122.704183599999993,4
3397,410510011011001.000000000000000,45.518991300000003,-122.655153900000002,3
3399,410510004011002.000000000000000,45.489389199999998,-122.611451200000005,3
3402,410510008012000.000000000000000,45.503370099999998,-122.606035899999995,3
3403,410510005023003.000000000000000,45.478591600000001,-122.580317800000003,3
3409,410510010001003.000000000000000,45.500177800000003,-122.652673899999996,3
3410,410510016023012.000000000000000,45.506365899999999,-122.571355699999998,3
3418,410510041033013.000000000000000,45.595275999999998,-122.729555800000000,2
3420,410510036021056.000000000000000,45.563583100000002,-122.631458300000006,2
3424,410510002011029.000000000000000,45.467376500000000,-122.647487499999997,4
3426,410510017034007.000000000000000,45.533197399999999,-122.589275299999997,3
3428,410510030002024.000000000000000,45.554628399999999,-122.621919199999994,2
3429,410510016021026.000000000000000,45.516629299999998,-122.566416300000000,3
3431,410510057011016.000000000000000,45.502391799999998,-122.675259100000005,4
3432,410510002011027.000000000000000,45.466767800000000,-122.646042800000004,4
3435,410510064042005.000000000000000,45.440636499999997,-122.732483500000001,4
3436,410510065012033.000000000000000,45.446389400000001,-122.742136299999999,4
3437,410510004013001.000000000000000,45.482387000000003,-122.615938900000003,3
3438,410510030004015.000000000000000,45.552168999999999,-122.622921899999994,2
3440,410510106012001.000000000000000,45.522551100000001,-122.681564600000002,4
3444,410510002021003.000000000000000,45.488947400000001,-122.647838600000000,3
3452,410510023031012.000000000000000,45.540209500000003,-122.675274900000005,2
3453,410510079001012.000000000000000,45.556292999999997,-122.556243699999996,1
3455,410510036014016.000000000000000,45.565941899999999,-122.660530100000003,2
3458,410510006022022.000000000000000,45.468244300000002,-122.573401200000006,1
3459,410510011011008.000000000000000,45.519011599999999,-122.661259200000003,3
3462,410510006011010.000000000000000,45.485939399999999,-122.567890800000001,1
3470,410510049012003.000000000000000,45.533766000000000,-122.695712299999997,4
3472,410510025011004.000000000000000,45.547475400000003,-122.635333599999996,2
3473,410510084001012.000000000000000,45.500259900000003,-122.537950699999996,1
3474,410510012042005.000000000000000,45.518257499999997,-122.649072500000003,3
3476,410510073001011.000000000000000,45.594590500000002,-122.627730999999997,1
3479,410510090023000.000000000000000,45.496507000000001,-122.525454600000003,1
3483,410670306003010.000000000000000,45.445927800000000,-122.744527099999999,4
3485,410510010004021.000000000000000,45.490821500000003,-122.649872000000002,3
3492,410510075002001.000000000000000,45.554695899999999,-122.606405600000002,2
3495,410510064024003.000000000000000,45.439494199999999,-122.705715699999999,4
3497,410510025012010.000000000000000,45.542831200000002,-122.636493000000002,2
3498,410510016015016.000000000000000,45.514916599999999,-122.588302700000000,3
3499,410510010005003.000000000000000,45.500614300000002,-122.657300800000002,3
3503,410510006024009.000000000000000,45.481320900000000,-122.576649599999996,1
3504,410510079002001.000000000000000,45.554476000000001,-122.545800900000003,1
3506,410510050011028.000000000000000,45.530360799999997,-122.686981399999993,4
3507,410510039023017.000000000000000,45.574117000000001,-122.698472499999994,2
3508,410510063003017.000000000000000,45.459979199999999,-122.691181299999997,4
3511,410510015003001.000000000000000,45.515978799999999,-122.608347800000004,3
3512,410510023033023.000000000000000,45.534720000000000,-122.662155100000007,2
3514,410510040032000.000000000000000,45.593437199999997,-122.719009400000004,2
3515,410510001013015.000000000000000,45.461831199999999,-122.658495000000002,4
3517,410510081006005.000000000000000,45.525111299999999,-122.556779399999996,1
3520,410510051033008.000000000000000,45.527349899999997,-122.676068999999998,4
3524,410510025021005.000000000000000,45.538184700000002,-122.638626799999997,2
3525,410510082011005.000000000000000,45.521417300000003,-122.562928099999993,1
3527,410510092032009.000000000000000,45.517767800000001,-122.528987700000002,1
3528,410510081003002.000000000000000,45.531718400000003,-122.542083099999999,1
3530,410510006024004.000000000000000,45.480179800000002,-122.572827399999994,1
3533,410510021021007.000000000000000,45.527247799999998,-122.650043699999998,3
3535,410510016021017.000000000000000,45.517451299999998,-122.576084499999993,3
3536,410510027021044.000000000000000,45.535817500000000,-122.611430499999997,3
3540,410510088002017.000000000000000,45.465747100000002,-122.597257999999997,3
3548,410510038032029.000000000000000,45.563389100000002,-122.676471399999997,2
3549,410510065012025.000000000000000,45.451672199999997,-122.740054400000005,4
3553,410510081001023.000000000000000,45.527007800000000,-122.561313699999999,1
3554,410510041033005.000000000000000,45.597163100000003,-122.726930499999995,2
3557,410510027021001.000000000000000,45.538403000000002,-122.612437099999994,3
3559,410510091013007.000000000000000,45.499706300000000,-122.502985499999994,1
3560,410510029014007.000000000000000,45.554585299999999,-122.600427999999994,2
3561,410510076001015.000000000000000,45.557743400000000,-122.579855800000004,2
3562,410510037021024.000000000000000,45.568339000000002,-122.662308499999995,2
3568,410510016021032.000000000000000,45.516337000000000,-122.576066999999995,3
3570,410510019002006.000000000000000,45.525378199999999,-122.619479499999997,3
3572,410510007024012.000000000000000,45.494822499999998,-122.598121199999994,3
3575,410510001022000.000000000000000,45.473356199999998,-122.649327900000003,4
3576,410510023033034.000000000000000,45.533994900000003,-122.659105199999999,2
3579,410510051013009.000000000000000,45.531406199999999,-122.678017299999993,4
3582,410510070011029.000000000000000,45.537036200000003,-122.779073199999999,4
3585,410510003025008.000000000000000,45.470746400000003,-122.631905500000002,4
3588,410510003012026.000000000000000,45.481729799999997,-122.621596400000001,3
3590,410510089023026.000000000000000,45.467284999999997,-122.557303700000006,1
3593,410510003026020.000000000000000,45.474118199999999,-122.630886700000005,4
3596,410510028012026.000000000000000,45.539346700000003,-122.602043600000002,3
3598,410510045001051.000000000000000,45.537708199999997,-122.687688899999998,4
3599,410510033011017.000000000000000,45.556836099999998,-122.654162200000002,2
3600,410510059011004.000000000000000,45.495444700000000,-122.676491200000001,4
3603,410510039031043.000000000000000,45.578040299999998,-122.707410999999993,2
3604,410510085002006.000000000000000,45.485416899999997,-122.545902100000006,1
3605,410510009012003.000000000000000,45.500871300000000,-122.630049299999996,3
3611,410510051032004.000000000000000,45.526346500000002,-122.672014000000004,4
3612,410510089023024.000000000000000,45.467522700000004,-122.560371000000004,1
3613,410510001024023.000000000000000,45.464682099999997,-122.653990600000000,4
3614,410510062002015.000000000000000,45.466131500000003,-122.687207500000000,4
3618,410510065013007.000000000000000,45.463188700000003,-122.741403099999999,4
3624,410510075002013.000000000000000,45.553272800000002,-122.613580999999996,2
3625,410510025021021.000000000000000,45.536073000000002,-122.635845200000006,2
3627,410510009023010.000000000000000,45.492714599999999,-122.635140800000002,3
3635,410510006013010.000000000000000,45.482904400000002,-122.573260800000000,1
3638,410510091011011.000000000000000,45.501337700000001,-122.517898900000006,1
3643,410510023033008.000000000000000,45.536148900000001,-122.663157799999993,2
3646,410510059012009.000000000000000,45.498645600000003,-122.678522799999996,4
3649,410510081001006.000000000000000,45.533305200000001,-122.564193200000005,3
3651,410510090011004.000000000000000,45.490259700000003,-122.526882900000004,1
3652,410510037023035.000000000000000,45.562964800000003,-122.672369500000002,2
3653,410510020021021.000000000000000,45.528916899999999,-122.640881199999995,3
3656,410510030004016.000000000000000,45.552198300000001,-122.621900800000006,2
3658,410510081001014.000000000000000,45.529209999999999,-122.565119400000000,1
3659,410510034021015.000000000000000,45.551336999999997,-122.666479600000002,2
3664,410510006014002.000000000000000,45.489099899999999,-122.576301599999994,1
3669,410510037023014.000000000000000,45.565806100000003,-122.670440900000003,2
3672,410510072023091.000000000000000,45.596439099999998,-122.664192799999995,2
3673,410510017041010.000000000000000,45.520712000000003,-122.582981000000004,3
3675,410510095012013.000000000000000,45.546847800000002,-122.497844900000004,1
3677,410510029025019.000000000000000,45.542964099999999,-122.598911700000002,3
3679,410510040024068.000000000000000,45.580510400000001,-122.724365700000007,2
3680,410510080012001.000000000000000,45.538507199999998,-122.552476200000001,1
3681,410510057011003.000000000000000,45.505216599999997,-122.673657500000004,4
3683,410510058005002.000000000000000,45.495184700000003,-122.705329100000000,4
3684,410510023033000.000000000000000,45.538243899999998,-122.658091900000002,2
3685,410510004021009.000000000000000,45.489395199999997,-122.608395299999998,3
3687,410510042003011.000000000000000,45.594712399999999,-122.762357100000003,2
3689,410510094004002.000000000000000,45.543713400000001,-122.518988500000006,1
3692,410510034011036.000000000000000,45.559455000000000,-122.667598299999995,2
3694,410510014004011.000000000000000,45.505966100000002,-122.614689900000002,3
3696,410510036012028.000000000000000,45.572649499999997,-122.657635900000002,2
3702,410510013023018.000000000000000,45.506759199999998,-122.632135399999996,3
3704,410510012032016.000000000000000,45.512549100000001,-122.648096699999996,3
3708,410510029014014.000000000000000,45.551765000000003,-122.596804500000005,3
3710,410510028011023.000000000000000,45.544523499999997,-122.600966499999998,3
3714,410510040032011.000000000000000,45.592784999999999,-122.726253499999999,2
3715,410510021011003.000000000000000,45.522563599999998,-122.657158699999997,3
3716,410510040035017.000000000000000,45.584835300000002,-122.720988300000002,2
3719,410510082031010.000000000000000,45.519364400000001,-122.539073599999995,1
3720,410510029011011.000000000000000,45.553122399999999,-122.582199299999999,3
3723,410510065011014.000000000000000,45.459600199999997,-122.727865499999993,4
3724,410510085001015.000000000000000,45.483191499999997,-122.553552900000000,1
3726,410510080011000.000000000000000,45.547882000000001,-122.548763100000002,1
3728,410510041024019.000000000000000,45.591911400000001,-122.744327200000001,2
3731,410510038023015.000000000000000,45.574424399999998,-122.689612499999996,2
3732,410510028021003.000000000000000,45.538242300000000,-122.603097099999999,3
3734,410510005012010.000000000000000,45.480273500000003,-122.593151000000006,3
3735,410510085002010.000000000000000,45.487483500000003,-122.540392600000004,1
3743,410510033021024.000000000000000,45.550133500000001,-122.654233500000004,2
3746,410510008022000.000000000000000,45.494961400000001,-122.608347400000000,3
3748,410510021012043.000000000000000,45.523266100000001,-122.654111000000000,3
3749,410510005012001.000000000000000,45.481375200000002,-122.590063400000005,3
3753,410510028023027.000000000000000,45.531623699999997,-122.604574600000007,3
3754,410510045002023.000000000000000,45.535681099999998,-122.707821400000000,4
3756,410510064031013.000000000000000,45.442169999999997,-122.724096299999999,4
3757,410510045001045.000000000000000,45.536178800000002,-122.694785400000001,4
3759,410510011021016.000000000000000,45.508538899999998,-122.651518300000006,3
3761,410510046011021.000000000000000,45.525006099999999,-122.706982900000000,4
3763,410510083011003.000000000000000,45.492152500000003,-122.567767000000003,1
3764,410510020013014.000000000000000,45.527541100000001,-122.636536199999995,3
3765,410510043001100.000000000000000,45.554288000000000,-122.732353399999994,4
3766,410510023033022.000000000000000,45.534714999999998,-122.661141900000004,2
3769,410510004014006.000000000000000,45.485187799999999,-122.620052500000000,3
3771,410510045001015.000000000000000,45.539541000000000,-122.699470700000006,4
3772,410510017033010.000000000000000,45.527328199999999,-122.588274200000001,3
3774,410510010002045.000000000000000,45.497095799999997,-122.647785499999998,3
3778,410510034013015.000000000000000,45.556153299999998,-122.674477999999993,2
3779,410510066024000.000000000000000,45.471973100000000,-122.697950399999996,4
3781,410510106021045.000000000000000,45.520329799999999,-122.676166100000003,4
3782,410510095012000.000000000000000,45.548986200000002,-122.499825799999996,1
3783,410510037021006.000000000000000,45.569471200000002,-122.664984300000000,2
3785,410510030003009.000000000000000,45.550573700000001,-122.617679600000002,2
3788,410510043001096.000000000000000,45.544699199999997,-122.700370000000007,4
3791,410510002012028.000000000000000,45.459683599999998,-122.646050399999993,4
3792,410510011011043.000000000000000,45.516859699999998,-122.657684300000000,3
3793,410510003026030.000000000000000,45.472619399999999,-122.631884700000001,4
3796,410510095013008.000000000000000,45.546104499999998,-122.505818300000001,1
3797,410510082031006.000000000000000,45.520746299999999,-122.539063100000007,1
3798,410510002011020.000000000000000,45.469222799999997,-122.647675199999995,4
3803,410510041023008.000000000000000,45.586731399999998,-122.747228199999995,2
3808,410510082011011.000000000000000,45.518693100000000,-122.559364599999995,1
3809,410510036021041.000000000000000,45.566087099999997,-122.634398500000003,2
3810,410510006023011.000000000000000,45.476750500000001,-122.578790299999994,1
3811,410510035014022.000000000000000,45.557588500000001,-122.675444100000007,2
3812,410510012023027.000000000000000,45.506086600000003,-122.646132300000005,3
3813,410510014005008.000000000000000,45.506134000000003,-122.617615799999996,3
3814,410510023033028.000000000000000,45.531242900000002,-122.665298800000002,2
3815,410510097031002.000000000000000,45.516756700000002,-122.488755600000005,1
3817,410510088002008.000000000000000,45.466198800000001,-122.603479100000001,3
3820,410510036022025.000000000000000,45.567486000000002,-122.639477499999998,2
3821,410510079001014.000000000000000,45.557861400000000,-122.551169799999997,1
3824,410510034013000.000000000000000,45.558653600000000,-122.668605900000003,2
3827,410510016015017.000000000000000,45.514057000000001,-122.588306500000002,3
3831,410510001022012.000000000000000,45.470458800000003,-122.652333499999997,4
3836,410510106022044.000000000000000,45.518013699999997,-122.681760299999993,4
3841,410510022033006.000000000000000,45.543334500000000,-122.662855399999998,2
3842,410510039041009.000000000000000,45.586350500000002,-122.701916100000005,2
3845,410510010005002.000000000000000,45.500599299999998,-122.656292800000003,3
3849,410510097032003.000000000000000,45.509855899999998,-122.492712200000000,1
3850,410510025013009.000000000000000,45.539725699999998,-122.637421200000006,2
3851,410510011011002.000000000000000,45.518994999999997,-122.656166299999995,3
3853,410510003023001.000000000000000,45.469467500000000,-122.621016200000000,3
3854,410510106021042.000000000000000,45.519543700000000,-122.673146900000006,4
3857,410510024021016.000000000000000,45.536947400000003,-122.647543499999998,2
3860,410510010005020.000000000000000,45.496910800000002,-122.654219800000007,3
3861,410510036014000.000000000000000,45.567365899999999,-122.655481300000005,2
3862,410510065013005.000000000000000,45.460579400000000,-122.738089500000001,4
3863,410510011022081.000000000000000,45.505375899999997,-122.661362699999998,3
3865,410510039021009.000000000000000,45.572653400000000,-122.696027999999998,2
3874,410510040032010.000000000000000,45.593516800000003,-122.723910300000000,2
3875,410510079001015.000000000000000,45.557817399999998,-122.550151700000001,1
3877,410510083013000.000000000000000,45.503887700000000,-122.574083099999996,1
3879,410510036012041.000000000000000,45.572451899999997,-122.653856500000003,2
3882,410510024012008.000000000000000,45.541295900000001,-122.648901300000006,2
3885,410510028012030.000000000000000,45.540764699999997,-122.609639500000000,3
3888,410510003012018.000000000000000,45.487624300000000,-122.640047300000006,4
3889,410510011011126.000000000000000,45.506622299999997,-122.664238999999995,3
3890,410510073001172.000000000000000,45.560634399999998,-122.552683900000005,1
3892,410510021022007.000000000000000,45.521832000000003,-122.651584299999996,3
3894,410510007023020.000000000000000,45.493670700000003,-122.592734100000001,3
3904,410510029031006.000000000000000,45.552026200000000,-122.577191200000001,3
3906,410510057011021.000000000000000,45.503986300000001,-122.676028200000005,4
3909,410510102001044.000000000000000,45.546827600000000,-122.492683700000001,1
3913,410510080022004.000000000000000,45.537815500000001,-122.548311600000005,1
3919,410510011011046.000000000000000,45.516849499999999,-122.654154899999995,3
3920,410510010005006.000000000000000,45.498529099999999,-122.657342000000000,3
3922,410510052021009.000000000000000,45.519418500000000,-122.693664499999997,4
3923,410510080021016.000000000000000,45.540773799999997,-122.540083499999994,1
3940,410510011022040.000000000000000,45.509018099999999,-122.658243200000001,3
3941,410510069001011.000000000000000,45.516576100000002,-122.737856699999995,4
3944,410510091011016.000000000000000,45.498610200000002,-122.522874299999998,1
3950,410510067011018.000000000000000,45.479457199999999,-122.731096800000003,4
3951,410510061001002.000000000000000,45.488507700000000,-122.701628200000002,4
3955,410510020012016.000000000000000,45.523965199999999,-122.632391699999999,3
3956,410510028012038.000000000000000,45.539270700000003,-122.601068100000006,3
3957,410510014005012.000000000000000,45.505420200000003,-122.618586100000002,3
3960,410510022031029.000000000000000,45.544192299999999,-122.667392300000003,2
3962,410510023033043.000000000000000,45.532574099999998,-122.660140900000002,2
3966,410510106022050.000000000000000,45.516046099999997,-122.677310500000004,4
3971,410510078002009.000000000000000,45.554631000000001,-122.568762500000005,1
3974,410519800001011.000000000000000,45.556736100000002,-122.703858800000006,2
3976,410510079002012.000000000000000,45.550136999999999,-122.543499299999993,1
3978,410510040024062.000000000000000,45.579799999999999,-122.727375499999994,2
3979,410510016024006.000000000000000,45.514550800000002,-122.573600400000004,3
3980,410510029025023.000000000000000,45.541769199999997,-122.595902800000005,3
3981,410510065021013.000000000000000,45.460917600000002,-122.721885299999997,4
3983,410510040034013.000000000000000,45.583376700000002,-122.716913099999999,2
3986,410510037023012.000000000000000,45.567092500000001,-122.669893500000001,2
3987,410510040022027.000000000000000,45.575502299999997,-122.726721100000006,2
3988,410510021023007.000000000000000,45.523252700000000,-122.650052900000006,3
3992,410510003022035.000000000000000,45.472236799999997,-122.616728199999997,3
3993,410510042001016.000000000000000,45.592685500000002,-122.755037999999999,2
3994,410510021011019.000000000000000,45.521726600000001,-122.654968499999995,3
3999,410510030004019.000000000000000,45.549316200000000,-122.626086799999996,2
4003,410510013012001.000000000000000,45.515377000000001,-122.625156300000000,3
4004,410510023032007.000000000000000,45.530448999999997,-122.664950800000000,2
4006,410510106021025.000000000000000,45.521346600000001,-122.679961800000001,4
4016,410510063002019.000000000000000,45.447674900000003,-122.672575800000004,4
4018,410510007024027.000000000000000,45.491205700000002,-122.598161500000003,3
4027,410510031003032.000000000000000,45.551602699999997,-122.634485600000005,2
4033,410510045002015.000000000000000,45.539036600000003,-122.720969299999993,4
4034,410510008022010.000000000000000,45.491861499999999,-122.605778799999996,3
4035,410510080012018.000000000000000,45.534919299999999,-122.559984700000001,1
4036,410510063003001.000000000000000,45.461811900000001,-122.685929999999999,4
4037,410510057011023.000000000000000,45.502623999999997,-122.678319999999999,4
4038,410510010003021.000000000000000,45.503136499999997,-122.651208999999994,3
4040,410510031003004.000000000000000,45.554860200000000,-122.635379299999997,2
4041,410510002021014.000000000000000,45.482897100000002,-122.647921800000006,4
4044,410510001011003.000000000000000,45.463252500000003,-122.652004500000004,4
4045,410510037014014.000000000000000,45.578975300000003,-122.673345999999995,2
4046,410510083011012.000000000000000,45.495492300000002,-122.575197299999999,1
4047,410510035013002.000000000000000,45.559432999999999,-122.688727600000007,2
4048,410510097033003.000000000000000,45.518161800000001,-122.495179100000001,1
4051,410510026001020.000000000000000,45.545328900000001,-122.630180800000005,2
4052,410510007013001.000000000000000,45.500160700000002,-122.595129999999997,3
4054,410510040033022.000000000000000,45.587266100000001,-122.721628499999994,2
4056,410510039023006.000000000000000,45.576492799999997,-122.701305000000005,2
4059,410510049021000.000000000000000,45.525333000000003,-122.688801499999997,4
4060,410510016013019.000000000000000,45.506864499999999,-122.582440399999996,3
4061,410510034012020.000000000000000,45.555966300000001,-122.666550999999998,2
4063,410510032003020.000000000000000,45.552797300000002,-122.644223400000001,2
4065,410510046022000.000000000000000,45.519215099999997,-122.699153999999993,4
4066,410510057011012.000000000000000,45.504542999999998,-122.678207499999999,4
4069,410510029031002.000000000000000,45.550365300000003,-122.567181199999993,3
4072,410510021023030.000000000000000,45.521101100000003,-122.646517000000003,3
4073,410510010003044.000000000000000,45.503121000000000,-122.647151300000004,3
4074,410510079002002.000000000000000,45.554479499999999,-122.549075299999998,1
4075,410510087003002.000000000000000,45.475351000000003,-122.612419799999998,3
4078,410510064033000.000000000000000,45.453043100000002,-122.721852799999994,4
4079,410510036011023.000000000000000,45.563019799999999,-122.654616500000003,2
4082,410510006012022.000000000000000,45.478666900000000,-122.561208800000003,1
4086,410510035011011.000000000000000,45.559346499999997,-122.680582500000000,2
4087,410510020022006.000000000000000,45.521797999999997,-122.640366400000005,3
4088,410510038032001.000000000000000,45.569175100000002,-122.676394700000003,2
4090,410510033021002.000000000000000,45.554995300000002,-122.653214800000001,2
4100,410510076002010.000000000000000,45.558636100000001,-122.596249700000001,2
4103,410510023031006.000000000000000,45.539202299999999,-122.670334800000006,2
4106,410510089033009.000000000000000,45.462340500000003,-122.527581499999997,1
4107,410510089022012.000000000000000,45.468274399999999,-122.568303700000001,1
4110,410519800001027.000000000000000,45.540737000000000,-122.680613399999999,2
4111,410510009012001.000000000000000,45.500864399999998,-122.625034999999997,3
4118,410510046012004.000000000000000,45.523485700000002,-122.703498800000006,4
4124,410510062003013.000000000000000,45.462470799999998,-122.694074299999997,4
4125,410510042001006.000000000000000,45.593194500000003,-122.756450599999994,2
4126,410510035012009.000000000000000,45.561621600000002,-122.691293700000003,2
4127,410510057011010.000000000000000,45.505351500000003,-122.681529699999999,4
4130,410510004013040.000000000000000,45.479532499999998,-122.609378699999994,3
4132,410510012023025.000000000000000,45.505605299999999,-122.647280699999996,3
4134,410510009013015.000000000000000,45.497630399999998,-122.634494099999998,3
4138,410510012023018.000000000000000,45.507903700000000,-122.647385700000001,3
4139,410510005012002.000000000000000,45.481374700000003,-122.590560600000003,3
4141,410510059021012.000000000000000,45.497140199999997,-122.671353900000000,4
4143,410510041042016.000000000000000,45.598995199999997,-122.761523100000005,2
4145,410510045002032.000000000000000,45.533555499999999,-122.716048299999997,4
4147,410510037013023.000000000000000,45.570987700000003,-122.669328800000002,2
4150,410510024023018.000000000000000,45.535406100000003,-122.654032700000002,2
4151,410510039041017.000000000000000,45.584797799999997,-122.697862000000001,2
4152,410510051024019.000000000000000,45.523342599999999,-122.680616700000002,4
4156,410510017021010.000000000000000,45.530202899999999,-122.567762700000003,3
4157,410510037023009.000000000000000,45.568367700000003,-122.669883499999997,2
4158,410510072021034.000000000000000,45.574836900000001,-122.634381500000003,2
4159,410510064042014.000000000000000,45.439599399999999,-122.727623300000005,4
