OID_,gidbk20,intptlat20,intptlon20,DISTRICT
1321,410510080012003.000000000000000,45.538118200000000,-122.556353599999994,1
1323,410510052011006.000000000000000,45.521811599999999,-122.687486000000007,4
1326,410510016016016.000000000000000,45.517086599999999,-122.598605100000000,3
1328,410510004022005.000000000000000,45.484840800000001,-122.605975799999996,3
1330,410510005023019.000000000000000,45.476328400000000,-122.581368900000001,3
1335,410510083022025.000000000000000,45.490378300000003,-122.563678999999993,1
1339,410510004011024.000000000000000,45.487567499999997,-122.609891099999999,3
1340,410510038023003.000000000000000,45.576223499999998,-122.689091599999998,2
1341,410510067012007.000000000000000,45.485020599999999,-122.740368099999998,4
1342,410510063002021.000000000000000,45.440277199999997,-122.669383900000000,4
1344,410510017034013.000000000000000,45.532211300000000,-122.591362200000006,3
1345,410510006023004.000000000000000,45.476603400000002,-122.573074700000006,1
1351,410510060021005.000000000000000,45.472784599999997,-122.681973299999996,4
1352,410510016022003.000000000000000,45.515703400000000,-122.567701900000003,3
1358,410510018013012.000000000000000,45.526154599999998,-122.613876000000005,3
1361,410510047002005.000000000000000,45.530802600000001,-122.701672299999998,4
1362,410510023031004.000000000000000,45.540292500000000,-122.668216500000000,2
